Plate,Well,Class,G/N,Surface_nucleus,R/N,Nuclei,Eccentricity,CPD_ID,Concentration
EMT-Serie2-1-C3,C08,2,0.935095612,0.93391968,0.208644178,0.167801362,0.633785568,EC_11190878,8.71E-07
EMT-Serie2-1-C3,C09,2,1.012119646,0.822083392,-0.039081112,-0.081297557,1.226725897,EC_11190878,2.61E-07
EMT-Serie2-1-C3,C10,2,1.204395774,1.172762809,0.148283971,0.048057669,0.913458999,EC_11190878,7.84E-08
EMT-Serie2-1-C3,C11,2,1.046016587,1.040253153,0.092035579,-0.015618742,1.044231,EC_11190878,2.35E-08
EMT-Serie2-1-C3,C12,2,1.21364777,1.363325422,-0.027883723,-0.032438927,0.867523112,EC_11190878,7.06E-09
EMT-Serie2-1-C3,C13,2,1.34264212,0.800839965,-0.024580011,-0.037244694,1.583071197,EC_11190878,2.12E-09
EMT-Serie2-1-C3,C14,2,0.908668917,1.092489181,0.122101737,0.060072087,0.801584824,EC_11190878,6.35E-10
EMT-Serie2-4-C1,I15,2,-0.053290261,-2.402153162,0.379988458,-0.747495826,-2.006004619,X-XEW670281,3.23E-05
EMT-Serie2-4-C1,I16,2,0.157639252,-1.99209072,0.574112385,-0.73706177,-1.350686048,X-XEW670281,9.68E-06
EMT-Serie2-4-C1,I17,2,0.459224337,-1.981640709,0.645958306,-0.768781302,-1.023149029,X-XEW670281,2.90E-06
EMT-Serie2-4-C1,I18,2,0.327003301,-1.516399914,0.583965953,-0.7721202,-2.213856813,X-XEW670281,8.71E-07
EMT-Serie2-4-C1,I19,2,0.776394511,-0.719672719,0.70268773,-0.768781302,-0.539410406,X-XEW670281,2.61E-07
EMT-Serie2-4-C1,I20,2,0.869606511,-0.539711476,0.787305778,-0.716611018,-0.405705747,X-XEW670281,7.84E-08
EMT-Serie2-4-C1,I21,2,0.673635093,1.306236991,0.32693645,-0.638146912,0.146148621,X-XEW670281,2.35E-08
EMT-Serie2-4-C1,I22,2,0.489426948,1.863073279,0.002152492,-0.541736227,-0.427550605,X-XEW670281,7.06E-09
EMT-Serie2-4-C1,I23,2,0.608773221,1.394114692,0.089094713,-0.171535893,-0.199701128,X-XEW670281,2.12E-09
EMT-Serie2-4-C1,I24,2,0.856649811,2.148008326,0.085604847,-0.195742905,-0.135389213,X-XEW670281,6.35E-10
EMT-Serie2-4-C2,I15,2,-0.050937544,-2.191697303,0.194858744,-0.879250218,-2.879806643,X-XEW670281,3.23E-05
EMT-Serie2-4-C2,I16,2,0.2339121,-3.305950166,0.407308189,-0.837401918,-2.249898643,X-XEW670281,9.68E-06
EMT-Serie2-4-C2,I17,2,0.379255155,-2.260790632,0.471267877,-0.873147341,-2.31364416,X-XEW670281,2.90E-06
EMT-Serie2-4-C2,I18,2,0.473366177,-2.408342032,0.487857904,-0.886224935,-2.292281304,X-XEW670281,8.71E-07
EMT-Serie2-4-C2,I19,2,1.00675594,-1.160335255,0.615287366,-0.879686138,-1.928145954,X-XEW670281,2.61E-07
EMT-Serie2-4-C2,I20,2,0.975330121,-1.115569071,0.749465414,-0.81255449,-0.437548729,X-XEW670281,7.84E-08
EMT-Serie2-4-C2,I21,2,0.920773105,-0.659677151,0.449655125,-0.81211857,-0.044908779,X-XEW670281,2.35E-08
EMT-Serie2-4-C2,I22,2,0.996464086,0.084252409,0.330994955,-0.761551874,-0.166287229,X-XEW670281,7.06E-09
EMT-Serie2-4-C2,I23,2,0.739789326,1.860436618,-0.059367313,-0.556669573,0.003960705,X-XEW670281,2.12E-09
EMT-Serie2-4-C2,I24,2,0.733305118,2.141227553,0.11941961,-0.389712293,-0.185123967,X-XEW670281,6.35E-10
EMT-Serie2-4-C3,I15,2,-0.053217048,-3.057491316,0.128075018,-0.782916667,-2.247218331,X-XEW670281,3.23E-05
EMT-Serie2-4-C3,I16,2,0.513657784,-2.622184485,0.334979819,-0.745,-1.857308983,X-XEW670281,9.68E-06
EMT-Serie2-4-C3,I17,2,0.54772543,-2.197684292,0.563399599,-0.779583333,-2.265243016,X-XEW670281,2.90E-06
EMT-Serie2-4-C3,I18,2,0.463483614,-2.350073331,0.598691994,-0.76625,-2.802864921,X-XEW670281,8.71E-07
EMT-Serie2-4-C3,I19,2,1.031087699,-1.288120417,0.516465338,-0.764583333,-0.967941433,X-XEW670281,2.61E-07
EMT-Serie2-4-C3,I20,2,1.2050648,-1.209864917,0.695449959,-0.728333333,-0.591616672,X-XEW670281,7.84E-08
EMT-Serie2-4-C3,I21,2,0.727436616,-0.138788113,0.467276644,-0.630416667,-0.054126913,X-XEW670281,2.35E-08
EMT-Serie2-4-C3,I22,2,1.207915184,0.153315322,0.326049073,-0.670416667,0.446203452,X-XEW670281,7.06E-09
EMT-Serie2-4-C3,I23,2,0.68983005,1.908220764,-0.050438418,-0.380833333,-0.085815472,X-XEW670281,2.12E-09
EMT-Serie2-4-C3,I24,2,0.651812585,1.734727904,0.133988738,-0.04875,-0.156407749,X-XEW670281,6.35E-10
EMT-Serie2-4-C1,K05,2,0.146328413,1.023756549,0.79609464,0.088063439,-0.953511751,EC_11190511,3.23E-05
EMT-Serie2-4-C1,K06,2,0.615406538,-0.398435369,0.484788285,0.342237062,-0.190816465,EC_11190511,9.68E-06
EMT-Serie2-4-C1,K07,2,0.727866558,0.766195364,0.210849023,0.152337229,0.056323869,EC_11190511,2.90E-06
EMT-Serie2-4-C1,K08,2,1.087080991,0.860977535,0.15544543,0.046744574,0.775927184,EC_11190511,8.71E-07
EMT-Serie2-4-C1,K09,2,0.971037127,1.556319529,0.040339032,0.046327212,0.652900421,EC_11190511,2.61E-07
EMT-Serie2-4-C1,K10,2,1.026169897,0.939194718,-0.059816778,-0.018781302,1.150061133,EC_11190511,7.84E-08
EMT-Serie2-4-C1,K11,2,0.893856237,1.228105936,0.033652168,0.111018364,0.649341122,EC_11190511,2.35E-08
EMT-Serie2-4-C1,K12,2,0.916709476,0.968405943,0.051814182,0.024624374,0.983969569,EC_11190511,7.06E-09
EMT-Serie2-4-C1,K13,2,1.074498351,1.358946386,0.030548943,0.007512521,1.199239234,EC_11190511,2.12E-09
EMT-Serie2-4-C1,K14,2,1.271460135,1.920634465,0.043248936,0.033806344,0.917212335,EC_11190511,6.35E-10
EMT-Serie2-4-C2,K05,2,0.126143822,2.000378221,0.734275137,-0.057977332,-1.347200998,EC_11190511,3.23E-05
EMT-Serie2-4-C2,K06,2,0.493650979,-0.047928108,0.510851049,0.330427201,-0.476469671,EC_11190511,9.68E-06
EMT-Serie2-4-C2,K07,2,0.896198332,0.701341927,0.002568692,0.007846556,0.199844067,EC_11190511,2.90E-06
EMT-Serie2-4-C2,K08,2,0.920253417,0.744776774,0.078274375,0.066259808,0.436581943,EC_11190511,8.71E-07
EMT-Serie2-4-C2,K09,2,0.887825586,1.414590236,0.070934617,-0.003051439,0.936940589,EC_11190511,2.61E-07
EMT-Serie2-4-C2,K10,2,1.021116982,1.227159261,-0.018177405,-0.095466434,1.251364416,EC_11190511,7.84E-08
EMT-Serie2-4-C2,K11,2,1.026500675,1.529417994,0.002184505,-0.017000872,0.961515671,EC_11190511,2.35E-08
EMT-Serie2-4-C2,K12,2,1.181370997,1.269595607,0.016688308,-0.013949433,1.321815063,EC_11190511,7.06E-09
EMT-Serie2-4-C2,K13,2,1.080908237,1.344210956,0.010602369,-0.009154316,1.144612506,EC_11190511,2.12E-09
EMT-Serie2-4-C2,K14,2,1.099759653,1.146053647,-0.014060052,-0.037925022,1.166630282,EC_11190511,6.35E-10
EMT-Serie2-4-C3,K05,2,0.084175924,1.663002702,0.715591981,-0.1675,-1.314744826,EC_11190511,3.23E-05
EMT-Serie2-4-C3,K06,2,0.649299065,-0.190382092,0.589397349,0.350833333,0.078256733,EC_11190511,9.68E-06
EMT-Serie2-4-C3,K07,2,0.783392994,0.759706677,0.133704578,0.12125,0.285699183,EC_11190511,2.90E-06
EMT-Serie2-4-C3,K08,2,0.834748037,1.030984176,0.01225368,0.007916667,0.497766736,EC_11190511,8.71E-07
EMT-Serie2-4-C3,K09,2,1.008436398,1.579343883,0.035363435,-0.0225,0.779660121,EC_11190511,2.61E-07
EMT-Serie2-4-C3,K10,2,0.991293371,1.308498649,0.027979622,0.039166667,0.851573856,EC_11190511,7.84E-08
EMT-Serie2-4-C3,K11,2,0.805218795,1.265843304,0.000488581,0.0825,0.928667706,EC_11190511,2.35E-08
EMT-Serie2-4-C3,K12,2,1.025212946,1.504145118,0.000453786,0.0575,0.947934561,EC_11190511,7.06E-09
EMT-Serie2-4-C3,K13,2,0.915162194,1.296333462,-0.014689338,0.079583333,1.051272564,EC_11190511,2.12E-09
EMT-Serie2-4-C3,K14,2,1.051384658,1.066923968,-0.038396409,0.006666667,1.455162936,EC_11190511,6.35E-10
EMT-Serie2-2-C1,K05,2,-0.046344855,0.011242676,-0.386793761,-0.172992409,-2.033605639,EC_11262380,3.23E-05
EMT-Serie2-2-C1,K06,2,0.540557378,-0.629011983,0.916949153,0.934478626,-0.261058441,EC_11262380,9.68E-06
EMT-Serie2-2-C1,K07,2,0.585092571,0.203533992,0.726085124,0.546943668,-0.089533073,EC_11262380,2.90E-06
EMT-Serie2-2-C1,K08,2,0.887691306,0.512631536,0.35895863,0.237714742,0.409141827,EC_11262380,8.71E-07
EMT-Serie2-2-C1,K09,2,0.915539789,1.0239249,0.114886473,0.141829804,0.567224939,EC_11262380,2.61E-07
EMT-Serie2-2-C1,K10,2,1.13214252,0.830903672,0.05288688,0.065521374,1.063987323,EC_11262380,7.84E-08
EMT-Serie2-2-C1,K11,2,0.947327063,1.054540662,0.088333285,0.112265282,1.147700882,EC_11262380,2.35E-08
EMT-Serie2-2-C1,K12,2,1.062810848,0.934409278,-0.000979737,0.141030763,0.782328352,EC_11262380,7.06E-09
EMT-Serie2-2-C1,K13,2,1.10076647,1.308793415,0.01238044,-0.015980823,1.161744215,EC_11262380,2.12E-09
EMT-Serie2-2-C1,K14,2,1.184046162,1.018045052,0.007522458,0.071514183,1.459522964,EC_11262380,6.35E-10
EMT-Serie2-2-C2,K05,2,-0.046675059,-0.180838033,-0.298813193,-0.313781788,-2.687218966,EC_11262380,3.23E-05
EMT-Serie2-2-C2,K06,2,0.684927196,-0.999735149,0.936180142,1.060705496,-0.167219907,EC_11262380,9.68E-06
EMT-Serie2-2-C2,K07,2,0.531781462,-0.169217696,0.768778067,0.651763741,-0.233232102,EC_11262380,2.90E-06
EMT-Serie2-2-C2,K08,2,0.668919161,0.421455135,0.24401357,0.280147662,0.252089366,EC_11262380,8.71E-07
EMT-Serie2-2-C2,K09,2,1.148654565,1.196541488,0.052773361,0.067678425,0.743437625,EC_11262380,2.61E-07
EMT-Serie2-2-C2,K10,2,0.890663581,0.794619111,0.018124862,0.00369155,0.985380323,EC_11262380,7.84E-08
EMT-Serie2-2-C2,K11,2,0.980314231,1.19852787,0.012238334,0.000820345,0.835087224,EC_11262380,2.35E-08
EMT-Serie2-2-C2,K12,2,1.11972264,1.034320271,0.029882549,0.015996719,0.960755232,EC_11262380,7.06E-09
EMT-Serie2-2-C2,K13,2,1.170117958,1.422106227,0.111638643,0.041837572,0.87868729,EC_11262380,2.12E-09
EMT-Serie2-2-C2,K14,2,1.271769138,1.045024664,0.046428541,0.026251025,1.128351814,EC_11262380,6.35E-10
EMT-Serie2-2-C3,K05,2,-0.037786361,-0.296474229,-0.297708245,-0.236127987,-2.524957857,EC_11262380,3.23E-05
EMT-Serie2-2-C3,K06,2,0.561766113,-0.938226837,0.908543036,0.962737951,-0.262619404,EC_11262380,9.68E-06
EMT-Serie2-2-C3,K07,2,0.437095958,0.079453985,0.771145041,0.652085865,-0.061013298,EC_11262380,2.90E-06
EMT-Serie2-2-C3,K08,2,0.795445134,0.529512305,0.184855433,0.218307007,0.219001686,EC_11262380,8.71E-07
EMT-Serie2-2-C3,K09,2,0.958354689,0.976960654,0.036534562,0.078574322,0.778165387,EC_11262380,2.61E-07
EMT-Serie2-2-C3,K10,2,0.9361572,0.902830548,-0.090354502,-0.021871203,1.219938191,EC_11262380,7.84E-08
EMT-Serie2-2-C3,K11,2,1.223382536,0.743968773,-0.082535523,0.089509923,1.560498221,EC_11262380,2.35E-08
EMT-Serie2-2-C3,K12,2,0.85777529,0.788881062,-0.015366175,0.05346294,0.899934445,EC_11262380,7.06E-09
EMT-Serie2-2-C3,K13,2,0.949918658,0.811851116,0.077283846,0.100850547,1.145205095,EC_11262380,2.12E-09
EMT-Serie2-2-C3,K14,2,1.11166994,1.105045559,-0.018838024,0.051437829,1.31513392,EC_11262380,6.35E-10
EMT-Serie2-4-C1,D05,2,0.040375598,0.998363597,-0.135621438,0.217445743,-2.159271838,EC_11257142,3.23E-05
EMT-Serie2-4-C1,D06,2,0.556073618,0.020541161,0.635983553,0.254173623,-0.425268306,EC_11257142,9.68E-06
EMT-Serie2-4-C1,D07,2,0.99421455,0.887834637,0.131006276,0.164440735,0.622225241,EC_11257142,2.90E-06
EMT-Serie2-4-C1,D08,2,0.876467826,0.55739611,0.04070836,0.061352254,0.927319658,EC_11257142,8.71E-07
EMT-Serie2-4-C1,D09,2,1.393734757,1.759721524,0.035770035,0.043823038,1.064067382,EC_11257142,2.61E-07
EMT-Serie2-4-C1,D10,2,1.161223095,1.251718941,0.049621294,0.042153589,1.033881266,EC_11257142,7.84E-08
EMT-Serie2-4-C1,D11,2,1.223527115,1.417655925,0.026479117,0.040066778,0.980817824,EC_11257142,2.35E-08
EMT-Serie2-4-C1,D12,2,1.152609045,0.860159334,0.019564308,0.024624374,0.940578726,EC_11257142,7.06E-09
EMT-Serie2-4-C1,D13,2,1.025738838,0.956836288,0.037530116,0.04048414,0.954707241,EC_11257142,2.12E-09
EMT-Serie2-4-C1,D14,2,0.95548695,0.953247685,0.164392989,0.08639399,0.594348594,EC_11257142,6.35E-10
EMT-Serie2-4-C2,D05,2,0.073776288,0.602535591,-0.323080405,-0.047951177,-1.729331046,EC_11257142,3.23E-05
EMT-Serie2-4-C2,D06,2,0.496898178,0.093602021,0.639602828,0.309938971,-0.532605645,EC_11257142,9.68E-06
EMT-Serie2-4-C2,D07,2,0.771629537,0.861586408,0.286803028,0.122057541,0.296740995,EC_11257142,2.90E-06
EMT-Serie2-4-C2,D08,2,1.049278619,0.925959546,0.01121141,-0.028770706,1.009511929,EC_11257142,8.71E-07
EMT-Serie2-4-C2,D09,2,1.330528152,1.593564199,-0.007033004,-0.096774194,1.245501325,EC_11257142,2.61E-07
EMT-Serie2-4-C2,D10,2,1.179377163,1.296948517,-0.02585221,-0.069747167,1.294682676,EC_11257142,7.84E-08
EMT-Serie2-4-C2,D11,2,1.226159243,1.608844309,-0.002172592,-0.08238884,1.312958054,EC_11257142,2.35E-08
EMT-Serie2-4-C2,D12,2,1.171568261,0.933569343,-0.026833525,-0.136442895,1.225635428,EC_11257142,7.06E-09
EMT-Serie2-4-C2,D13,2,1.172020016,1.583881753,0.07439081,-0.016129032,0.990924684,EC_11257142,2.12E-09
EMT-Serie2-4-C2,D14,2,1.125411165,1.226069986,0.018111885,-0.177855275,1.383970061,EC_11257142,6.35E-10
EMT-Serie2-4-C3,D05,2,0.119283406,0.253168661,-0.210859845,-0.015833333,-1.203927373,EC_11257142,3.23E-05
EMT-Serie2-4-C3,D06,2,0.489333269,0.069548437,0.641355154,0.42125,-0.522768718,EC_11257142,9.68E-06
EMT-Serie2-4-C3,D07,2,0.925490211,1.193685836,0.292329707,0.182083333,0.592356688,EC_11257142,2.90E-06
EMT-Serie2-4-C3,D08,2,1.14687994,1.320046314,0.038979227,0.086666667,0.909004414,EC_11257142,8.71E-07
EMT-Serie2-4-C3,D09,2,1.02748585,1.001142416,0.063421346,0.1525,0.886460343,EC_11257142,2.61E-07
EMT-Serie2-4-C3,D10,2,1.024265286,0.84571208,0.017868741,0.0375,1.075719534,EC_11257142,7.84E-08
EMT-Serie2-4-C3,D11,2,1.061616427,1.208537244,0.078231016,0.114166667,0.87121072,EC_11257142,2.35E-08
EMT-Serie2-4-C3,D12,2,1.361695275,1.88722501,0.103595205,0.001666667,0.941353701,EC_11257142,7.06E-09
EMT-Serie2-4-C3,D13,2,0.979203299,1.517113084,0.01816015,0.070833333,0.891138304,EC_11257142,2.12E-09
EMT-Serie2-4-C3,D14,2,1.145580609,0.983620224,-0.017580232,-0.010833333,1.142136004,EC_11257142,6.35E-10
EMT-Serie2-4-C1,P15,2,0.379008223,1.045747506,0.34253769,0.264190317,-2.143703301,X-WE60667960,3.23E-05
EMT-Serie2-4-C1,P16,2,0.525472009,1.004535994,0.230271947,-0.01836394,-0.105719332,X-WE60667960,9.68E-06
EMT-Serie2-4-C1,P17,2,0.666225158,1.443493863,-0.020100988,-0.048831386,-0.017280261,X-WE60667960,2.90E-06
EMT-Serie2-4-C1,P18,2,0.679131983,0.919270796,0.058114405,0.052587646,0.134139383,X-WE60667960,8.71E-07
EMT-Serie2-4-C1,P19,2,0.852656284,1.654360152,0.051791099,0.041736227,0.037168863,X-WE60667960,2.61E-07
EMT-Serie2-4-C1,P20,2,0.628997357,1.108418862,0.153052009,0.098497496,-0.025567178,X-WE60667960,7.84E-08
EMT-Serie2-4-C1,P21,2,0.731079905,1.499188976,0.031531415,0.021285476,-0.069311235,X-WE60667960,2.35E-08
EMT-Serie2-4-C1,P22,2,0.705903937,1.257518122,0.190359951,0.162353923,-0.40986279,X-WE60667960,7.06E-09
EMT-Serie2-4-C1,P23,2,1.000765931,2.874054403,0.101056048,-0.183639399,0.035158267,X-WE60667960,2.12E-09
EMT-Serie2-4-C1,P24,2,0.907058747,2.172267279,0.189947342,-0.401085142,0.31531042,X-WE60667960,6.35E-10
EMT-Serie2-4-C2,P15,2,0.394210611,0.921950408,0.393093271,0.147340889,-2.602993919,X-WE60667960,3.23E-05
EMT-Serie2-4-C2,P16,2,0.498246649,0.526725064,0.164451387,0.064952049,0.019554031,X-WE60667960,9.68E-06
EMT-Serie2-4-C2,P17,2,0.435982631,1.896594502,0.276988391,0.211857018,0.044596913,X-WE60667960,2.90E-06
EMT-Serie2-4-C2,P18,2,0.506942076,0.733838636,0.002912673,-0.007846556,0.073943552,X-WE60667960,8.71E-07
EMT-Serie2-4-C2,P19,2,0.711865455,0.979409673,0.134822827,0.013949433,0.140745361,X-WE60667960,2.61E-07
EMT-Serie2-4-C2,P20,2,0.666136336,1.471474606,0.034746586,-0.049258936,-0.177452051,X-WE60667960,7.84E-08
EMT-Serie2-4-C2,P21,2,0.785070087,1.587815247,-0.033943962,-0.153007847,0.272134726,X-WE60667960,2.35E-08
EMT-Serie2-4-C2,P22,2,0.702188395,0.831495181,0.005743446,0.018308631,-0.392203337,X-WE60667960,7.06E-09
EMT-Serie2-4-C2,P23,2,0.695459628,2.153028034,0.044276805,-0.135135135,-0.425198815,X-WE60667960,2.12E-09
EMT-Serie2-4-C2,P24,2,0.939305235,2.194329718,0.105438479,-0.445945946,0.494589116,X-WE60667960,6.35E-10
EMT-Serie2-4-C3,P15,2,0.24659157,1.274303358,0.388904998,0.162916667,-2.358088643,X-WE60667960,3.23E-05
EMT-Serie2-4-C3,P16,2,0.438670462,0.272419915,0.112302683,0.13625,-0.328091551,X-WE60667960,9.68E-06
EMT-Serie2-4-C3,P17,2,0.441868816,1.324816673,0.21275038,0.1825,-0.077807437,X-WE60667960,2.90E-06
EMT-Serie2-4-C3,P18,2,0.464194359,1.075878039,0.020771234,0.121666667,-0.31463911,X-WE60667960,8.71E-07
EMT-Serie2-4-C3,P19,2,0.554906918,1.018463914,0.068398497,0.29875,-0.217829109,X-WE60667960,2.61E-07
EMT-Serie2-4-C3,P20,2,0.786954124,1.925665766,-0.02535259,-0.129166667,0.180801861,X-WE60667960,7.84E-08
EMT-Serie2-4-C3,P21,2,0.629098353,1.404677731,0.053506188,-0.056666667,0.204033089,X-WE60667960,2.35E-08
EMT-Serie2-4-C3,P22,2,0.636609301,1.919490544,-0.026196372,-0.064166667,-0.260380051,X-WE60667960,7.06E-09
EMT-Serie2-4-C3,P23,2,0.68686491,1.909455809,0.041046637,-0.153333333,-0.057615561,X-WE60667960,2.12E-09
EMT-Serie2-4-C3,P24,2,0.867742162,1.924430722,0.074561582,-0.37,0.605333404,X-WE60667960,6.35E-10
EMT-Serie2-1-C1,J15,2,0.369945525,-0.334206051,0.828095356,0.33051189,-0.991599489,EC_11261632,3.23E-05
