PlateSanofi_Well,Plate,Well,tags,Eccent,R/N,Nuclei,Surface_nucleus,G/N,Plate_Sanofi,CPD_ID,Concentration
Plaque cell 8_H23,4181_Plaque cell 8_20122017_1232,H23,,0.737734,0.270256,1961,104.35,0.22112,Plaque cell 8,EC_11192350,2.12E-09
Plaque cell 8_H24,4181_Plaque cell 8_20122017_1232,H24,,0.753409,0.0670798,1358,106.365,0.231413,Plaque cell 8,EC_11192350,6.35E-10
Plaque cell 9_H15,4182_Plaque cell 9_20122017_1257,H15,,0.720871,0.181001,1887,101.356,0.196798,Plaque cell 9,EC_11192350,3.23E-05
Plaque cell 9_H16,4182_Plaque cell 9_20122017_1257,H16,,0.758941,0.177484,1715,101.951,0.26949,Plaque cell 9,EC_11192350,9.68E-06
Plaque cell 9_H17,4182_Plaque cell 9_20122017_1257,H17,,0.7573,0.151474,2062,101.907,0.280663,Plaque cell 9,EC_11192350,2.90E-06
Plaque cell 9_H18,4182_Plaque cell 9_20122017_1257,H18,,0.756533,0.136343,1876,103.289,0.296839,Plaque cell 9,EC_11192350,8.71E-07
Plaque cell 9_H19,4182_Plaque cell 9_20122017_1257,H19,,0.767604,0.137282,2005,102.656,0.38497,Plaque cell 9,EC_11192350,2.61E-07
Plaque cell 9_H20,4182_Plaque cell 9_20122017_1257,H20,,0.77715,0.101542,1838,98.5051,0.278982,Plaque cell 9,EC_11192350,7.84E-08
Plaque cell 9_H21,4182_Plaque cell 9_20122017_1257,H21,,0.750636,0.269404,2401,104.132,0.281753,Plaque cell 9,EC_11192350,2.35E-08
Plaque cell 9_H22,4182_Plaque cell 9_20122017_1257,H22,,0.750522,0.10146,1666,105.033,0.196688,Plaque cell 9,EC_11192350,7.06E-09
Plaque cell 9_H23,4182_Plaque cell 9_20122017_1257,H23,,0.740843,0.210899,1927,104.838,0.29429,Plaque cell 9,EC_11192350,2.12E-09
Plaque cell 9_H24,4182_Plaque cell 9_20122017_1257,H24,,0.72765,0.164128,1584,106.699,0.230755,Plaque cell 9,EC_11192350,6.35E-10
Plaque cell 4_I15,4177_Plaque cell 4_20122017_1052,I15,,0.756572,0.0990177,1803,101.478,0.338104,Plaque cell 4,EC_11192989,3.23E-05
Plaque cell 4_I16,4177_Plaque cell 4_20122017_1052,I16,,0.763571,0.0909082,1849,104.429,0.340853,Plaque cell 4,EC_11192989,9.68E-06
Plaque cell 4_I17,4177_Plaque cell 4_20122017_1052,I17,,0.759685,0.0861647,1823,105.823,0.280368,Plaque cell 4,EC_11192989,2.90E-06
Plaque cell 4_I18,4177_Plaque cell 4_20122017_1052,I18,,0.76274,0.0659986,1983,100.188,0.286611,Plaque cell 4,EC_11192989,8.71E-07
Plaque cell 4_I19,4177_Plaque cell 4_20122017_1052,I19,,0.772212,0.0602696,1984,101.734,0.385519,Plaque cell 4,EC_11192989,2.61E-07
Plaque cell 4_I20,4177_Plaque cell 4_20122017_1052,I20,,0.745342,0.102081,2119,105.992,0.327692,Plaque cell 4,EC_11192989,7.84E-08
Plaque cell 4_I21,4177_Plaque cell 4_20122017_1052,I21,,0.762622,0.094705,1862,104.913,0.347652,Plaque cell 4,EC_11192989,2.35E-08
Plaque cell 4_I22,4177_Plaque cell 4_20122017_1052,I22,,0.748765,0.151534,2103,104.952,0.248312,Plaque cell 4,EC_11192989,7.06E-09
Plaque cell 4_I23,4177_Plaque cell 4_20122017_1052,I23,,0.771818,0.0735368,1516,106.57,0.29405,Plaque cell 4,EC_11192989,2.12E-09
Plaque cell 4_I24,4177_Plaque cell 4_20122017_1052,I24,,0.743752,0.0832401,1448,106.697,0.227444,Plaque cell 4,EC_11192989,6.35E-10
Plaque cell 5_I15,4178_Plaque cell 5_20122017_1117,I15,,0.755199,0.143039,1659,103.244,0.264892,Plaque cell 5,EC_11192989,3.23E-05
Plaque cell 5_I16,4178_Plaque cell 5_20122017_1117,I16,,0.759735,0.133768,2109,102.054,0.355883,Plaque cell 5,EC_11192989,9.68E-06
Plaque cell 5_I17,4178_Plaque cell 5_20122017_1117,I17,,0.774869,0.090196,1917,100.012,0.303742,Plaque cell 5,EC_11192989,2.90E-06
Plaque cell 5_I18,4178_Plaque cell 5_20122017_1117,I18,,0.782049,0.0809299,1865,100.041,0.315657,Plaque cell 5,EC_11192989,8.71E-07
Plaque cell 5_I19,4178_Plaque cell 5_20122017_1117,I19,,0.771341,0.0913339,1888,102.58,0.289944,Plaque cell 5,EC_11192989,2.61E-07
Plaque cell 5_I20,4178_Plaque cell 5_20122017_1117,I20,,0.773045,0.100217,2038,115.642,0.36156,Plaque cell 5,EC_11192989,7.84E-08
Plaque cell 5_I21,4178_Plaque cell 5_20122017_1117,I21,,0.769834,0.0751661,1687,103.386,0.284024,Plaque cell 5,EC_11192989,2.35E-08
Plaque cell 5_I22,4178_Plaque cell 5_20122017_1117,I22,,0.73611,0.18473,2315,103.96,0.23672,Plaque cell 5,EC_11192989,7.06E-09
Plaque cell 5_I23,4178_Plaque cell 5_20122017_1117,I23,,0.747216,0.107025,1580,109.155,0.345873,Plaque cell 5,EC_11192989,2.12E-09
Plaque cell 5_I24,4178_Plaque cell 5_20122017_1117,I24,,0.730582,0.0870115,1501,111.169,0.239736,Plaque cell 5,EC_11192989,6.35E-10
Plaque cell 6_I15,4179_Plaque cell 6_20122017_1142,I15,,0.741795,0.165094,1832,106.591,0.297539,Plaque cell 6,EC_11192989,3.23E-05
Plaque cell 6_I16,4179_Plaque cell 6_20122017_1142,I16,,0.753481,0.203372,2177,102.538,0.318773,Plaque cell 6,EC_11192989,9.68E-06
Plaque cell 6_I17,4179_Plaque cell 6_20122017_1142,I17,,0.744037,0.252534,2295,103.048,0.349437,Plaque cell 6,EC_11192989,2.90E-06
Plaque cell 6_I18,4179_Plaque cell 6_20122017_1142,I18,,0.755428,0.133007,2061,105.911,0.368277,Plaque cell 6,EC_11192989,8.71E-07
Plaque cell 6_I19,4179_Plaque cell 6_20122017_1142,I19,,0.763621,0.104906,1878,102.612,0.364665,Plaque cell 6,EC_11192989,2.61E-07
Plaque cell 6_I20,4179_Plaque cell 6_20122017_1142,I20,,0.769946,0.0888176,1957,103.338,0.350057,Plaque cell 6,EC_11192989,7.84E-08
Plaque cell 6_I21,4179_Plaque cell 6_20122017_1142,I21,,0.76695,0.122794,1953,102.283,0.41063,Plaque cell 6,EC_11192989,2.35E-08
Plaque cell 6_I22,4179_Plaque cell 6_20122017_1142,I22,,0.753364,0.124794,1955,106.392,0.283314,Plaque cell 6,EC_11192989,7.06E-09
Plaque cell 6_I23,4179_Plaque cell 6_20122017_1142,I23,,0.740947,0.128226,1710,108.318,0.239122,Plaque cell 6,EC_11192989,2.12E-09
Plaque cell 6_I24,4179_Plaque cell 6_20122017_1142,I24,,0.744483,0.112802,1492,110.692,0.239811,Plaque cell 6,EC_11192989,6.35E-10
Plaque cell 7_J15,4180_Plaque cell 7_20122017_1207,J15,,0.706283,0.149093,1829,95.1427,0.195129,Plaque cell 7,EC_11193182,3.23E-05
Plaque cell 7_J16,4180_Plaque cell 7_20122017_1207,J16,,0.743222,0.190267,1730,95.5486,0.27481,Plaque cell 7,EC_11193182,9.68E-06
Plaque cell 7_J17,4180_Plaque cell 7_20122017_1207,J17,,0.754189,0.172424,2174,98.1422,0.265571,Plaque cell 7,EC_11193182,2.90E-06
Plaque cell 7_J18,4180_Plaque cell 7_20122017_1207,J18,,0.765751,0.109336,1814,100.715,0.302786,Plaque cell 7,EC_11193182,8.71E-07
Plaque cell 7_J19,4180_Plaque cell 7_20122017_1207,J19,,0.757482,0.126991,1993,101.903,0.291597,Plaque cell 7,EC_11193182,2.61E-07
Plaque cell 7_J20,4180_Plaque cell 7_20122017_1207,J20,,0.751574,0.079314,2002,99.5671,0.276937,Plaque cell 7,EC_11193182,7.84E-08
Plaque cell 7_J21,4180_Plaque cell 7_20122017_1207,J21,,0.751612,0.0877433,1951,101.578,0.226544,Plaque cell 7,EC_11193182,2.35E-08
Plaque cell 7_J22,4180_Plaque cell 7_20122017_1207,J22,,0.753729,0.0889011,1712,103.158,0.242027,Plaque cell 7,EC_11193182,7.06E-09
Plaque cell 7_J23,4180_Plaque cell 7_20122017_1207,J23,,0.764726,0.0912919,1669,103.216,0.23159,Plaque cell 7,EC_11193182,2.12E-09
Plaque cell 7_J24,4180_Plaque cell 7_20122017_1207,J24,,0.747856,0.127419,1436,109.841,0.296001,Plaque cell 7,EC_11193182,6.35E-10
Plaque cell 8_J15,4181_Plaque cell 8_20122017_1232,J15,,0.71811,0.154431,1710,92.6535,0.188216,Plaque cell 8,EC_11193182,3.23E-05
Plaque cell 8_J16,4181_Plaque cell 8_20122017_1232,J16,,0.739392,0.223708,1658,93.107,0.254727,Plaque cell 8,EC_11193182,9.68E-06
Plaque cell 8_J17,4181_Plaque cell 8_20122017_1232,J17,,0.75302,0.155758,1933,97.7171,0.287155,Plaque cell 8,EC_11193182,2.90E-06
Plaque cell 8_J18,4181_Plaque cell 8_20122017_1232,J18,,0.790733,0.100246,1863,93.8748,0.311171,Plaque cell 8,EC_11193182,8.71E-07
Plaque cell 8_J19,4181_Plaque cell 8_20122017_1232,J19,,0.78433,0.119779,1999,97.5241,0.408694,Plaque cell 8,EC_11193182,2.61E-07
Plaque cell 8_J20,4181_Plaque cell 8_20122017_1232,J20,,0.76596,0.100038,1777,100.031,0.284547,Plaque cell 8,EC_11193182,7.84E-08
Plaque cell 8_J21,4181_Plaque cell 8_20122017_1232,J21,,0.774824,0.115979,1868,98.7434,0.258935,Plaque cell 8,EC_11193182,2.35E-08
Plaque cell 8_J22,4181_Plaque cell 8_20122017_1232,J22,,0.767939,0.0949939,1707,99.5118,0.277786,Plaque cell 8,EC_11193182,7.06E-09
Plaque cell 8_J23,4181_Plaque cell 8_20122017_1232,J23,,0.773482,0.0999208,1660,100.019,0.277414,Plaque cell 8,EC_11193182,2.12E-09
Plaque cell 8_J24,4181_Plaque cell 8_20122017_1232,J24,,0.770035,0.0806793,1227,104.497,0.261385,Plaque cell 8,EC_11193182,6.35E-10
Plaque cell 9_J15,4182_Plaque cell 9_20122017_1257,J15,,0.716423,0.175607,1834,97.3247,0.157986,Plaque cell 9,EC_11193182,3.23E-05
Plaque cell 9_J16,4182_Plaque cell 9_20122017_1257,J16,,0.742622,0.178068,1884,95.8449,0.276103,Plaque cell 9,EC_11193182,9.68E-06
Plaque cell 9_J17,4182_Plaque cell 9_20122017_1257,J17,,0.765514,0.145997,1745,100.315,0.216071,Plaque cell 9,EC_11193182,2.90E-06
Plaque cell 9_J18,4182_Plaque cell 9_20122017_1257,J18,,0.766349,0.137685,2084,100.249,0.321392,Plaque cell 9,EC_11193182,8.71E-07
Plaque cell 9_J19,4182_Plaque cell 9_20122017_1257,J19,,0.742627,0.30181,2704,102.644,0.21746,Plaque cell 9,EC_11193182,2.61E-07
Plaque cell 9_J20,4182_Plaque cell 9_20122017_1257,J20,,0.732311,0.51104,2949,92.8189,0.187331,Plaque cell 9,EC_11193182,7.84E-08
Plaque cell 9_J21,4182_Plaque cell 9_20122017_1257,J21,,0.755829,0.171203,2060,105.109,0.275188,Plaque cell 9,EC_11193182,2.35E-08
Plaque cell 9_J22,4182_Plaque cell 9_20122017_1257,J22,,0.774278,0.103169,1725,98.5069,0.2735,Plaque cell 9,EC_11193182,7.06E-09
Plaque cell 9_J23,4182_Plaque cell 9_20122017_1257,J23,,0.75357,0.136538,1736,102.606,0.227961,Plaque cell 9,EC_11193182,2.12E-09
Plaque cell 9_J24,4182_Plaque cell 9_20122017_1257,J24,,0.757975,0.135272,1396,103.485,0.272467,Plaque cell 9,EC_11193182,6.35E-10
Plaque cell 7_C15,4180_Plaque cell 7_20122017_1207,C15,,0.686958,0.0164122,2171,72.1881,0.0523076,Plaque cell 7,EC_11193277,3.23E-05
Plaque cell 7_C16,4180_Plaque cell 7_20122017_1207,C16,,0.708171,0.129424,1885,100.617,0.213611,Plaque cell 7,EC_11193277,9.68E-06
Plaque cell 7_C17,4180_Plaque cell 7_20122017_1207,C17,,0.742096,0.169329,1838,100.759,0.288884,Plaque cell 7,EC_11193277,2.90E-06
Plaque cell 7_C18,4180_Plaque cell 7_20122017_1207,C18,,0.758426,0.17159,2094,102.871,0.355897,Plaque cell 7,EC_11193277,8.71E-07
Plaque cell 7_C19,4180_Plaque cell 7_20122017_1207,C19,,0.763863,0.113644,1858,101.091,0.334714,Plaque cell 7,EC_11193277,2.61E-07
Plaque cell 7_C20,4180_Plaque cell 7_20122017_1207,C20,,0.768827,0.117322,1797,99.2973,0.296751,Plaque cell 7,EC_11193277,7.84E-08
Plaque cell 7_C21,4180_Plaque cell 7_20122017_1207,C21,,0.757357,0.121555,1750,104.195,0.279568,Plaque cell 7,EC_11193277,2.35E-08
Plaque cell 7_C22,4180_Plaque cell 7_20122017_1207,C22,,0.750466,0.105955,1926,101.418,0.262128,Plaque cell 7,EC_11193277,7.06E-09
Plaque cell 7_C23,4180_Plaque cell 7_20122017_1207,C23,,0.747496,0.0980078,1635,101.854,0.22236,Plaque cell 7,EC_11193277,2.12E-09
Plaque cell 7_C24,4180_Plaque cell 7_20122017_1207,C24,,0.76194,0.0814449,1423,105.316,0.27711,Plaque cell 7,EC_11193277,6.35E-10
Plaque cell 8_C15,4181_Plaque cell 8_20122017_1232,C15,,0.685812,0.0602861,2069,79.8767,0.0707402,Plaque cell 8,EC_11193277,3.23E-05
Plaque cell 8_C16,4181_Plaque cell 8_20122017_1232,C16,,0.710961,0.139588,1987,103.55,0.238349,Plaque cell 8,EC_11193277,9.68E-06
Plaque cell 8_C17,4181_Plaque cell 8_20122017_1232,C17,,0.768554,0.151206,1810,99.5707,0.330941,Plaque cell 8,EC_11193277,2.90E-06
Plaque cell 8_C18,4181_Plaque cell 8_20122017_1232,C18,,0.7519,0.175879,1885,105.604,0.320791,Plaque cell 8,EC_11193277,8.71E-07
Plaque cell 8_C19,4181_Plaque cell 8_20122017_1232,C19,,0.788566,0.0905362,1563,96.1499,0.180065,Plaque cell 8,EC_11193277,2.61E-07
Plaque cell 8_C20,4181_Plaque cell 8_20122017_1232,C20,,0.765712,0.135839,1889,103.033,0.250969,Plaque cell 8,EC_11193277,7.84E-08
Plaque cell 8_C21,4181_Plaque cell 8_20122017_1232,C21,,0.771913,0.115607,1688,102.107,0.257509,Plaque cell 8,EC_11193277,2.35E-08
Plaque cell 8_C22,4181_Plaque cell 8_20122017_1232,C22,,0.759407,0.0987791,1703,102.863,0.221705,Plaque cell 8,EC_11193277,7.06E-09
Plaque cell 8_C23,4181_Plaque cell 8_20122017_1232,C23,,0.756415,0.157341,1576,101.657,0.1911,Plaque cell 8,EC_11193277,2.12E-09
Plaque cell 8_C24,4181_Plaque cell 8_20122017_1232,C24,,0.758183,0.154602,1226,112.406,0.206622,Plaque cell 8,EC_11193277,6.35E-10
Plaque cell 9_C15,4182_Plaque cell 9_20122017_1257,C15,,0.683384,0.055289,2109,77.7389,0.0667628,Plaque cell 9,EC_11193277,3.23E-05
Plaque cell 9_C16,4182_Plaque cell 9_20122017_1257,C16,,0.714345,0.115596,1939,101.266,0.21861,Plaque cell 9,EC_11193277,9.68E-06
Plaque cell 9_C17,4182_Plaque cell 9_20122017_1257,C17,,0.733488,0.17132,1948,99.9626,0.254737,Plaque cell 9,EC_11193277,2.90E-06
Plaque cell 9_C18,4182_Plaque cell 9_20122017_1257,C18,,0.750715,0.170186,1947,104.928,0.317494,Plaque cell 9,EC_11193277,8.71E-07
Plaque cell 9_C19,4182_Plaque cell 9_20122017_1257,C19,,0.762093,0.120729,1779,103.947,0.244732,Plaque cell 9,EC_11193277,2.61E-07
Plaque cell 9_C20,4182_Plaque cell 9_20122017_1257,C20,,0.764727,0.131998,1766,104.131,0.348226,Plaque cell 9,EC_11193277,7.84E-08
Plaque cell 9_C21,4182_Plaque cell 9_20122017_1257,C21,,0.758113,0.157114,1795,102.916,0.310554,Plaque cell 9,EC_11193277,2.35E-08
Plaque cell 9_C22,4182_Plaque cell 9_20122017_1257,C22,,0.753632,0.128105,1810,106.646,0.239432,Plaque cell 9,EC_11193277,7.06E-09
Plaque cell 9_C23,4182_Plaque cell 9_20122017_1257,C23,,0.744519,0.16576,1663,105.058,0.190379,Plaque cell 9,EC_11193277,2.12E-09
Plaque cell 9_C24,4182_Plaque cell 9_20122017_1257,C24,,0.742253,0.164894,1458,110.761,0.262237,Plaque cell 9,EC_11193277,6.35E-10
Plaque cell 1_P05,4174_Plaque cell 1_20122017_0936,P05,,0.608819,0.219586,1879,107.167,0.0365258,Plaque cell 1,EC_11193483,3.23E-05
Plaque cell 1_P06,4174_Plaque cell 1_20122017_0936,P06,,0.682885,0.413706,2277,110.03,0.271734,Plaque cell 1,EC_11193483,9.68E-06
Plaque cell 1_P07,4174_Plaque cell 1_20122017_0936,P07,,0.732887,0.178206,1745,114.461,0.31985,Plaque cell 1,EC_11193483,2.90E-06
Plaque cell 1_P08,4174_Plaque cell 1_20122017_0936,P08,,0.769207,0.052853,1285,108.241,0.306543,Plaque cell 1,EC_11193483,8.71E-07
Plaque cell 1_P09,4174_Plaque cell 1_20122017_0936,P09,,0.773354,0.0656975,1345,108.209,0.349634,Plaque cell 1,EC_11193483,2.61E-07
Plaque cell 1_P10,4174_Plaque cell 1_20122017_0936,P10,,0.76377,0.0837415,1401,110.077,0.275135,Plaque cell 1,EC_11193483,7.84E-08
Plaque cell 1_P11,4174_Plaque cell 1_20122017_0936,P11,,0.764957,0.111657,1494,110.551,0.312117,Plaque cell 1,EC_11193483,2.35E-08
Plaque cell 1_P12,4174_Plaque cell 1_20122017_0936,P12,,0.775373,0.0695523,1370,106.273,0.326097,Plaque cell 1,EC_11193483,7.06E-09
Plaque cell 1_P13,4174_Plaque cell 1_20122017_0936,P13,,0.765555,0.0734357,1432,110.495,0.343372,Plaque cell 1,EC_11193483,2.12E-09
Plaque cell 1_P14,4174_Plaque cell 1_20122017_0936,P14,,0.750756,0.0816779,1548,109.194,0.245356,Plaque cell 1,EC_11193483,6.35E-10
Plaque cell 2_P05,4175_Plaque cell 2_20122017_1001,P05,,0.622347,0.178613,1899,105.742,0.0415381,Plaque cell 2,EC_11193483,3.23E-05
Plaque cell 2_P06,4175_Plaque cell 2_20122017_1001,P06,,0.693443,0.294734,2072,106.426,0.213977,Plaque cell 2,EC_11193483,9.68E-06
Plaque cell 2_P07,4175_Plaque cell 2_20122017_1001,P07,,0.752369,0.116871,1612,109.05,0.315774,Plaque cell 2,EC_11193483,2.90E-06
Plaque cell 2_P08,4175_Plaque cell 2_20122017_1001,P08,,0.751386,0.113145,1436,110.614,0.262487,Plaque cell 2,EC_11193483,8.71E-07
Plaque cell 2_P09,4175_Plaque cell 2_20122017_1001,P09,,0.767365,0.0607035,1265,108.156,0.221889,Plaque cell 2,EC_11193483,2.61E-07
Plaque cell 2_P10,4175_Plaque cell 2_20122017_1001,P10,,0.769712,0.0551523,1179,108.496,0.288608,Plaque cell 2,EC_11193483,7.84E-08
Plaque cell 2_P11,4175_Plaque cell 2_20122017_1001,P11,,0.756259,0.0944468,1422,109.002,0.281345,Plaque cell 2,EC_11193483,2.35E-08
Plaque cell 2_P12,4175_Plaque cell 2_20122017_1001,P12,,0.761628,0.0791295,1370,110.071,0.304908,Plaque cell 2,EC_11193483,7.06E-09
Plaque cell 2_P13,4175_Plaque cell 2_20122017_1001,P13,,0.75699,0.103572,1459,110.443,0.278531,Plaque cell 2,EC_11193483,2.12E-09
Plaque cell 2_P14,4175_Plaque cell 2_20122017_1001,P14,,0.758298,0.0931901,1452,104.83,0.205153,Plaque cell 2,EC_11193483,6.35E-10
Plaque cell 3_P05,4176_Plaque cell 3_20122017_1026,P05,,0.642939,0.157198,2170,96.778,0.056452,Plaque cell 3,EC_11193483,3.23E-05
Plaque cell 3_P06,4176_Plaque cell 3_20122017_1026,P06,,0.680126,0.408733,2569,105.838,0.207021,Plaque cell 3,EC_11193483,9.68E-06
Plaque cell 3_P07,4176_Plaque cell 3_20122017_1026,P07,,0.7371,0.145527,1739,108.726,0.305366,Plaque cell 3,EC_11193483,2.90E-06
Plaque cell 3_P08,4176_Plaque cell 3_20122017_1026,P08,,0.759996,0.0944129,1579,107.561,0.279396,Plaque cell 3,EC_11193483,8.71E-07
Plaque cell 3_P09,4176_Plaque cell 3_20122017_1026,P09,,0.756106,0.0587667,1356,108.188,0.251826,Plaque cell 3,EC_11193483,2.61E-07
Plaque cell 3_P10,4176_Plaque cell 3_20122017_1026,P10,,0.771137,0.0808584,1376,106.577,0.299034,Plaque cell 3,EC_11193483,7.84E-08
Plaque cell 3_P11,4176_Plaque cell 3_20122017_1026,P11,,0.77079,0.0555486,1454,105.259,0.301798,Plaque cell 3,EC_11193483,2.35E-08
Plaque cell 3_P12,4176_Plaque cell 3_20122017_1026,P12,,0.761506,0.0655848,1338,105.543,0.259907,Plaque cell 3,EC_11193483,7.06E-09
Plaque cell 3_P13,4176_Plaque cell 3_20122017_1026,P13,,0.761571,0.113751,1571,110.106,0.276321,Plaque cell 3,EC_11193483,2.12E-09
Plaque cell 3_P14,4176_Plaque cell 3_20122017_1026,P14,,0.765976,0.0615808,1428,105.854,0.278112,Plaque cell 3,EC_11193483,6.35E-10
Plaque cell 1_D05,4174_Plaque cell 1_20122017_0936,D05,,0.750262,0.1161,1652,107.715,0.391119,Plaque cell 1,EC_11193514,3.23E-05
Plaque cell 1_D06,4174_Plaque cell 1_20122017_0936,D06,,0.758624,0.0809488,1873,103.934,0.272444,Plaque cell 1,EC_11193514,9.68E-06
Plaque cell 1_D07,4174_Plaque cell 1_20122017_0936,D07,,0.774831,0.107587,1795,105.12,0.384929,Plaque cell 1,EC_11193514,2.90E-06
Plaque cell 1_D08,4174_Plaque cell 1_20122017_0936,D08,,0.751786,0.182237,2077,103.937,0.282588,Plaque cell 1,EC_11193514,8.71E-07
Plaque cell 1_D09,4174_Plaque cell 1_20122017_0936,D09,,0.761276,0.0700234,1856,105.166,0.317034,Plaque cell 1,EC_11193514,2.61E-07
Plaque cell 1_D10,4174_Plaque cell 1_20122017_0936,D10,,0.76421,0.116904,1850,105.642,0.394648,Plaque cell 1,EC_11193514,7.84E-08
Plaque cell 1_D11,4174_Plaque cell 1_20122017_0936,D11,,0.753832,0.223623,2310,101.838,0.312001,Plaque cell 1,EC_11193514,2.35E-08
Plaque cell 1_D12,4174_Plaque cell 1_20122017_0936,D12,,0.781205,0.0985427,1708,124.938,0.404548,Plaque cell 1,EC_11193514,7.06E-09
Plaque cell 1_D13,4174_Plaque cell 1_20122017_0936,D13,,0.753047,0.0914348,1818,105.883,0.293753,Plaque cell 1,EC_11193514,2.12E-09
Plaque cell 1_D14,4174_Plaque cell 1_20122017_0936,D14,,0.757265,0.102098,1787,104.571,0.351196,Plaque cell 1,EC_11193514,6.35E-10
Plaque cell 2_D05,4175_Plaque cell 2_20122017_1001,D05,,0.73515,0.1071,1772,105.541,0.331961,Plaque cell 2,EC_11193514,3.23E-05
Plaque cell 2_D06,4175_Plaque cell 2_20122017_1001,D06,,0.766655,0.0738324,1883,105.089,0.327348,Plaque cell 2,EC_11193514,9.68E-06
Plaque cell 2_D07,4175_Plaque cell 2_20122017_1001,D07,,0.769859,0.122586,2023,104.808,0.345687,Plaque cell 2,EC_11193514,2.90E-06
Plaque cell 2_D08,4175_Plaque cell 2_20122017_1001,D08,,0.776195,0.0798854,1732,104.324,0.365704,Plaque cell 2,EC_11193514,8.71E-07
Plaque cell 2_D09,4175_Plaque cell 2_20122017_1001,D09,,0.776307,0.0900135,1879,101.982,0.329242,Plaque cell 2,EC_11193514,2.61E-07
Plaque cell 2_D10,4175_Plaque cell 2_20122017_1001,D10,,0.784924,0.0790086,1634,102.094,0.296377,Plaque cell 2,EC_11193514,7.84E-08
Plaque cell 2_D11,4175_Plaque cell 2_20122017_1001,D11,,0.773496,0.0915144,1871,103.154,0.369514,Plaque cell 2,EC_11193514,2.35E-08
Plaque cell 2_D12,4175_Plaque cell 2_20122017_1001,D12,,0.790306,0.0864508,1651,103.406,0.40426,Plaque cell 2,EC_11193514,7.06E-09
Plaque cell 2_D13,4175_Plaque cell 2_20122017_1001,D13,,0.766727,0.122264,1943,127.639,0.362562,Plaque cell 2,EC_11193514,2.12E-09
Plaque cell 2_D14,4175_Plaque cell 2_20122017_1001,D14,,0.77296,0.0694544,1693,105.247,0.349598,Plaque cell 2,EC_11193514,6.35E-10
Plaque cell 3_D05,4176_Plaque cell 3_20122017_1026,D05,,0.735661,0.14884,1722,107.135,0.309987,Plaque cell 3,EC_11193514,3.23E-05
Plaque cell 3_D06,4176_Plaque cell 3_20122017_1026,D06,,0.757545,0.112048,1942,106.989,0.307133,Plaque cell 3,EC_11193514,9.68E-06
Plaque cell 3_D07,4176_Plaque cell 3_20122017_1026,D07,,0.757953,0.134498,2072,105.424,0.289791,Plaque cell 3,EC_11193514,2.90E-06
Plaque cell 3_D08,4176_Plaque cell 3_20122017_1026,D08,,0.780836,0.0681344,1709,103,0.367953,Plaque cell 3,EC_11193514,8.71E-07
Plaque cell 3_D09,4176_Plaque cell 3_20122017_1026,D09,,0.773796,0.0882246,1874,103.709,0.318892,Plaque cell 3,EC_11193514,2.61E-07
Plaque cell 3_D10,4176_Plaque cell 3_20122017_1026,D10,,0.764043,0.0969733,1869,103.297,0.348195,Plaque cell 3,EC_11193514,7.84E-08
Plaque cell 3_D11,4176_Plaque cell 3_20122017_1026,D11,,0.780239,0.0845957,1754,104.053,0.39225,Plaque cell 3,EC_11193514,2.35E-08
Plaque cell 3_D12,4176_Plaque cell 3_20122017_1026,D12,,0.773776,0.0888339,1704,102.137,0.327386,Plaque cell 3,EC_11193514,7.06E-09
Plaque cell 3_D13,4176_Plaque cell 3_20122017_1026,D13,,0.761127,0.134091,2011,103.081,0.343262,Plaque cell 3,EC_11193514,2.12E-09
Plaque cell 3_D14,4176_Plaque cell 3_20122017_1026,D14,,0.764934,0.106741,1757,104.042,0.304707,Plaque cell 3,EC_11193514,6.35E-10
Plaque cell 4_A15,4177_Plaque cell 4_20122017_1052,A15,,0.613653,0.069391,114,93.036,0,Plaque cell 4,EC_11193590,3.23E-05
Plaque cell 4_A16,4177_Plaque cell 4_20122017_1052,A16,,0.677374,0.250508,2192,96.7203,0.108455,Plaque cell 4,EC_11193590,9.68E-06
Plaque cell 4_A17,4177_Plaque cell 4_20122017_1052,A17,,0.732778,0.115689,1652,102.092,0.181805,Plaque cell 4,EC_11193590,2.90E-06
Plaque cell 4_A18,4177_Plaque cell 4_20122017_1052,A18,,0.760759,0.0796641,1503,103.927,0.262259,Plaque cell 4,EC_11193590,8.71E-07
Plaque cell 4_A19,4177_Plaque cell 4_20122017_1052,A19,,0.740367,0.134292,1447,104.219,0.213341,Plaque cell 4,EC_11193590,2.61E-07
Plaque cell 4_A20,4177_Plaque cell 4_20122017_1052,A20,,0.726058,0.117942,1873,105.56,0.227073,Plaque cell 4,EC_11193590,7.84E-08
Plaque cell 4_A21,4177_Plaque cell 4_20122017_1052,A21,,0.74924,0.159732,1613,103.018,0.24515,Plaque cell 4,EC_11193590,2.35E-08
Plaque cell 4_A22,4177_Plaque cell 4_20122017_1052,A22,,0.749567,0.078886,1471,107.665,0.286151,Plaque cell 4,EC_11193590,7.06E-09
Plaque cell 4_A23,4177_Plaque cell 4_20122017_1052,A23,,0.745208,0.0783888,1293,107.14,0.225819,Plaque cell 4,EC_11193590,2.12E-09
