Plate,Well,Concentration,CPD_ID,Class,Eccent,R/N,Nuclei,Surface_nucleus,G/N,LDA_1
4183_Plaque cell 10_20122017_1323,A01,0,DMSO,1,-0.052065807,0.986877094,0.944954128,-0.22586402,-0.002756922,0.01243565
4183_Plaque cell 10_20122017_1323,B01,0,DMSO,1,-0.084501776,0.80595802,1.23088685,-0.643423,-0.072341559,-0.049956738
4183_Plaque cell 10_20122017_1323,C01,0,DMSO,1,-0.164770451,0.986159843,0.972094801,-0.323898755,-0.000733148,-0.011061536
4183_Plaque cell 10_20122017_1323,D01,0,DMSO,1,-0.01930935,1.016552742,0.995412844,0.091146513,0.011044611,-0.009328413
4183_Plaque cell 10_20122017_1323,E01,0,DMSO,1,-0.047351975,0.992730834,0.985856269,-0.04804344,0,-0.003142915
4183_Plaque cell 10_20122017_1323,F01,0,DMSO,1,-0.000427316,0.997255623,1,-0.054093758,0.014596623,-0.002390052
4183_Plaque cell 10_20122017_1323,G01,0,DMSO,1,0.053908608,0.931324436,1.006116208,-0.201880387,0.015805674,0.024164007
4183_Plaque cell 10_20122017_1323,H01,0,DMSO,1,0.039179553,1.034833754,1.042431193,-0.092615565,-0.004526835,-0.030445707
4183_Plaque cell 10_20122017_1323,I01,0,DMSO,1,0.014542104,1,0.972477064,-0.477039262,0.009537358,0.005498948
4183_Plaque cell 10_20122017_1323,J01,0,DMSO,1,-0.01824106,0.956250199,1.061926606,-0.089013668,-0.002765384,-0.016541474
4183_Plaque cell 10_20122017_1323,K01,0,DMSO,1,0,1.000593894,1.05351682,-0.100472273,-0.002898745,-0.026946332
4183_Plaque cell 10_20122017_1323,L01,0,DMSO,1,-0.022233795,1.013915189,0.973623853,0.309534691,0.005413992,0
4183_Plaque cell 10_20122017_1323,M01,0,DMSO,1,0.035734316,0.983410379,1.048165138,-0.052145904,-0.008331692,-0.015244895
4183_Plaque cell 10_20122017_1323,N01,0,DMSO,1,-0.045081858,0.960689782,0.979357798,0.511055976,-0.04417946,0.007326459
4183_Plaque cell 10_20122017_1323,O01,0,DMSO,1,-0.073631921,0.985316691,0.93883792,0.2990881,0.002531155,0.016829787
4183_Plaque cell 10_20122017_1323,P01,0,DMSO,1,-0.027228053,0.963804231,0.920489297,0.415502307,-0.032802122,0.031946453
4183_Plaque cell 10_20122017_1323,A02,0,DMSO,1,-0.041369548,1.003807537,0.993883792,0.07771829,-0.004605701,-0.009373121
4183_Plaque cell 10_20122017_1323,B02,0,DMSO,1,-0.065579681,1.032690901,1.024082569,-0.28259119,-0.01829012,-0.038238429
4183_Plaque cell 10_20122017_1323,C02,0,DMSO,1,0.051478247,1.021821488,1.077217125,-0.298587534,0.055629908,-0.029428198
4183_Plaque cell 10_20122017_1323,D02,0,DMSO,1,0.041369548,1.032355167,0.982798165,-0.281176547,0.050516487,0.000940441
4183_Plaque cell 10_20122017_1323,E02,0,DMSO,1,0.092954624,0.9967889,1.067278287,0.250968486,-0.014019176,-0.019630049
4183_Plaque cell 10_20122017_1323,F02,0,DMSO,1,0.085316348,1.030592559,0.995412844,0,0.056862654,0.004591171
4183_Plaque cell 10_20122017_1323,G02,0,DMSO,1,-0.008145715,0.969248476,0.984327217,0.042776617,0.045667419,0.018054372
4183_Plaque cell 10_20122017_1323,H02,0,DMSO,1,0.092554015,0.979260748,1.040137615,-0.263199704,0.035929003,0.00160232
4183_Plaque cell 10_20122017_1323,I02,0,DMSO,1,0.049715568,1.00499787,1.027905199,0.032982937,0.143350454,0.01094839
4183_Plaque cell 10_20122017_1323,J02,0,DMSO,1,0.002697433,1.000124629,1.031345566,-0.281056847,0.04139309,-0.012127772
4183_Plaque cell 10_20122017_1323,K02,0,DMSO,1,-0.004673771,1.010196672,0.954510703,0.266290154,0.011215205,0.011291358
4183_Plaque cell 10_20122017_1323,L02,0,DMSO,1,0.106962583,0.995934303,1.020259939,0.504907722,-0.00246549,0.003581617
4183_Plaque cell 10_20122017_1323,M02,0,DMSO,1,0.146916647,0.877648839,1.099388379,0.129069818,-0.06087554,0.008319996
4183_Plaque cell 10_20122017_1323,N02,0,DMSO,1,0.156598029,1.00141034,1.043195719,0.047989031,-0.018135773,-0.006554143
4183_Plaque cell 10_20122017_1323,O02,0,DMSO,1,-0.022460807,1.014872796,0.95795107,0.354106816,0.004050255,0.005661282
4183_Plaque cell 10_20122017_1323,P02,0,DMSO,1,0.027535187,1.042481894,0.989678899,0.228725951,-0.012103377,-0.013649252
4183_Plaque cell 10_20122017_1323,A03,0,DMSO,0,0.67565366,-0.000443831,-0.117737003,1,0.753437436,0.977160176
4183_Plaque cell 10_20122017_1323,B03,0,DMSO,0,1.015930882,0.027244114,-0.072629969,1.41231392,1,1.031300263
4183_Plaque cell 10_20122017_1323,C03,0,DMSO,0,0.95737521,0.005638818,-0.082186544,0.7685427,0.729632119,0.989141872
4183_Plaque cell 10_20122017_1323,D03,0,DMSO,0,1.168215688,-0.007791844,-0.038608563,1.007399669,1.128923748,1.066339217
4183_Plaque cell 10_20122017_1323,E03,0,DMSO,0,1.009147237,0.0167435,0.013379205,1.12383564,1.001909029,1
4183_Plaque cell 10_20122017_1323,F03,0,DMSO,0,1.087492989,0.004210674,0.011850153,0.857306085,1.066917548,1.022776026
4183_Plaque cell 10_20122017_1323,G03,0,DMSO,0,0.891047726,-0.016650664,-0.027140673,0.311439018,0.855888643,0.985458535
4183_Plaque cell 10_20122017_1323,H03,0,DMSO,0,0.976537671,0.046440766,0.042813456,1.333529207,1.186458623,1.004919825
4183_Plaque cell 10_20122017_1323,I03,0,DMSO,0,0.928277649,0.053053724,0.026376147,0.398450422,0.758602645,0.929994714
4183_Plaque cell 10_20122017_1323,J03,0,DMSO,0,1.050062762,0.103692447,0.09824159,1.143314181,0.891869095,0.924518694
4183_Plaque cell 10_20122017_1323,K03,0,DMSO,0,0.995726838,0,0.008792049,1.32351789,0.934013272,0.996586229
4183_Plaque cell 10_20122017_1323,L03,0,DMSO,0,1.13986593,0.018983003,0.051987768,0.9918386,1.133984028,1.019785662
4183_Plaque cell 10_20122017_1323,M03,0,DMSO,0,0.952421013,0.059454304,0.018348624,0.911856882,1.038146726,0.980859706
4183_Plaque cell 10_20122017_1323,N03,0,DMSO,0,0.944342067,-0.016041509,-0.00764526,1.238856969,0.872203391,0.992245189
4183_Plaque cell 10_20122017_1323,O03,0,DMSO,0,1.121891942,-0.036069868,-0.101681957,0.637699138,1.0098667,1.07389779
4183_Plaque cell 10_20122017_1323,P03,0,DMSO,0,1,-0.023753235,-0.130733945,1.664664403,0.947396782,1.062796753
4183_Plaque cell 10_20122017_1323,A04,0,DMSO,0,0.743970836,-0.00579524,-0.058868502,1.589905981,0.629029015,0.948535953
4183_Plaque cell 10_20122017_1323,B04,0,DMSO,0,1.051184467,0.120877234,0.003058104,1.156916514,1.139332016,0.993989676
4183_Plaque cell 10_20122017_1323,C04,0,DMSO,0,1.207515423,-0.033478098,-0.048165138,0.867676504,1.137307904,1.084094862
4183_Plaque cell 10_20122017_1323,D04,0,DMSO,0,0.921026627,0.223991047,0.2882263,0.386208322,1.086674641,0.8208236
4183_Plaque cell 10_20122017_1323,E04,0,DMSO,0,1.019950324,0.024565866,0.085244648,0.713436929,0.96870073,0.963387746
4183_Plaque cell 10_20122017_1323,F04,0,DMSO,0,1.0047806,0.003624409,0,1.033298511,0.817901003,0.979617109
4183_Plaque cell 10_20122017_1323,G04,0,DMSO,0,0.904281174,-0.005127586,0.016819572,0.921541743,1.03318122,0.997889442
4183_Plaque cell 10_20122017_1323,H04,0,DMSO,0,0.975162247,-0.007608716,-0.008792049,0.65030034,1.152441357,1.03395803
4183_Plaque cell 10_20122017_1323,I04,0,DMSO,0,1.156317603,-0.028798159,-0.04204893,0.928941412,0.995332357,1.052107511
4183_Plaque cell 10_20122017_1323,J04,0,DMSO,0,0.993723793,-0.029983404,-0.016437309,1.08553147,1.254983953,1.065761121
4183_Plaque cell 10_20122017_1323,K04,0,DMSO,0,1.114841225,0.005305627,0.001911315,0.917080178,1.274558266,1.062504607
4183_Plaque cell 10_20122017_1323,L04,0,DMSO,0,1.051972331,-0.028347969,0.021024465,0.79332071,0.856210199,0.992976075
4183_Plaque cell 10_20122017_1323,M04,0,DMSO,0,0.971636888,0.010869413,0.125,1.049077218,0.908708488,0.940016816
4183_Plaque cell 10_20122017_1323,N04,0,DMSO,0,1.19525679,-0.043061927,-0.002675841,0.443925742,1.029336085,1.04909854
4183_Plaque cell 10_20122017_1323,O04,0,DMSO,0,0.773014983,-0.050486752,-0.052752294,1.659876382,0.859879325,1.002225061
4183_Plaque cell 10_20122017_1323,P04,0,DMSO,0,0.821435248,-0.006100453,-0.067278287,1.327217724,0.929741652,1.006748195
4183_Plaque cell 10_20122017_1323,A05,3.23E-05,X-XA25731,2,-0.090924872,-0.01840437,0.067278287,-0.534332289,0.999867993,0.853250123
4183_Plaque cell 10_20122017_1323,B05,3.23E-05,EC_11177096,2,0.835670219,0.069076157,-0.071100917,1.275528859,1.293905798,1.0405155
4183_Plaque cell 10_20122017_1323,C05,3.23E-05,EC_2075960,2,0.917327671,-0.014332314,0.017201835,1.114368416,0.862021905,0.976665105
4183_Plaque cell 10_20122017_1323,D05,3.23E-05,EC_11188310,2,0.037897604,0.497123999,0.528287462,0.329132933,0.963241043,0.510269896
4183_Plaque cell 10_20122017_1323,E05,3.23E-05,EC_24223796,2,1.109019042,-0.019996566,0.114296636,0.296889963,1.085154865,0.994273298
4183_Plaque cell 10_20122017_1323,F05,3.23E-05,EC_2072246,2,0.332411933,0.295961645,-0.577599388,2.011904762,0.783369246,1.018631934
4183_Plaque cell 10_20122017_1323,G05,3.23E-05,EC_2075773,2,-0.200064097,0.480828146,-0.654051988,-0.360048315,-0.017780368,0.779581176
4183_Plaque cell 10_20122017_1323,H05,3.23E-05,EC_11189700,2,0.187565099,0.111325326,-0.601681957,11.33037347,0.070682803,1.020228001
4183_Plaque cell 10_20122017_1323,I05,3.23E-05,EC_2082611,2,1.180153834,-0.023023266,-0.014143731,0.880517106,1.037611927,1.048599026
4183_Plaque cell 10_20122017_1323,J05,3.23E-05,X-XEW670281,2,0.128261624,0.503185029,-0.628058104,0.587326978,-0.085594212,0.795115868
4183_Plaque cell 10_20122017_1323,K05,3.23E-05,X-WE52880180,2,-0.473546457,0.559563036,-0.64411315,0.32089536,-0.085594212,0.709582078
4183_Plaque cell 10_20122017_1323,L05,3.23E-05,EC_16576878,2,0.868533504,-0.011704935,0.053134557,1.630930617,1.049983381,0.989177924
4183_Plaque cell 10_20122017_1323,M05,3.23E-05,X-WE60673361,2,-0.771425901,0.113363897,0.195718654,2.995951946,-0.079488198,0.52961471
4183_Plaque cell 10_20122017_1323,N05,3.23E-05,X-WE60677874,2,-0.30732046,0.862998595,0.771788991,0.492252111,0.660226741,0.201372158
4183_Plaque cell 10_20122017_1323,O05,3.23E-05,X-WE60677880,2,-0.525051411,0.906137969,0.755733945,0.920018282,0.145649073,0.088263044
4183_Plaque cell 10_20122017_1323,P05,3.23E-05,X-WE60677898,2,-0.083967631,1.082962096,0.960626911,0.734090711,0.274078301,0.018391009
4183_Plaque cell 10_20122017_1323,A06,9.68E-06,X-XA25731,2,0.500841279,0.189283194,0.077981651,0.635163663,1.038566441,0.85809746
4183_Plaque cell 10_20122017_1323,B06,9.68E-06,EC_11177096,2,0.647050183,0.157471052,0.064602446,1.574344912,1.197012438,0.922180964
4183_Plaque cell 10_20122017_1323,C06,9.68E-06,EC_2075960,2,1.000280426,-0.023926189,0.024082569,0.798163141,0.853850992,0.983883751
4183_Plaque cell 10_20122017_1323,D06,9.68E-06,EC_11188310,2,0.645941832,0.06583708,0.099006116,1.035366066,1.089030464,0.92094957
4183_Plaque cell 10_20122017_1323,E06,9.68E-06,EC_24223796,2,0.964372513,-0.020152988,0.077217125,1.033733786,1.066382749,0.993111754
4183_Plaque cell 10_20122017_1323,F06,9.68E-06,EC_2072246,2,0.723473012,0.043346665,-0.498088685,2.726625751,0.648863959,1.106154244
4183_Plaque cell 10_20122017_1323,G06,9.68E-06,EC_2075773,2,1.170752878,0.442382699,-0.599770642,0.775213285,1.000192934,1.099837081
4183_Plaque cell 10_20122017_1323,H06,9.68E-06,EC_11189700,2,0.545843015,0.099891268,-0.066513761,0.994014973,0.871563664,0.925735277
4183_Plaque cell 10_20122017_1323,I06,9.68E-06,EC_2082611,2,1.044107043,-0.028442076,0.087155963,0.89814573,1.159078955,1.015351604
4183_Plaque cell 10_20122017_1323,J06,9.68E-06,X-XEW670281,2,-0.587279331,0.633123287,-0.629969419,-0.008019936,0.073877379,0.688162843
4183_Plaque cell 10_20122017_1323,K06,9.68E-06,X-WE52880180,2,-0.068597602,0.611102138,-0.646406728,0.472991207,-0.085594212,0.740395267
4183_Plaque cell 10_20122017_1323,L06,9.68E-06,EC_16576878,2,1.205579147,-0.000278507,0.01146789,0.770414381,1.213289954,1.060846002
4183_Plaque cell 10_20122017_1323,M06,9.68E-06,X-WE60673361,2,0.193467404,0.861447093,0.958715596,1.063985375,0.443998779,0.158428874
4183_Plaque cell 10_20122017_1323,N06,9.68E-06,X-WE60677874,2,0.480570467,0.174769023,0.201452599,1.070188039,1.011951738,0.812269541
4183_Plaque cell 10_20122017_1323,O06,9.68E-06,X-WE60677880,2,-0.00989504,0.589053012,0.811544343,0.283450857,0.666769565,0.317298137
4183_Plaque cell 10_20122017_1323,P06,9.68E-06,X-WE60677898,2,-0.017052587,0.692174455,0.725917431,0.143477409,0.669934355,0.312348743
4183_Plaque cell 10_20122017_1323,A07,2.90E-06,X-XA25731,2,0.744478274,0.03153109,-0.058868502,0.572930269,0.932375028,0.977128361
4183_Plaque cell 10_20122017_1323,B07,2.90E-06,EC_11177096,2,0.830408888,0.038512848,0.044724771,0.999347088,1.057213319,0.967522292
4183_Plaque cell 10_20122017_1323,C07,2.90E-06,EC_2075960,2,0.893865342,0.008595573,0.051987768,0.684567337,1.022173842,0.975259856
4183_Plaque cell 10_20122017_1323,D07,2.90E-06,EC_11188310,2,0.901970996,0.043604825,0.084862385,1.240924523,1.088299347,0.96515455
4183_Plaque cell 10_20122017_1323,E07,2.90E-06,EC_24223796,2,0.910049943,0.022547642,0.056192661,0.811634892,0.967800372,0.96281197
4183_Plaque cell 10_20122017_1323,F07,2.90E-06,EC_2072246,2,1.135312341,-0.022782911,0.005733945,1.18575346,1.171006999,1.058630829
4183_Plaque cell 10_20122017_1323,G07,2.90E-06,EC_2075773,2,1.606548621,-0.030579842,-0.050076453,-0.365989815,1.345984372,1.15574587
4183_Plaque cell 10_20122017_1323,H07,2.90E-06,EC_11189700,2,0.953636194,0.00129207,0.040519878,0.712446679,0.997298927,0.985413482
4183_Plaque cell 10_20122017_1323,I07,2.90E-06,EC_2082611,2,1.036468766,-0.01037217,0.058486239,1.162466266,1.118705029,1.014241181
4183_Plaque cell 10_20122017_1323,J07,2.90E-06,X-XEW670281,2,-0.100940096,0.732152327,-0.628440367,-0.666002873,0.404328892,0.757490947
4183_Plaque cell 10_20122017_1323,K07,2.90E-06,X-WE52880180,2,-0.014141495,0.469305067,-0.623470948,1.241795073,-0.085594212,0.792704185
4183_Plaque cell 10_20122017_1323,L07,2.90E-06,EC_16576878,2,1.038979248,-0.024450139,0.05351682,0.65922347,1.072945882,1.011108741
4183_Plaque cell 10_20122017_1323,M07,2.90E-06,X-WE60673361,2,-0.057046711,0.394194586,0.694954128,-0.295812658,0.535026276,0.400633026
4183_Plaque cell 10_20122017_1323,N07,2.90E-06,X-WE60677874,2,0.921894613,0.023748148,0.054663609,1.090210673,0.727330454,0.928085003
4183_Plaque cell 10_20122017_1323,O07,2.90E-06,X-WE60677880,2,0.864741073,0.000895293,-0.010321101,1.551601811,0.852402296,0.976788426
4183_Plaque cell 10_20122017_1323,P07,2.90E-06,X-WE60677898,2,0.160964666,0.160189995,0.292431193,0.916644903,0.648951964,0.68727226
4183_Plaque cell 10_20122017_1323,A08,8.71E-07,X-XA25731,2,0.570894426,0.018134764,-0.061544343,1.371942196,0.64095029,0.921497682
4183_Plaque cell 10_20122017_1323,B08,8.71E-07,EC_11177096,2,1.067876506,-0.017263634,-0.072629969,0.771665796,1.074428425,1.060908603
4183_Plaque cell 10_20122017_1323,C08,8.71E-07,EC_2075960,2,0.796677617,0.064452174,0.103211009,1.444633063,0.822328325,0.897792027
4183_Plaque cell 10_20122017_1323,D08,8.71E-07,EC_11188310,2,1.149360361,-0.012930876,-0.003058104,0.710574998,1.195482507,1.061115137
4183_Plaque cell 10_20122017_1323,E08,8.71E-07,EC_24223796,2,0.886414016,0.066817578,0.120030581,0.85966745,1.011582795,0.92732769
4183_Plaque cell 10_20122017_1323,F08,8.71E-07,EC_2072246,2,1.083246535,-0.019365792,0.072247706,0.90630713,1.221129157,1.032234813
4183_Plaque cell 10_20122017_1323,G08,8.71E-07,EC_2075773,2,1.276072964,0.09535249,0.12882263,0.593083486,1.43082445,1.023886863
4183_Plaque cell 10_20122017_1323,H08,8.71E-07,EC_11189700,2,1.023115135,0.004963533,-0.023318043,0.414196483,0.827182131,0.987863171
4183_Plaque cell 10_20122017_1323,I08,8.71E-07,EC_2082611,2,0.714405897,0.003245436,0.144877676,1.007182032,0.850405262,0.895696471
4183_Plaque cell 10_20122017_1323,J08,8.71E-07,X-XEW670281,2,0.332478701,0.926133264,-0.590214067,0.465406547,1.718316047,0.939320727
4183_Plaque cell 10_20122017_1323,K08,8.71E-07,X-WE52880180,2,0.165358011,0.60181602,-0.612003058,2.448485244,0.104753211,0.799897198
4183_Plaque cell 10_20122017_1323,L08,8.71E-07,EC_16576878,2,1.062107737,-0.0030267,-0.003058104,1.241686254,1.1347253,1.04109105
4183_Plaque cell 10_20122017_1323,M08,8.71E-07,X-WE60673361,2,0.397711188,0.033769322,0.240825688,0.735429181,0.674994635,0.782128342
4183_Plaque cell 10_20122017_1323,N08,8.71E-07,X-WE60677874,2,1.011537537,0.043555228,0.031727829,0.904021938,0.917705293,0.969201769
4183_Plaque cell 10_20122017_1323,O08,8.71E-07,X-WE60677880,2,0.851280613,-0.010996585,-0.028287462,1.879363628,0.975490644,1.007682352
4183_Plaque cell 10_20122017_1323,P08,8.71E-07,X-WE60677898,2,0.525692386,-0.035968131,-0.011850153,1.167798381,0.707657981,0.925676029
4183_Plaque cell 10_20122017_1323,A09,2.61E-07,X-XA25731,2,0.974988649,-0.060600507,-0.160168196,0.876817272,0.762562864,1.050122451
4183_Plaque cell 10_20122017_1323,B09,2.61E-07,EC_11177096,2,1.004566942,0.047487394,0.014908257,0.781198311,0.902169049,0.970209187
4183_Plaque cell 10_20122017_1323,C09,2.61E-07,EC_2075960,2,1.181382368,-0.015583689,-0.001529052,1.115891878,1.155203356,1.061307331
4183_Plaque cell 10_20122017_1323,D09,2.61E-07,EC_11188310,2,0.876852816,0.053344948,0.089831804,1.138852616,1.078415723,0.954717106
4183_Plaque cell 10_20122017_1323,E09,2.61E-07,EC_24223796,2,0.890246508,0.039845613,0.037844037,1.121659267,1.15993531,0.993606603
4183_Plaque cell 10_20122017_1323,F09,2.61E-07,EC_2072246,2,0.984870336,-0.00097414,0.09441896,0.981718464,1.1847933,1.000558714
4183_Plaque cell 10_20122017_1323,G09,2.61E-07,EC_2075773,2,1.234650001,-0.019411574,0.077599388,0.666851658,1.445192937,1.081772793
4183_Plaque cell 10_20122017_1323,H09,2.61E-07,EC_11189700,2,1.080121785,0.017222939,0.029816514,0.776965265,1.084420363,1.012757506
4183_Plaque cell 10_20122017_1323,I09,2.61E-07,EC_2082611,2,0.983988997,-0.041870322,-0.000382263,3.145468791,1.019648779,1.038082959
4183_Plaque cell 10_20122017_1323,J09,2.61E-07,X-XEW670281,2,0.53652218,0.198878341,-0.458715596,0.832114564,1.056658211,1.067352597
4183_Plaque cell 10_20122017_1323,K09,2.61E-07,X-WE52880180,2,-0.005969073,-0.093738165,-0.250382263,1.747693044,0.200719474,0.898449643
4183_Plaque cell 10_20122017_1323,L09,2.61E-07,EC_16576878,2,0.882167561,0.071826893,0.134174312,0.829219988,1.171890433,0.944799289
4183_Plaque cell 10_20122017_1323,M09,2.61E-07,X-WE60673361,2,0.630424913,0.131193448,0.168577982,1.074649604,0.657552747,0.80171083
4183_Plaque cell 10_20122017_1323,N09,2.61E-07,X-WE60677874,2,0.860067302,0.030343302,0.053899083,1.13362932,0.833694492,0.935898431
4183_Plaque cell 10_20122017_1323,O09,2.61E-07,X-WE60677880,2,0.905549769,-0.052489842,-0.017201835,0.992273875,0.942955921,1.013891477
4183_Plaque cell 10_20122017_1323,P09,2.61E-07,X-WE60677898,2,1.000053415,-0.039771726,-0.153669725,1.156807696,0.866070129,1.061263135
4183_Plaque cell 10_20122017_1323,A10,7.84E-08,X-XA25731,2,0.864941378,-0.001246288,-0.066896024,0.981392008,0.749047347,0.979333006
4183_Plaque cell 10_20122017_1323,B10,7.84E-08,EC_11177096,2,0.880378175,-0.018765539,-0.021788991,1.016540437,1.044283373,1.01695106
4183_Plaque cell 10_20122017_1323,C10,7.84E-08,EC_2075960,2,0.860601448,0.014657875,0.060015291,1.343975799,1.04570499,0.973911801
4183_Plaque cell 10_20122017_1323,D10,7.84E-08,EC_11188310,2,1.062601821,-0.003404401,0.011850153,0.763417341,1.243272536,1.049829818
4183_Plaque cell 10_20122017_1323,E10,7.84E-08,EC_24223796,2,0.86564912,-0.015785893,0.065749235,1.274984765,0.97418411,0.971345957
4183_Plaque cell 10_20122017_1323,F10,7.84E-08,EC_2072246,2,0.890006143,0.009015242,0.002675841,1.612104988,1.082389481,1.008591797
4183_Plaque cell 10_20122017_1323,G10,7.84E-08,EC_2075773,2,0.914389873,0.028888451,0.090978593,1.253221032,1.199574733,0.987104615
4183_Plaque cell 10_20122017_1323,H10,7.84E-08,EC_11189700,2,1.000600913,-0.041694316,0.014143731,0.478236267,0.87153997,0.99482157
4183_Plaque cell 10_20122017_1323,I10,7.84E-08,EC_2082611,2,0.792604759,0.008491292,0.084480122,1.528423435,0.874928158,0.933006584
4183_Plaque cell 10_20122017_1323,J10,7.84E-08,X-XEW670281,2,0.59455706,-0.05361964,-0.134938838,1.569012797,0.512114547,0.958385184
4183_Plaque cell 10_20122017_1323,K10,7.84E-08,X-WE52880180,2,0.124589376,-0.116748078,0.033256881,1.525920606,0.390234574,0.842313487
4183_Plaque cell 10_20122017_1323,L10,7.84E-08,EC_16576878,2,1.080388858,-0.004167435,0.029434251,0.977365718,1.215696548,1.042422351
4183_Plaque cell 10_20122017_1323,M10,7.84E-08,X-WE60673361,2,0.841532463,-0.000909282,0.047400612,1.372703926,0.946729976,0.966536476
4183_Plaque cell 10_20122017_1323,N10,7.84E-08,X-WE60677874,2,0.899460513,0.0016685,0.001146789,1.080416993,0.867038183,0.975638754
4183_Plaque cell 10_20122017_1323,O10,7.84E-08,X-WE60677880,2,0.774924552,-0.020660406,0.073394495,1.171824671,0.945853312,0.95447994
4183_Plaque cell 10_20122017_1323,P10,7.84E-08,X-WE60677898,2,1.02677403,-0.031071999,-0.149847095,1.189779751,1.03396311,1.086556459
4183_Plaque cell 10_20122017_1323,A11,2.35E-08,X-XA25731,2,0.699756964,0.009792264,-0.005733945,0.918821276,0.59523853,0.908229397
4183_Plaque cell 10_20122017_1323,B11,2.35E-08,EC_11177096,2,0.956827711,0.005894434,0.049311927,1.095760425,1.148860235,1.007069757
4183_Plaque cell 10_20122017_1323,C11,2.35E-08,EC_2075960,2,1.060451887,-0.018839299,-0.013379205,1.15648124,1.214115846,1.06242206
4183_Plaque cell 10_20122017_1323,D11,2.35E-08,EC_11188310,2,0.917795048,0.047290277,0.069189602,1.120788718,1.238757209,0.994689094
4183_Plaque cell 10_20122017_1323,E11,2.35E-08,EC_24223796,2,0.982720402,-0.00935352,0.035932722,1.186079916,1.168106223,1.024150248
4183_Plaque cell 10_20122017_1323,F11,2.35E-08,EC_2072246,2,1.170058489,-0.010219563,0.047782875,1.001088187,1.334993918,1.06699588
4183_Plaque cell 10_20122017_1323,G11,2.35E-08,EC_2075773,2,0.809817589,0.0352814,0.076070336,1.521894315,1.010689207,0.950156666
4183_Plaque cell 10_20122017_1323,H11,2.35E-08,EC_11189700,2,0.752784232,0.105878538,0.145642202,1.548554888,0.916889556,0.87745959
4183_Plaque cell 10_20122017_1323,I11,2.35E-08,EC_2082611,2,0.943674385,0.065971882,0.105504587,1.025790024,0.947461093,0.930720677
4183_Plaque cell 10_20122017_1323,J11,2.35E-08,X-XEW670281,2,0.668602943,0.016407765,0.010321101,1.539740576,0.777889251,0.928758973
4183_Plaque cell 10_20122017_1323,K11,2.35E-08,X-WE52880180,2,0.435221537,-0.084461076,-0.029434251,1.945198921,0.430534034,0.899917924
4183_Plaque cell 10_20122017_1323,L11,2.35E-08,EC_16576878,2,0.998223967,-0.026582818,0.084862385,0.957560721,1.206357878,1.018046534
4183_Plaque cell 10_20122017_1323,M11,2.35E-08,X-WE60673361,2,0.802419678,0.012798616,0.147553517,1.032972055,1.011254469,0.927113554
4183_Plaque cell 10_20122017_1323,N11,2.35E-08,X-WE60677874,2,0.95557247,0.000626959,0.03058104,1.514494646,1.023453298,0.998666232
4183_Plaque cell 10_20122017_1323,O11,2.35E-08,X-WE60677880,2,0.784832946,-0.045701641,-0.008027523,1.44735353,0.744328932,0.965345354
4183_Plaque cell 10_20122017_1323,P11,2.35E-08,X-WE60677898,2,0.835469914,0.035786274,-0.11735474,0.990315139,0.810014412,0.991732206
4183_Plaque cell 10_20122017_1323,A12,7.06E-09,X-XA25731,2,0.908687872,-0.04305862,-0.075688073,0.926112127,0.789228339,1.008537627
4183_Plaque cell 10_20122017_1323,B12,7.06E-09,EC_11177096,2,0.911185001,0.005327246,0.060779817,1.049294855,1.106086484,0.990547261
4183_Plaque cell 10_20122017_1323,C12,7.06E-09,EC_2075960,2,0.77094517,0.012841855,0.068425076,1.47347001,0.892278656,0.937467503
4183_Plaque cell 10_20122017_1323,D12,7.06E-09,EC_11188310,2,0.849704885,0.034111416,0.076070336,1.147884565,1.086596791,0.964926302
4183_Plaque cell 10_20122017_1323,E12,7.06E-09,EC_24223796,2,0.891288091,0.004306053,0.060015291,0.927091495,1.177106413,0.99934775
4183_Plaque cell 10_20122017_1323,F12,7.06E-09,EC_2072246,2,0.955692653,0.044599312,0.086009174,1.082919822,1.207732108,0.988520805
4183_Plaque cell 10_20122017_1323,G12,7.06E-09,EC_2075773,2,0.927262773,-0.00912461,0.100535168,1.272590755,1.088976307,0.98103363
4183_Plaque cell 10_20122017_1323,H12,7.06E-09,EC_11189700,2,0.956106615,0.012829138,0.068042813,1.112627318,1.102078878,0.990122404
4183_Plaque cell 10_20122017_1323,I12,7.06E-09,EC_2082611,2,0.812621852,0.160683424,0.25764526,0.973448246,1.057727809,0.841172853
4183_Plaque cell 10_20122017_1323,J12,7.06E-09,X-XEW670281,2,0.660256924,0.050711211,0.077981651,1.303821711,0.786611887,0.889855085
4183_Plaque cell 10_20122017_1323,K12,7.06E-09,X-WE52880180,2,0.714552787,-0.040798896,0.082186544,1.643009489,0.876207613,0.943070603
4183_Plaque cell 10_20122017_1323,L12,7.06E-09,EC_16576878,2,0.924859119,0.028093624,0.107033639,1.539522939,1.107694266,0.96972683
4183_Plaque cell 10_20122017_1323,M12,7.06E-09,X-WE60673361,2,0.810525332,0.04349037,0.034021407,1.596543919,0.960509508,0.95589228
4183_Plaque cell 10_20122017_1323,N12,7.06E-09,X-WE60677874,2,0.886146943,0.021525177,0.066513761,1.020675546,0.926441469,0.951197953
4183_Plaque cell 10_20122017_1323,O12,7.06E-09,X-WE60677880,2,0.788972572,0.086300368,0.142966361,1.213611039,0.950361869,0.892850055
