Plate,Well,Concentration,CPD_ID,Class,Eccent,R/N,Nuclei,Surface_nucleus,G/N,LDA_1
4184_Plaque cell 11_20122017_1348,P12,7.06E-09,X-WE60677898,2,0.812604826,-0.032226608,-0.095890411,1.334365809,0.753547089,0.985025345
4184_Plaque cell 11_20122017_1348,A13,2.12E-09,X-XA25731,2,0.88129721,-0.033480552,-0.100456621,0.789501969,0.862736127,1.009723746
4184_Plaque cell 11_20122017_1348,B13,2.12E-09,EC_11177096,2,0.905549502,0.006519499,-0.021689498,1.166596641,0.841863934,0.969129489
4184_Plaque cell 11_20122017_1348,C13,2.12E-09,EC_2075960,2,1.033323947,-0.0182276,-0.00913242,0.76710669,1.072907421,1.023527308
4184_Plaque cell 11_20122017_1348,D13,2.12E-09,EC_11188310,2,1.01399312,-0.016958518,0.063926941,1.06566155,1.312789223,1.034813406
4184_Plaque cell 11_20122017_1348,E13,2.12E-09,EC_24223796,2,0.869397549,-0.013838796,0.051369863,1.418885512,1.007767866,0.973423826
4184_Plaque cell 11_20122017_1348,F13,2.12E-09,EC_2072246,2,0.75524895,0.224389081,0.25,0.892987307,0.94345562,0.791217162
4184_Plaque cell 11_20122017_1348,G13,2.12E-09,EC_2075773,2,0.615660541,0.094082369,0.149162861,1.161808819,0.820568614,0.837524276
4184_Plaque cell 11_20122017_1348,H13,2.12E-09,EC_11189700,2,0.809030031,0.137335861,0.199771689,1.34521169,1.192210473,0.889362104
4184_Plaque cell 11_20122017_1348,I13,2.12E-09,EC_2082611,2,1.038796322,-0.011129067,0.070395738,0.864670764,1.158012917,1.007007139
4184_Plaque cell 11_20122017_1348,J13,2.12E-09,X-XEW670281,2,0.754208342,0.032655522,0.073059361,1.598086826,0.92439593,0.923115992
4184_Plaque cell 11_20122017_1348,K13,2.12E-09,X-WE52880180,2,0.719856029,-0.002753883,0.119482496,1.38331884,1.043487418,0.931914298
4184_Plaque cell 11_20122017_1348,L13,2.12E-09,EC_16576878,2,0.983521663,0.033885498,0.111111111,1.106700019,1.137829096,0.968207895
4184_Plaque cell 11_20122017_1348,M13,2.12E-09,X-WE60673361,2,0.854070002,-0.017089715,0.049086758,1.386347869,1.059544165,0.981706162
4184_Plaque cell 11_20122017_1348,N13,2.12E-09,X-WE60677874,2,0.88744292,0.028469823,0.106925419,1.373254644,1.141829863,0.962248272
4184_Plaque cell 11_20122017_1348,O13,2.12E-09,X-WE60677880,2,0.910066966,-0.012109262,0.005327245,0.976451736,1.165518696,1.017486248
4184_Plaque cell 11_20122017_1348,P13,2.12E-09,X-WE60677898,2,0.827601827,0.108641489,0.006468798,1.177637943,0.751219886,0.899712371
4184_Plaque cell 11_20122017_1348,A14,6.35E-10,X-XA25731,2,0.887149101,-0.035060975,-0.095509893,0.992280859,0.796077733,0.999644304
4184_Plaque cell 11_20122017_1348,B14,6.35E-10,EC_11177096,2,0.979995838,-0.007615753,-0.062785388,0.886597032,0.932536401,1.011071568
4184_Plaque cell 11_20122017_1348,C14,6.35E-10,EC_2075960,2,0.954286694,-0.005299616,0.00152207,0.973324995,1.082617253,1.008462946
4184_Plaque cell 11_20122017_1348,D14,6.35E-10,EC_11188310,2,0.930744463,0.040989077,0.066590563,0.810382733,1.172168747,0.979354275
4184_Plaque cell 11_20122017_1348,E14,6.35E-10,EC_24223796,2,0.917192072,0.063327947,0.079528158,1.471258415,1.186542457,0.971948915
4184_Plaque cell 11_20122017_1348,F14,6.35E-10,EC_2072246,2,1.122155161,-0.028964336,0.064687976,0.883216243,1.321918044,1.05214024
4184_Plaque cell 11_20122017_1348,G14,6.35E-10,EC_2075773,2,0.746409902,0.049881481,0.111111111,1.295281553,1.094395358,0.927955087
4184_Plaque cell 11_20122017_1348,H14,6.35E-10,EC_11189700,2,0.956637244,0.016783167,0.03500761,1.046803396,1.123417495,0.996008048
4184_Plaque cell 11_20122017_1348,I14,6.35E-10,EC_2082611,2,0.90488841,0.009448731,0.065068493,1.247794182,1.233266485,1.000308096
4184_Plaque cell 11_20122017_1348,J14,6.35E-10,X-XEW670281,2,1.046974279,0.041681647,0.049086758,0.801569233,1.247185491,1.011881447
4184_Plaque cell 11_20122017_1348,K14,6.35E-10,X-WE52880180,2,0.875139258,0.079836104,0.125190259,0.966192119,1.091518722,0.925658388
4184_Plaque cell 11_20122017_1348,L14,6.35E-10,EC_16576878,2,0.861733776,0.020509676,0.054794521,1.37579512,0.964902509,0.952247262
4184_Plaque cell 11_20122017_1348,M14,6.35E-10,X-WE60673361,2,1.040718387,-0.002516718,0.0456621,1.480345505,1.191228437,1.02279588
4184_Plaque cell 11_20122017_1348,N14,6.35E-10,X-WE60677874,2,1.04228542,-0.01314118,-0.011415525,1.192001407,1.227102716,1.051551643
4184_Plaque cell 11_20122017_1348,O14,6.35E-10,X-WE60677880,2,0.862443838,0.033209327,0.052130898,1.36817369,1.082039399,0.967965207
4184_Plaque cell 11_20122017_1348,P14,6.35E-10,X-WE60677898,2,0.735379455,-0.013619293,-0.272450533,1.214377144,0.867936807,1.051948689
4184_Plaque cell 11_20122017_1348,A15,3.23E-05,Saracatinib First lot,2,-0.394623116,0.358124584,-0.639649924,0.772510089,-0.097331043,0.762157605
4184_Plaque cell 11_20122017_1348,B15,3.23E-05,Canertinib First lot,2,-0.304702325,0.554611523,-0.627853881,0.69445883,-0.097331043,0.701171996
4184_Plaque cell 11_20122017_1348,C15,3.23E-05,X-WE51780341,2,-0.415361826,-0.015850909,-0.169710807,0.385605269,-0.003786045,0.727334956
4184_Plaque cell 11_20122017_1348,D15,3.23E-05,X-WE60848792,2,-0.039445172,0.152503031,0.361111111,-0.390422403,0.467165452,0.592118736
4184_Plaque cell 11_20122017_1348,E15,3.23E-05,EC_27082048,2,-0.632714273,0.91152884,0.640791476,0.476378453,0.240091156,0.126305037
4184_Plaque cell 11_20122017_1348,F15,3.23E-05,EC_27084143,2,-1.551522349,0.249210608,-0.237442922,2.500737715,-0.094455206,0.52196171
4184_Plaque cell 11_20122017_1348,G15,3.23E-05,EC_6772302,2,0.415227159,0.048781442,0.123287671,0.823563898,0.974912319,0.860921488
4184_Plaque cell 11_20122017_1348,H15,3.23E-05,X-WE60667960,2,-0.865320813,0.442335615,0.397640791,0.748287621,0.623959509,0.411722467
4184_Plaque cell 11_20122017_1348,I15,3.23E-05,EC_27082056,2,-1.011801721,-0.135302681,-0.338660578,2.175752128,-0.085819792,0.75571937
4184_Plaque cell 11_20122017_1348,J15,3.23E-05,Capecitabine,2,0.868430396,0.028410532,0.091704718,1.400418202,1.112747731,0.960990936
4184_Plaque cell 11_20122017_1348,K15,3.23E-05,Tideglusib,2,0.138964044,0.371899044,-0.615677321,2.396969016,0.062147032,0.850292478
4184_Plaque cell 11_20122017_1348,L15,3.23E-05,CHIR-99021,2,-0.638137679,0.20093251,-0.598934551,-1.00394751,-0.097331043,0.759595527
4184_Plaque cell 11_20122017_1348,M15,3.23E-05,AR-A014418,2,0.356071643,0.295958491,-0.621004566,-0.026870426,-0.097331043,0.863012456
4184_Plaque cell 11_20122017_1348,N15,3.23E-05,LRRK2-IN-1,2,-0.091034854,0.446035633,-0.624048706,0.72485661,-0.097331043,0.763154634
4184_Plaque cell 11_20122017_1348,O15,3.23E-05,Cytochalasin D,2,0.614938237,0.450535449,-0.646499239,-1.471326813,0.764238956,0.981836344
4184_Plaque cell 11_20122017_1348,P15,0,DMSO,2,0.306624389,0.068751191,0.350837139,-0.367128187,0.382890423,0.65321986
4184_Plaque cell 11_20122017_1348,A16,9.68E-06,Saracatinib First lot,2,-0.393839599,0.37799972,-0.644596651,0.852838006,0.0407914,0.780255817
4184_Plaque cell 11_20122017_1348,B16,9.68E-06,Canertinib First lot,2,-0.027545511,0.534882723,-0.652587519,0.965898987,-0.097331043,0.752614509
4184_Plaque cell 11_20122017_1348,C16,9.68E-06,X-WE51780341,2,0.042689421,0.380474808,0.285768645,1.114028317,0.716905497,0.602346455
4184_Plaque cell 11_20122017_1348,D16,9.68E-06,X-WE60848792,2,0.130271905,0.086225667,0.250380518,-0.105683828,0.487273489,0.681307268
4184_Plaque cell 11_20122017_1348,E16,9.68E-06,EC_27082048,2,-0.03583365,0.478735308,0.513318113,0.396324126,0.722772446,0.471834794
4184_Plaque cell 11_20122017_1348,F16,9.68E-06,EC_27084143,2,-0.437067689,0.830597743,0.842085236,0.496067147,0.328758502,0.118395946
4184_Plaque cell 11_20122017_1348,G16,9.68E-06,EC_6772302,2,0.636680827,0.144342304,0.168949772,1.116666504,0.871214468,0.823587264
4184_Plaque cell 11_20122017_1348,H16,9.68E-06,X-WE60667960,2,0.199490714,0.123016429,0.178462709,1.020714656,0.703567503,0.746112897
4184_Plaque cell 11_20122017_1348,I16,9.68E-06,EC_27082056,2,0.295814307,0.101506373,0.379375951,0.643092346,0.822049561,0.708176763
4184_Plaque cell 11_20122017_1348,J16,9.68E-06,Capecitabine,2,1.061212247,-0.015845863,-0.011415525,1.100544248,1.148773577,1.041459729
4184_Plaque cell 11_20122017_1348,K16,9.68E-06,Tideglusib,2,0.98490506,-0.016771814,-0.443683409,1.2626462,0.563041757,1.097190829
4184_Plaque cell 11_20122017_1348,L16,9.68E-06,CHIR-99021,2,0.187542083,-0.044043325,-0.311643836,-0.71696159,-0.057760714,0.846813257
4184_Plaque cell 11_20122017_1348,M16,9.68E-06,AR-A014418,2,0.965586475,-0.122221045,0.090182648,0.403359292,0.08060487,0.850614603
4184_Plaque cell 11_20122017_1348,N16,9.68E-06,LRRK2-IN-1,2,0.498585997,0.688965168,-0.622146119,2.044624449,1.205832657,0.971880904
4184_Plaque cell 11_20122017_1348,O16,9.68E-06,Cytochalasin D,2,0.46876339,0.507634045,-0.633561644,1.36817369,0.513977896,0.91752077
4184_Plaque cell 11_20122017_1348,P16,0,DMSO,2,0.662928639,-0.003518359,-0.126331811,1.770741526,0.67936397,0.958910478
4184_Plaque cell 11_20122017_1348,A17,2.90E-06,Saracatinib First lot,2,-0.130186208,0.494232994,-0.643835616,-0.342006781,0.223664961,0.794416886
4184_Plaque cell 11_20122017_1348,B17,2.90E-06,Canertinib First lot,2,0.282580219,0.627317557,-0.627092846,0.794954223,-0.029424107,0.759463814
4184_Plaque cell 11_20122017_1348,C17,2.90E-06,X-WE51780341,2,0.532828128,0.09325734,0.106164384,1.042601839,0.865855904,0.850081322
4184_Plaque cell 11_20122017_1348,D17,2.90E-06,X-WE60848792,2,0.476402679,0.052873789,0.175799087,0.843770458,0.728914112,0.807838048
4184_Plaque cell 11_20122017_1348,E17,2.90E-06,EC_27082048,2,0.228370652,0.101892395,0.208523592,1.113539763,0.671842402,0.741253711
4184_Plaque cell 11_20122017_1348,F17,2.90E-06,EC_27084143,2,-0.112912111,0.655750796,0.74543379,0.349383934,0.542036943,0.286950063
4184_Plaque cell 11_20122017_1348,G17,2.90E-06,EC_6772302,2,1.003023885,0.01415039,0.072298326,0.770888092,1.022754163,0.970707584
4184_Plaque cell 11_20122017_1348,H17,2.90E-06,X-WE60667960,2,0.704503997,0.081532839,0.084094368,1.692475304,0.912444153,0.894964372
4184_Plaque cell 11_20122017_1348,I17,2.90E-06,EC_27082056,2,0.850372783,-0.01108996,0.083713851,0.581612812,0.985815751,0.949257122
4184_Plaque cell 11_20122017_1348,J17,2.90E-06,Capecitabine,2,0.987659611,-0.007363451,0.031582953,0.687716795,0.780049405,0.951154498
4184_Plaque cell 11_20122017_1348,K17,2.90E-06,Tideglusib,2,0.883219275,0.032275807,0.057458143,1.411459504,1.115561214,0.974593506
4184_Plaque cell 11_20122017_1348,L17,2.90E-06,CHIR-99021,2,1.183930561,0.291608795,0.407534247,0.674662654,1.381973752,0.832557902
4184_Plaque cell 11_20122017_1348,M17,2.90E-06,AR-A014418,2,0.640218895,0.065709683,0.230593607,0.91588091,0.386025988,0.74805128
4184_Plaque cell 11_20122017_1348,N17,2.90E-06,LRRK2-IN-1,2,0.778179058,0.645863058,-0.587899543,3.447553814,0.892620306,0.966376937
4184_Plaque cell 11_20122017_1348,O17,2.90E-06,Cytochalasin D,2,0.315292044,0.583458538,-0.630136986,1.929716737,0.618537791,0.892267228
4184_Plaque cell 11_20122017_1348,P17,0,DMSO,2,1.136160523,-0.022157212,-0.112633181,0.925681287,0.991269045,1.0632329
4184_Plaque cell 11_20122017_1348,A18,8.71E-07,Saracatinib First lot,2,0.378083567,0.830354271,-0.614535769,1.786863782,0.676168409,0.818295657
4184_Plaque cell 11_20122017_1348,B18,8.71E-07,Canertinib First lot,2,0.075560398,0.082886442,-0.499619482,1.315898498,0.222783972,0.917698863
4184_Plaque cell 11_20122017_1348,C18,8.71E-07,X-WE51780341,2,0.871038037,-0.006819739,0.050228311,0.746724251,0.953500166,0.95845158
4184_Plaque cell 11_20122017_1348,D18,8.71E-07,X-WE60848792,2,0.801513167,0.062829649,0.058980213,0.447612441,0.766105138,0.890544788
4184_Plaque cell 11_20122017_1348,E18,8.71E-07,EC_27082048,2,0.605682945,0.229228244,0.202054795,1.293620472,1.038807753,0.807028328
4184_Plaque cell 11_20122017_1348,F18,8.71E-07,EC_27084143,2,0.342629433,0.120579186,0.226407915,1.029215481,0.952732852,0.787358306
4184_Plaque cell 11_20122017_1348,G18,8.71E-07,EC_6772302,2,0.839574942,0.014470814,0.046423135,1.355764439,0.807442184,0.928956394
4184_Plaque cell 11_20122017_1348,H18,8.71E-07,X-WE60667960,2,0.513387118,0.299623186,0.199391172,0.565050858,0.629962237,0.70149193
4184_Plaque cell 11_20122017_1348,I18,8.71E-07,EC_27082056,2,0.884823035,0.042457478,0.084474886,1.208416795,1.284461774,0.987513771
4184_Plaque cell 11_20122017_1348,J18,8.71E-07,Capecitabine,2,0.896159544,0.024578055,0.059360731,1.006546613,1.049843806,0.964787429
4184_Plaque cell 11_20122017_1348,K18,8.71E-07,Tideglusib,2,0.957200397,0.030603041,0.04109589,1.478586713,1.04301061,0.978857433
4184_Plaque cell 11_20122017_1348,L18,8.71E-07,CHIR-99021,2,1.146456423,0.150223477,0.278538813,1.215158829,1.671159398,0.974217988
4184_Plaque cell 11_20122017_1348,M18,8.71E-07,AR-A014418,2,0.853494607,-0.059213018,0.066590563,1.561249915,0.883712522,0.962149254
4184_Plaque cell 11_20122017_1348,N18,8.71E-07,LRRK2-IN-1,2,0.970605879,0.08563654,-0.433028919,-0.476495706,0.380013786,1.015478186
4184_Plaque cell 11_20122017_1348,O18,8.71E-07,Cytochalasin D,2,0.26524491,0.447949348,-0.593226788,3.576043305,1.040999175,0.998261757
4184_Plaque cell 11_20122017_1348,P18,0,DMSO,2,0.635175006,-0.021286768,-0.03196347,1.294890711,0.858770094,0.952970351
4184_Plaque cell 11_20122017_1348,A19,2.61E-07,Saracatinib First lot,2,0.773135169,0.67619992,-0.609208524,0.50087451,1.152578568,0.986312854
4184_Plaque cell 11_20122017_1348,B19,2.61E-07,Canertinib First lot,2,-0.00479904,-0.084894266,-0.183789954,1.480834058,0.047192943,0.821645276
4184_Plaque cell 11_20122017_1348,C19,2.61E-07,X-WE51780341,2,1.083346596,-0.053010285,-0.051369863,0.553413521,1.251344141,1.084657062
4184_Plaque cell 11_20122017_1348,D19,2.61E-07,X-WE60848792,2,0.931834041,0.070417649,0.124809741,1.171775305,1.20116878,0.955099929
4184_Plaque cell 11_20122017_1348,E19,2.61E-07,EC_27082048,2,0.891054442,0.00821371,0.02283105,1.302219009,1.232233928,1.014751952
4184_Plaque cell 11_20122017_1348,F19,2.61E-07,EC_27084143,2,0.853298728,0.033269879,0.093607306,1.281895196,1.331725764,0.991606633
4184_Plaque cell 11_20122017_1348,G19,2.61E-07,EC_6772302,2,0.929532461,0.047330702,0.067732116,0.913076615,1.176911566,0.978059377
4184_Plaque cell 11_20122017_1348,H19,2.61E-07,X-WE60667960,2,0.781117246,0.043804773,0.101598174,1.00605806,0.790627596,0.886507873
4184_Plaque cell 11_20122017_1348,I19,2.61E-07,EC_27082056,2,1.028402483,-0.021858234,0.04261796,0.589576229,1.28709527,1.038805243
4184_Plaque cell 11_20122017_1348,J19,2.61E-07,Capecitabine,2,0.84066452,0.033972542,0.143074581,1.153601126,1.030417826,0.921830077
4184_Plaque cell 11_20122017_1348,K19,2.61E-07,Tideglusib,2,0.773832989,-0.004506124,0.058980213,1.532034433,0.917916393,0.941899479
4184_Plaque cell 11_20122017_1348,L19,2.61E-07,CHIR-99021,2,1.033691221,-0.01415039,0.102739726,0.958082136,0.999592661,0.970384469
4184_Plaque cell 11_20122017_1348,M19,2.61E-07,AR-A014418,2,0.87999951,-0.017662442,0.020167428,1.31765729,0.863737108,0.96342339
4184_Plaque cell 11_20122017_1348,N19,2.61E-07,LRRK2-IN-1,2,1.592583524,0.011233772,0.0304414,-0.159385595,1.927132682,1.200034822
4184_Plaque cell 11_20122017_1348,O19,2.61E-07,Cytochalasin D,2,0.43612502,0.324048599,-0.590563166,3.06042426,1.207821988,1.084237926
4184_Plaque cell 11_20122017_1348,P19,0,DMSO,2,0.740484556,-0.017162883,-0.114155251,1.505652561,0.918330048,1.005685086
4184_Plaque cell 11_20122017_1348,A20,7.84E-08,Saracatinib First lot,2,0.590232974,0.15873112,-0.49086758,1.918089171,0.60931424,1.018169634
4184_Plaque cell 11_20122017_1348,B20,7.84E-08,Canertinib First lot,2,0.210325282,-0.12719355,-0.082952816,1.503502926,0.4131851,0.884939458
4184_Plaque cell 11_20122017_1348,C20,7.84E-08,X-WE51780341,2,0.998518664,0.010046689,0.036149163,0.994235072,1.154037411,1.007639279
4184_Plaque cell 11_20122017_1348,D20,7.84E-08,X-WE60848792,2,0.851352179,0.032964593,0.010273973,1.458849164,0.97133468,0.964674856
4184_Plaque cell 11_20122017_1348,E20,7.84E-08,EC_27082048,2,0.799272799,0.027671285,0.060121766,1.203433552,0.966822371,0.93940571
4184_Plaque cell 11_20122017_1348,F20,7.84E-08,EC_27084143,2,0.983925664,-0.003332917,0.009512938,1.087548733,0.902402765,0.979923355
4184_Plaque cell 11_20122017_1348,G20,7.84E-08,EC_6772302,2,0.806948814,0.042765287,0.053652968,1.205583186,0.999573715,0.942902052
4184_Plaque cell 11_20122017_1348,H20,7.84E-08,X-WE60667960,2,0.924464087,-0.03569047,-0.011796043,0.813401991,1.028832676,1.010315344
4184_Plaque cell 11_20122017_1348,I20,7.84E-08,EC_27082056,2,0.727568772,0.117357282,0.125570776,1.290689153,0.977871055,0.878318213
4184_Plaque cell 11_20122017_1348,J20,7.84E-08,Capecitabine,2,0.694318279,0.069597666,0.127853881,1.076214299,0.731121323,0.848230273
4184_Plaque cell 11_20122017_1348,K20,7.84E-08,Tideglusib,2,1.108798648,0.028460992,0.00761035,1.367880559,1.321873837,1.055017883
4184_Plaque cell 11_20122017_1348,L20,7.84E-08,CHIR-99021,2,1.022562834,0.027648578,0.086757991,1.388497503,1.272336325,1.007754603
4184_Plaque cell 11_20122017_1348,M20,7.84E-08,AR-A014418,2,0.854682125,0.026657029,0.087899543,1.144220904,1.068297224,0.952417531
4184_Plaque cell 11_20122017_1348,N20,7.84E-08,LRRK2-IN-1,2,1.323678122,0.125915385,0.037290715,0.54219634,1.652058658,1.085355001
4184_Plaque cell 11_20122017_1348,O20,7.84E-08,Cytochalasin D,2,0.389016074,0.312330405,-0.573820396,3.973627898,0.99700653,1.048008594
4184_Plaque cell 11_20122017_1348,P20,0,DMSO,2,0.584050537,0.037894585,-0.082191781,1.298212872,0.857882789,0.94484958
4184_Plaque cell 11_20122017_1348,A21,2.35E-08,Saracatinib First lot,2,0.772694441,-0.02744169,-0.300989346,0.947529386,0.748630598,1.050588318
4184_Plaque cell 11_20122017_1348,B21,2.35E-08,Canertinib First lot,2,0.568686263,-0.070848834,-0.054033486,1.84461077,0.572287412,0.926904304
4184_Plaque cell 11_20122017_1348,C21,2.35E-08,X-WE51780341,2,1.215161049,-0.055747263,-0.090943683,0.315019102,1.093902762,1.089092228
4184_Plaque cell 11_20122017_1348,D21,2.35E-08,X-WE60848792,2,0.939828361,0.006166275,-0.010273973,1.277205085,0.965647718,0.990080467
4184_Plaque cell 11_20122017_1348,E21,2.35E-08,EC_27082048,2,1.036409045,-0.028715818,-0.04261796,0.899602318,1.118311544,1.048037458
4184_Plaque cell 11_20122017_1348,F21,2.35E-08,EC_27084143,2,0.854682125,0.042899007,0.046803653,0.784303763,1.124279538,0.968732425
4184_Plaque cell 11_20122017_1348,G21,2.35E-08,EC_6772302,2,0.838277243,0.021164402,0.000380518,1.117057346,1.051479478,0.981549192
4184_Plaque cell 11_20122017_1348,H21,2.35E-08,X-WE60667960,2,0.902623557,0.01993695,0.030821918,1.18633419,1.097019381,0.986490138
4184_Plaque cell 11_20122017_1348,I21,2.35E-08,EC_27082056,2,0.87529841,-0.005063713,0.037290715,1.11148784,0.848037177,0.948358075
4184_Plaque cell 11_20122017_1348,J21,2.35E-08,Capecitabine,2,0.853898608,0.022809414,0.092085236,0.697497631,0.917423797,0.924667274
4184_Plaque cell 11_20122017_1348,K21,2.35E-08,Tideglusib,2,1.056951875,-0.006889122,0.044520548,1.045142316,1.122697546,1.012720493
4184_Plaque cell 11_20122017_1348,L21,2.35E-08,CHIR-99021,2,0.762814784,0.051574431,0.127473364,1.169430249,1.070292871,0.918629251
4184_Plaque cell 11_20122017_1348,M21,2.35E-08,AR-A014418,2,1.151781889,-0.008573242,-0.018645358,1.247110208,1.190047469,1.060355348
4184_Plaque cell 11_20122017_1348,N21,2.35E-08,LRRK2-IN-1,2,0.888348861,0.052606349,-0.032724505,1.481420322,1.092500757,0.998129578
4184_Plaque cell 11_20122017_1348,O21,2.35E-08,Cytochalasin D,2,0.894249721,0.10373925,-0.404490107,0.977428842,1.281291474,1.14543882
4184_Plaque cell 11_20122017_1348,P21,0,DMSO,2,0.612195928,0.009164891,-0.055555556,1.503698348,0.851390622,0.948592216
4184_Plaque cell 11_20122017_1348,A22,7.06E-09,Saracatinib First lot,2,0.157082869,0.241258031,0.049086758,1.128196359,0.543486313,0.722774056
4184_Plaque cell 11_20122017_1348,B22,7.06E-09,Canertinib First lot,2,0.962611559,-0.034673438,-0.143074581,1.003419872,0.757235246,1.019969091
4184_Plaque cell 11_20122017_1348,C22,7.06E-09,X-WE51780341,2,0.744487837,0.030146373,0.017884323,1.142364402,0.779758899,0.916591269
4184_Plaque cell 11_20122017_1348,D22,7.06E-09,X-WE60848792,2,0.814600345,0.004135239,-0.059741248,1.147445355,0.749836827,0.957740826
4184_Plaque cell 11_20122017_1348,E22,7.06E-09,EC_27082048,2,0.887173586,0.005674285,-0.009893455,1.027163558,1.108109115,1.005208317
4184_Plaque cell 11_20122017_1348,F22,7.06E-09,EC_27084143,2,0.895828997,-0.029539586,-0.020167428,1.29332734,1.116833755,1.025221148
4184_Plaque cell 11_20122017_1348,G22,7.06E-09,EC_6772302,2,0.794975699,0.034190784,0.050608828,1.375501988,1.002526135,0.947073495
4184_Plaque cell 11_20122017_1348,H22,7.06E-09,X-WE60667960,2,0.604715792,0.315255854,0.243531202,0.478361979,0.70798824,0.70319878
4184_Plaque cell 11_20122017_1348,I22,7.06E-09,EC_27082056,2,0.440458847,0.356512371,0.349315068,0.876562149,0.614928575,0.617628226
4184_Plaque cell 11_20122017_1348,J22,7.06E-09,Capecitabine,2,0.658766206,0.036337879,0.01826484,1.298603715,0.87859394,0.920950051
4184_Plaque cell 11_20122017_1348,K22,7.06E-09,Tideglusib,2,0.817220229,-0.004533877,0.004185693,1.299971664,0.97735004,0.975498688
4184_Plaque cell 11_20122017_1348,L22,7.06E-09,CHIR-99021,2,0.851854119,0.059495471,0.007229833,1.451325445,0.790848633,0.927405473
4184_Plaque cell 11_20122017_1348,M22,7.06E-09,AR-A014418,2,0.912576668,-0.000652202,0.02587519,1.380192099,1.074609404,0.994176046
4184_Plaque cell 11_20122017_1348,N22,7.06E-09,LRRK2-IN-1,2,0.791119327,0.00933898,-0.073439878,1.623687013,0.968394891,0.996755269
4184_Plaque cell 11_20122017_1348,O22,7.06E-09,Cytochalasin D,2,0.800448074,-0.003368239,-0.195966514,1.567601106,0.858015411,1.028965373
4184_Plaque cell 11_20122017_1348,P22,0,DMSO,2,0.816253076,-0.037426816,-0.190258752,1.497835709,0.82034442,1.03385516
4184_Plaque cell 11_20122017_1348,A23,2.12E-09,Saracatinib First lot,2,0.549208526,-0.004806364,-0.247336377,1.110803865,0.516257733,0.95913437
4184_Plaque cell 11_20122017_1348,B23,2.12E-09,Canertinib First lot,2,0.618219213,0.038146888,-0.001902588,1.081881516,0.793570544,0.907563144
4184_Plaque cell 11_20122017_1348,C23,2.12E-09,X-WE51780341,2,0.801782501,-0.028093892,-0.130517504,1.112660368,0.726267986,0.989143079
4184_Plaque cell 11_20122017_1348,D23,2.12E-09,X-WE60848792,2,0.683153165,0.245215397,0.145738204,1.381755469,0.647863063,0.768754248
4184_Plaque cell 11_20122017_1348,E23,2.12E-09,EC_27082048,2,0.873780346,-0.034460747,-0.131278539,0.626325201,0.695682803,0.992254174
4184_Plaque cell 11_20122017_1348,F23,2.12E-09,EC_27084143,2,0.764749091,0.05179898,-0.047564688,1.979451452,1.050472182,0.985175323
4184_Plaque cell 11_20122017_1348,G23,2.12E-09,EC_6772302,2,0.717346327,0.043731606,0.033866058,0.923551195,0.952754956,0.929457736
4184_Plaque cell 11_20122017_1348,H23,2.12E-09,X-WE60667960,2,0.868969063,0.065125603,-0.02435312,1.100935091,1.124402687,0.991119127
4184_Plaque cell 11_20122017_1348,I23,2.12E-09,EC_27082056,2,0.761027386,0.014918651,-0.052130898,1.117839031,0.817069917,0.955453437
4184_Plaque cell 11_20122017_1348,J23,2.12E-09,Capecitabine,2,0.593195647,0.010529848,0.03957382,0.832680301,0.758709877,0.891408541
4184_Plaque cell 11_20122017_1348,K23,2.12E-09,Tideglusib,2,0.656183049,0.098017028,0.060121766,1.442140645,0.909646458,0.890160307
4184_Plaque cell 11_20122017_1348,L23,2.12E-09,CHIR-99021,2,0.90308877,0.075457393,-0.055936073,1.10533207,0.955988409,0.97601856
4184_Plaque cell 11_20122017_1348,M23,2.12E-09,AR-A014418,2,0.678158246,0.057188163,-0.020928463,1.329675698,0.895089604,0.933484981
4184_Plaque cell 11_20122017_1348,N23,2.12E-09,LRRK2-IN-1,2,0.915759705,0.034364872,-0.074961948,1.630331337,1.173450761,1.03736049
4184_Plaque cell 11_20122017_1348,O23,2.12E-09,Cytochalasin D,2,0.629151721,-0.036864182,-0.137747336,1.370225614,0.737357719,0.977193864
4184_Plaque cell 11_20122017_1348,P23,0,DMSO,2,0.840872642,0.054093672,-0.178462709,1.427484049,1.128662383,1.050919235
4184_Plaque cell 11_20122017_1348,A24,6.35E-10,Saracatinib First lot,2,0.837812029,-0.026260914,-0.27435312,1.556559804,0.927897785,1.081448129
4184_Plaque cell 11_20122017_1348,B24,6.35E-10,Canertinib First lot,2,0.884002791,-0.048255138,-0.290334855,1.350585775,0.97763423,1.107221007
4184_Plaque cell 11_20122017_1348,C24,6.35E-10,X-WE51780341,2,0.806495844,-0.014644903,-0.203957382,1.578544698,0.923720189,1.047244614
4184_Plaque cell 11_20122017_1348,D24,6.35E-10,X-WE60848792,2,0.746238507,-0.04576529,-0.23782344,1.633555788,0.913830369,1.061715734
4184_Plaque cell 11_20122017_1348,E24,6.35E-10,EC_27082048,2,0.669747683,0.005751237,-0.159817352,1.482006586,0.74870954,0.978277941
4184_Plaque cell 11_20122017_1348,F24,6.35E-10,EC_27084143,2,0.899256883,-0.01196545,-0.192541857,1.376869937,0.930269194,1.053213342
4184_Plaque cell 11_20122017_1348,G24,6.35E-10,EC_6772302,2,0.541838571,0.025292072,-0.129756469,1.986486619,0.856133441,0.965676986
