Plate,Well,Nuclei,R/N,Eccent,CPD_ID,Concentration,G/N
EMT-Serie2-3-C1,O24,-0.136134454,0.066308687,0.233980112,EC_11177096,6.35E-10,0.648550731
EMT-Serie2-3-C2,O15,-0.106741573,0.048384068,0.778937478,EC_11177096,3.23E-05,1.020314994
EMT-Serie2-3-C2,O16,-0.050561798,0.028164037,0.848087765,EC_11177096,9.68E-06,0.729294687
EMT-Serie2-3-C2,O17,0.01642178,0.022631472,1.050281883,EC_11177096,2.90E-06,0.996670615
EMT-Serie2-3-C2,O18,0.078219533,0.131796871,0.843592869,EC_11177096,8.71E-07,0.972354915
EMT-Serie2-3-C2,O19,-0.047104581,0.022346121,1.041063538,EC_11177096,2.61E-07,0.850077882
EMT-Serie2-3-C2,O20,-0.051858254,0.095455224,0.591167657,EC_11177096,7.84E-08,0.866549417
EMT-Serie2-3-C2,O21,-0.157735523,0.096506441,0.985423333,EC_11177096,2.35E-08,1.027744875
EMT-Serie2-3-C2,O22,-0.066119274,0.095780495,0.946035858,EC_11177096,7.06E-09,0.826672396
EMT-Serie2-3-C2,O23,-0.068712187,0.181677186,0.491289553,EC_11177096,2.12E-09,0.681268081
EMT-Serie2-3-C2,O24,-0.19187554,0.15660766,0.110975672,EC_11177096,6.35E-10,0.664246185
EMT-Serie2-3-C3,O15,-0.049521432,0.06660601,0.881420582,EC_11177096,3.23E-05,1.138610103
EMT-Serie2-3-C3,O16,-0.05326675,-0.010183606,0.987345687,EC_11177096,9.68E-06,0.959091289
EMT-Serie2-3-C3,O17,-0.050353725,-0.021218644,1.427798253,EC_11177096,2.90E-06,1.137978597
EMT-Serie2-3-C3,O18,-0.003329172,0.122064528,0.972887297,EC_11177096,8.71E-07,0.952019854
EMT-Serie2-3-C3,O19,0.070328756,0.116812807,0.725419448,EC_11177096,2.61E-07,0.865714104
EMT-Serie2-3-C3,O20,-0.035372451,0.084870197,0.850261591,EC_11177096,7.84E-08,1.019205616
EMT-Serie2-3-C3,O21,-0.102372035,0.042916311,1.007216309,EC_11177096,2.35E-08,1.014845731
EMT-Serie2-3-C3,O22,0.01539742,0.01504393,0.145872529,EC_11177096,7.06E-09,0.651690829
EMT-Serie2-3-C3,O23,-0.173533084,-0.035818602,0.482075204,EC_11177096,2.12E-09,0.78652617
EMT-Serie2-3-C3,O24,-0.226383687,0.022192754,0.271255895,EC_11177096,6.35E-10,0.673261915
EMT-Serie2-2-C1,H05,-0.288853376,0.524928046,-0.376492446,EC_11177295,3.23E-05,1.158886016
EMT-Serie2-2-C1,H06,-0.11825809,0.224615519,0.998169449,EC_11177295,9.68E-06,1.319008499
EMT-Serie2-2-C1,H07,-0.033559728,0.203796843,1.183601541,EC_11177295,2.90E-06,1.261750563
EMT-Serie2-2-C1,H08,0.02117459,0.003945111,1.373814923,EC_11177295,8.71E-07,1.367468496
EMT-Serie2-2-C1,H09,0.05553336,0.00648167,0.981721811,EC_11177295,2.61E-07,1.063098984
EMT-Serie2-2-C1,H10,-0.059129045,-0.053682007,1.359170514,EC_11177295,7.84E-08,1.318141293
EMT-Serie2-2-C1,H11,0.071114662,0.062871762,1.248271905,EC_11177295,2.35E-08,1.138744471
EMT-Serie2-2-C1,H12,-0.009188973,-0.075694101,1.377476025,EC_11177295,7.06E-09,1.279894738
EMT-Serie2-2-C1,H13,0.040751099,0.039198186,1.224611349,EC_11177295,2.12E-09,1.367647532
EMT-Serie2-2-C1,H14,0.020375549,0.011877489,1.380372121,EC_11177295,6.35E-10,1.198802641
EMT-Serie2-2-C2,H05,-0.36997539,0.529097306,-0.335357958,EC_11177295,3.23E-05,1.315079085
EMT-Serie2-2-C2,H06,-0.219852338,0.214290305,0.807707701,EC_11177295,9.68E-06,1.192953826
EMT-Serie2-2-C2,H07,-0.090648072,0.008004728,1.246109659,EC_11177295,2.90E-06,1.308782026
EMT-Serie2-2-C2,H08,0.023789992,0.146317881,1.017044518,EC_11177295,8.71E-07,1.208792265
EMT-Serie2-2-C2,H09,0.060705496,0.096689684,0.847070179,EC_11177295,2.61E-07,1.10290117
EMT-Serie2-2-C2,H10,-0.098851518,-0.094353516,1.363726252,EC_11177295,7.84E-08,1.106355915
EMT-Serie2-2-C2,H11,-0.033634126,-0.04439697,1.277915107,EC_11177295,2.35E-08,1.151660194
EMT-Serie2-2-C2,H12,0.006972929,0.036443939,1.020976058,EC_11177295,7.06E-09,1.138196108
EMT-Serie2-2-C2,H13,0.030352748,0.009794579,1.109423924,EC_11177295,2.12E-09,1.276869598
EMT-Serie2-2-C2,H14,-0.024200164,-0.021035291,1.10709325,EC_11177295,6.35E-10,1.14821487
EMT-Serie2-2-C3,H05,-0.230457675,0.519845014,-0.20092714,EC_11177295,3.23E-05,1.246298614
EMT-Serie2-2-C3,H06,-0.096800324,0.229012453,0.92175501,EC_11177295,9.68E-06,1.312392335
EMT-Serie2-2-C3,H07,0.061968408,0.17658627,0.823820004,EC_11177295,2.90E-06,0.963079653
EMT-Serie2-2-C3,H08,0.083839611,0.027381757,1.157660611,EC_11177295,8.71E-07,1.078588627
EMT-Serie2-2-C3,H09,0.102875658,0.048706245,0.962492976,EC_11177295,2.61E-07,1.077207231
EMT-Serie2-2-C3,H10,0.029566626,-0.037100427,1.077074358,EC_11177295,7.84E-08,1.10205595
EMT-Serie2-2-C3,H11,0.024301337,0.036484386,1.067358119,EC_11177295,2.35E-08,1.100330026
EMT-Serie2-2-C3,H12,-0.024706359,-0.122908493,1.285797902,EC_11177295,7.06E-09,1.047620423
EMT-Serie2-2-C3,H13,0.027946537,0.00567538,1.191164076,EC_11177295,2.12E-09,1.304363177
EMT-Serie2-2-C3,H14,0.103685703,0.120692419,0.932876007,EC_11177295,6.35E-10,0.778819166
EMT-Serie2-3-C1,P05,0.104201681,-0.18286991,-0.476036866,EC_11177591,3.23E-05,0.101189407
EMT-Serie2-3-C1,P06,0.154201681,0.15773506,-0.211739025,EC_11177591,9.68E-06,0.661221518
EMT-Serie2-3-C1,P07,0.230252101,0.190506774,-0.139922387,EC_11177591,2.90E-06,0.661697628
EMT-Serie2-3-C1,P08,-0.023529412,0.022789007,0.251806937,EC_11177591,8.71E-07,0.656321406
EMT-Serie2-3-C1,P09,-0.121008403,-0.119666604,0.291414019,EC_11177591,2.61E-07,0.91407427
EMT-Serie2-3-C1,P10,-0.072689076,-0.052549745,0.32527286,EC_11177591,7.84E-08,0.612136988
EMT-Serie2-3-C1,P11,-0.029411765,0.00765975,0.643026922,EC_11177591,2.35E-08,0.771679088
EMT-Serie2-3-C1,P12,-0.070588235,-0.111104277,0.292723745,EC_11177591,7.06E-09,0.699734317
EMT-Serie2-3-C1,P13,-0.083193277,-0.080964485,0.724666505,EC_11177591,2.12E-09,0.806588045
EMT-Serie2-3-C1,P14,-0.027310924,0.00134886,0.418918263,EC_11177591,6.35E-10,0.906720626
EMT-Serie2-3-C2,P05,0.069144339,-0.202195875,-0.653969221,EC_11177591,3.23E-05,0.085467824
EMT-Serie2-3-C2,P06,0.155574762,0.256752701,-0.384859566,EC_11177591,9.68E-06,0.642642981
EMT-Serie2-3-C2,P07,0.066983578,0.192050376,-0.16928234,EC_11177591,2.90E-06,0.66775096
EMT-Serie2-3-C2,P08,0.163785653,0.119449878,0.087155264,EC_11177591,8.71E-07,0.536888891
EMT-Serie2-3-C2,P09,-0.170267934,-0.063722077,0.449718117,EC_11177591,2.61E-07,0.784757223
EMT-Serie2-3-C2,P10,0.004753673,-0.103354875,0.30506882,EC_11177591,7.84E-08,0.745442659
EMT-Serie2-3-C2,P11,-0.111927398,-0.159292624,0.408527604,EC_11177591,2.35E-08,0.692895225
EMT-Serie2-3-C2,P12,-0.167242869,-0.113438278,0.610594748,EC_11177591,7.06E-09,0.828126923
EMT-Serie2-3-C2,P13,0.016853933,0.059075136,0.390928945,EC_11177591,2.12E-09,0.764203335
EMT-Serie2-3-C2,P14,-0.083405359,-0.003190613,0.370206714,EC_11177591,6.35E-10,0.858475432
EMT-Serie2-3-C3,P05,0.072409488,-0.228682046,-0.80260818,EC_11177591,3.23E-05,0.093125652
EMT-Serie2-3-C3,P06,0.186017478,0.139215864,-0.107729182,EC_11177591,9.68E-06,0.541694704
EMT-Serie2-3-C3,P07,0.254681648,0.282300417,-0.536197521,EC_11177591,2.90E-06,0.589692689
EMT-Serie2-3-C3,P08,0.135247607,0.029911147,-0.005257596,EC_11177591,8.71E-07,0.680076466
EMT-Serie2-3-C3,P09,-0.121514773,-0.063931955,0.179840726,EC_11177591,2.61E-07,0.685481725
EMT-Serie2-3-C3,P10,-0.088639201,-0.175200956,0.157702121,EC_11177591,7.84E-08,0.768369496
EMT-Serie2-3-C3,P11,-0.01414898,-0.042213843,0.085152445,EC_11177591,2.35E-08,0.715683385
EMT-Serie2-3-C3,P12,-0.172700791,-0.049399177,0.258189222,EC_11177591,7.06E-09,0.58578235
EMT-Serie2-3-C3,P13,-0.063254266,-0.070603218,0.224246798,EC_11177591,2.12E-09,0.788459933
EMT-Serie2-3-C3,P14,0.009571369,-0.061450678,0.269838406,EC_11177591,6.35E-10,0.631650341
EMT-Serie2-2-C1,C05,-0.049540551,0.115767363,1.07267561,EC_11177597,3.23E-05,1.2137997
EMT-Serie2-2-C1,C06,-0.051138634,-0.045345524,1.26797082,EC_11177597,9.68E-06,1.253380632
EMT-Serie2-2-C1,C07,-0.091090691,-0.02742681,1.400316931,EC_11177597,2.90E-06,0.999896495
EMT-Serie2-2-C1,C08,-0.058729525,-0.004474227,1.249883883,EC_11177597,8.71E-07,1.194385488
EMT-Serie2-2-C1,C09,0.001997603,0.052664477,1.070599164,EC_11177597,2.61E-07,1.017061567
EMT-Serie2-2-C1,C10,0.057530963,0.004105009,1.057539411,EC_11177597,7.84E-08,1.210428788
EMT-Serie2-2-C1,C11,0.019976029,0.098431549,1.343023415,EC_11177597,2.35E-08,1.029409453
EMT-Serie2-2-C1,C12,0.143028366,0.178477774,1.120925658,EC_11177597,7.06E-09,1.014459951
EMT-Serie2-2-C1,C13,-0.030763084,-0.009262436,1.559219693,EC_11177597,2.12E-09,1.25372192
EMT-Serie2-2-C1,C14,0.02756692,-0.003689275,1.286604191,EC_11177597,6.35E-10,1.18282648
EMT-Serie2-2-C2,C05,-0.076292043,0.107515418,0.818960849,EC_11177597,3.23E-05,1.152715461
EMT-Serie2-2-C2,C06,0.007793273,0.025998251,1.121477505,EC_11177597,9.68E-06,1.069920911
EMT-Serie2-2-C2,C07,-0.0488105,-0.009598967,1.066718459,EC_11177597,2.90E-06,0.950443244
EMT-Serie2-2-C2,C08,-0.013945857,-0.025736969,0.885726393,EC_11177597,8.71E-07,1.051824326
EMT-Serie2-2-C2,C09,0.010254307,0.094737754,1.20378087,EC_11177597,2.61E-07,1.020257372
EMT-Serie2-2-C2,C10,0.034044299,0.145682141,0.948018928,EC_11177597,7.84E-08,1.043495248
EMT-Serie2-2-C2,C11,-0.068088597,-0.081721163,1.627633778,EC_11177597,2.35E-08,1.296646447
EMT-Serie2-2-C2,C12,0.067268253,0.158500326,0.78002213,EC_11177597,7.06E-09,0.982264592
EMT-Serie2-2-C2,C13,-0.058654635,0.021001758,1.062904631,EC_11177597,2.12E-09,1.110727739
EMT-Serie2-2-C2,C14,-0.057013946,-0.012183842,1.395343362,EC_11177597,6.35E-10,1.423397925
EMT-Serie2-2-C3,C05,0.001620089,0.086209468,0.823773178,EC_11177597,3.23E-05,1.15181245
EMT-Serie2-2-C3,C06,0.019036047,0.064225733,1.050711744,EC_11177597,9.68E-06,1.127813569
EMT-Serie2-2-C3,C07,0.152693398,0.24854875,1.064712493,EC_11177597,2.90E-06,1.01277381
EMT-Serie2-2-C3,C08,0.00526529,0.007257295,1.306002997,EC_11177597,8.71E-07,1.140813783
EMT-Serie2-2-C3,C09,0.070878898,-0.050171084,1.123595243,EC_11177597,2.61E-07,1.143983447
EMT-Serie2-2-C3,C10,0.055893074,0.038386865,1.220593744,EC_11177597,7.84E-08,1.2572415
EMT-Serie2-2-C3,C11,-0.002025111,-0.020868729,1.365915902,EC_11177597,2.35E-08,1.107962156
EMT-Serie2-2-C3,C12,0.038072094,0.010354223,1.177537928,EC_11177597,7.06E-09,1.159513486
EMT-Serie2-2-C3,C13,-0.029566626,-0.067979122,1.746956359,EC_11177597,2.12E-09,1.216446026
EMT-Serie2-2-C3,C14,0.215876873,0.288853426,1.069558906,EC_11177597,6.35E-10,0.889327552
EMT-Serie2-1-C1,A05,0.149939541,0.360539264,0.089405442,EC_11187255,3.23E-05,0.956296734
EMT-Serie2-1-C1,A06,0.054816606,0.10779622,0.54686807,EC_11187255,9.68E-06,1.052649173
EMT-Serie2-1-C1,A07,-0.023780734,0.046082608,0.519788161,EC_11187255,2.90E-06,0.815807128
EMT-Serie2-1-C1,A08,-0.062071745,-0.028155226,0.892802171,EC_11187255,8.71E-07,0.852145395
EMT-Serie2-1-C1,A09,-0.262797259,-0.04280727,1.077535154,EC_11187255,2.61E-07,0.872119935
EMT-Serie2-1-C1,A10,-0.157597743,-0.055388125,0.612611202,EC_11187255,7.84E-08,0.85943116
EMT-Serie2-1-C1,A11,-0.043933898,0.106095849,0.502987138,EC_11187255,2.35E-08,0.696631494
EMT-Serie2-1-C1,A12,-0.15114873,-0.024530645,1.036654405,EC_11187255,7.06E-09,1.154623461
EMT-Serie2-1-C1,A13,-0.12777106,-0.000428801,0.409407529,EC_11187255,2.12E-09,0.859208549
EMT-Serie2-1-C1,A14,-0.12656187,-0.005218425,1.003913282,EC_11187255,6.35E-10,1.009304347
EMT-Serie2-1-C2,A05,0.165855637,0.50582905,0.102586457,EC_11187255,3.23E-05,0.917178014
EMT-Serie2-1-C2,A06,0.024736415,0.135529593,0.613775065,EC_11187255,9.68E-06,1.012317863
EMT-Serie2-1-C2,A07,-0.155717762,-0.032828149,1.338194499,EC_11187255,2.90E-06,1.287542458
EMT-Serie2-1-C2,A08,-0.139091646,-0.03117705,0.917254498,EC_11187255,8.71E-07,0.856598591
EMT-Serie2-1-C2,A09,-0.249391727,-0.046110852,1.032205226,EC_11187255,2.61E-07,0.738657893
EMT-Serie2-1-C2,A10,-0.199513382,-0.038929128,1.1383583,EC_11187255,7.84E-08,1.094915823
EMT-Serie2-1-C2,A11,-0.0324412,0.051594064,0.552561359,EC_11187255,2.35E-08,0.676691644
EMT-Serie2-1-C2,A12,-0.107461476,0.026269771,1.000290613,EC_11187255,7.06E-09,0.904152514
EMT-Serie2-1-C2,A13,-0.152473642,0.074565819,0.76045547,EC_11187255,2.12E-09,0.925196716
EMT-Serie2-1-C2,A14,-0.108272506,0.050171664,0.808327389,EC_11187255,6.35E-10,0.850222746
EMT-Serie2-1-C3,A05,0.079295154,0.374770711,0.181630448,EC_11187255,3.23E-05,1.039831948
EMT-Serie2-1-C3,A06,0.178614337,0.21005626,0.100900468,EC_11187255,9.68E-06,0.664344463
EMT-Serie2-1-C3,A07,-0.050060072,0.021534947,0.615896266,EC_11187255,2.90E-06,0.759008136
EMT-Serie2-1-C3,A08,0.090909091,0.169027593,0.263705127,EC_11187255,8.71E-07,0.579325955
EMT-Serie2-1-C3,A09,-0.220664798,-0.032217835,1.316604634,EC_11187255,2.61E-07,0.983156063
EMT-Serie2-1-C3,A10,-0.125350421,0.004848614,0.88044183,EC_11187255,7.84E-08,0.825519532
EMT-Serie2-1-C3,A11,-0.116940328,-0.063233304,0.816064353,EC_11187255,2.35E-08,0.741234319
EMT-Serie2-1-C3,A12,-0.132559071,-0.054302236,0.871989435,EC_11187255,7.06E-09,0.768007379
EMT-Serie2-1-C3,A13,-0.163796556,-0.05773737,0.818225477,EC_11187255,2.12E-09,0.969813219
EMT-Serie2-1-C3,A14,-0.18021626,-0.015421052,0.814335454,EC_11187255,6.35E-10,0.936490433
EMT-Serie2-2-C1,D15,0.343587695,-0.288738844,-2.579792902,EC_11187457,3.23E-05,-0.030822746
EMT-Serie2-2-C1,D16,0.632840591,0.476846818,-0.780525122,EC_11187457,9.68E-06,0.397538423
EMT-Serie2-2-C1,D17,0.61126648,0.758422246,-0.078522445,EC_11187457,2.90E-06,0.503133269
EMT-Serie2-2-C1,D18,0.495405513,0.653924761,0.067839677,EC_11187457,8.71E-07,0.484821248
EMT-Serie2-2-C1,D19,0.29844187,0.304472774,0.389688806,EC_11187457,2.61E-07,0.811950706
EMT-Serie2-2-C1,D20,0.164602477,0.282517371,0.513811098,EC_11187457,7.84E-08,1.025565775
EMT-Serie2-2-C1,D21,0.176188574,0.219011832,0.898937188,EC_11187457,2.35E-08,1.03926762
EMT-Serie2-2-C1,D22,0.047942469,0.117580022,0.651348324,EC_11187457,7.06E-09,0.898318768
EMT-Serie2-2-C1,D23,-0.051138634,-0.008301596,0.972896915,EC_11187457,2.12E-09,0.853433896
EMT-Serie2-2-C1,D24,-0.049141031,0.063873303,0.168765881,EC_11187457,6.35E-10,0.777900306
EMT-Serie2-2-C2,D15,0.330188679,-0.216400122,-2.209831203,EC_11187457,3.23E-05,-0.033338139
EMT-Serie2-2-C2,D16,0.678424938,0.507078365,-0.629587777,EC_11187457,9.68E-06,0.389336017
EMT-Serie2-2-C2,D17,0.621821165,0.667673138,-0.129811427,EC_11187457,2.90E-06,0.563549418
EMT-Serie2-2-C2,D18,0.339622642,0.41598738,-0.108764743,EC_11187457,8.71E-07,0.699000573
EMT-Serie2-2-C2,D19,0.277276456,0.288139477,0.521647009,EC_11187457,2.61E-07,0.903000164
EMT-Serie2-2-C2,D20,0.234208368,0.214351783,0.435082515,EC_11187457,7.84E-08,0.751980668
EMT-Serie2-2-C2,D21,0.052502051,0.099104096,0.975633872,EC_11187457,2.35E-08,1.121870864
EMT-Serie2-2-C2,D22,0.044708778,0.105525764,0.679049839,EC_11187457,7.06E-09,0.992760738
EMT-Serie2-2-C2,D23,-0.033634126,0.005236816,0.862325494,EC_11187457,2.12E-09,1.029242852
EMT-Serie2-2-C2,D24,-0.069729286,0.170547239,0.322080185,EC_11187457,6.35E-10,0.780375537
EMT-Serie2-2-C3,D15,0.377885784,-0.169473926,-1.972958419,EC_11187457,3.23E-05,-0.014843607
EMT-Serie2-2-C3,D16,0.607938437,0.374863586,-0.593018355,EC_11187457,9.68E-06,0.367839136
EMT-Serie2-2-C3,D17,0.581611989,0.506470519,-0.206054505,EC_11187457,2.90E-06,0.560253468
EMT-Serie2-2-C3,D18,0.345484002,0.393394984,0.028259037,EC_11187457,8.71E-07,0.604294074
EMT-Serie2-2-C3,D19,0.234102876,0.182175237,0.456522757,EC_11187457,2.61E-07,0.724498481
EMT-Serie2-2-C3,D20,0.172944512,0.235008397,0.322345008,EC_11187457,7.84E-08,0.744235051
EMT-Serie2-2-C3,D21,0.049412718,0.051992725,0.895088031,EC_11187457,2.35E-08,0.908001005
EMT-Serie2-2-C3,D22,-0.01782098,-0.013919455,0.882609103,EC_11187457,7.06E-09,0.81541139
EMT-Serie2-2-C3,D23,-0.036046983,-0.029510025,1.241899232,EC_11187457,2.12E-09,1.059242523
EMT-Serie2-2-C3,D24,-0.020656136,0.107471236,-0.093650496,EC_11187457,6.35E-10,0.498504089
EMT-Serie2-2-C1,B15,0.075908909,-0.160025584,-1.30966367,EC_11187466,3.23E-05,-0.032140059
EMT-Serie2-2-C1,B16,0.526168598,0.281350118,-0.832654845,EC_11187466,9.68E-06,0.486776656
EMT-Serie2-2-C1,B17,0.473032361,0.56504637,-0.323597716,EC_11187466,2.90E-06,0.583394527
EMT-Serie2-2-C1,B18,0.181382341,0.243588104,0.305073632,EC_11187466,8.71E-07,0.811883567
EMT-Serie2-2-C1,B19,0.040751099,0.058827805,0.783366575,EC_11187466,2.61E-07,1.074098505
EMT-Serie2-2-C1,B20,0.237714742,0.224428002,0.444441409,EC_11187466,7.84E-08,0.831946784
EMT-Serie2-2-C1,B21,0.030763084,-0.021802773,0.831835196,EC_11187466,2.35E-08,0.908834333
EMT-Serie2-2-C1,B22,0.011586097,0.049784865,0.546651731,EC_11187466,7.06E-09,0.922911035
EMT-Serie2-2-C1,B23,0.006392329,0.040993401,0.472937898,EC_11187466,2.12E-09,0.756754481
EMT-Serie2-2-C1,B24,-0.196963644,-0.024836468,0.601458977,EC_11187466,6.35E-10,1.047950864
EMT-Serie2-2-C2,B15,0.030352748,-0.047089431,-1.380982649,EC_11187466,3.23E-05,-0.030061438
EMT-Serie2-2-C2,B16,0.488105004,0.254234304,-0.778091673,EC_11187466,9.68E-06,0.472818375
EMT-Serie2-2-C2,B17,0.422477441,0.417912763,-0.192645432,EC_11187466,2.90E-06,0.716685731
EMT-Serie2-2-C2,B18,0.357260049,0.2723927,0.196270923,EC_11187466,8.71E-07,0.773905741
EMT-Serie2-2-C2,B19,0.267842494,0.276898765,0.320149728,EC_11187466,2.61E-07,0.862987928
EMT-Serie2-2-C2,B20,0.109105824,0.102056442,0.485415637,EC_11187466,7.84E-08,0.907108171
EMT-Serie2-2-C2,B21,-0.02173913,0.063015054,1.032652965,EC_11187466,2.35E-08,1.166857934
EMT-Serie2-2-C2,B22,-0.070139459,0.051655577,0.655790192,EC_11187466,7.06E-09,0.96719562
EMT-Serie2-2-C2,B23,-0.051681706,0.106749737,0.635567484,EC_11187466,2.12E-09,0.808936862
EMT-Serie2-2-C2,B24,-0.208367514,0.077887165,0.22325023,EC_11187466,6.35E-10,0.859787577
EMT-Serie2-2-C3,B15,0.102875658,-0.016776657,-1.289497097,EC_11187466,3.23E-05,0.016792327
EMT-Serie2-2-C3,B16,0.569056298,0.364103779,-0.608517513,EC_11187466,9.68E-06,0.573128996
EMT-Serie2-2-C3,B17,0.462940462,0.539280961,-0.320823188,EC_11187466,2.90E-06,0.658079919
EMT-Serie2-2-C3,B18,0.3345484,0.290297358,0.280764188,EC_11187466,8.71E-07,0.78405272
EMT-Serie2-2-C3,B19,0.176994735,0.125464644,0.443107323,EC_11187466,2.61E-07,0.809147531
EMT-Serie2-2-C3,B20,0.150263264,0.209134686,0.230988949,EC_11187466,7.84E-08,0.709683749
EMT-Serie2-2-C3,B21,0.070068854,0.063407597,0.482885372,EC_11187466,2.35E-08,1.035036924
EMT-Serie2-2-C3,B22,-0.021871203,-0.007483083,0.729326653,EC_11187466,7.06E-09,0.93310566
EMT-Serie2-2-C3,B23,-0.105710814,-0.015052579,0.700458887,EC_11187466,2.12E-09,0.742496002
EMT-Serie2-2-C3,B24,-0.166059133,-0.085720259,0.347771118,EC_11187466,6.35E-10,0.693563089
EMT-Serie2-3-C1,K15,-0.040336134,-0.035941463,1.507640068,EC_11187486,3.23E-05,1.356220797
EMT-Serie2-3-C1,K16,0.01092437,0.005002081,1.50713073,EC_11187486,9.68E-06,1.162718485
EMT-Serie2-3-C1,K17,-0.029411765,-0.025711298,1.325151589,EC_11187486,2.90E-06,1.01838411
EMT-Serie2-3-C1,K18,-0.008403361,-0.045284784,1.512127092,EC_11187486,8.71E-07,0.743890933
EMT-Serie2-3-C1,K19,0.010084034,-0.003397181,1.291341256,EC_11187486,2.61E-07,1.288262146
EMT-Serie2-3-C1,K20,-0.06092437,-0.040575933,1.237521222,EC_11187486,7.84E-08,0.929097806
EMT-Serie2-3-C1,K21,-0.039915966,0.032025049,1.359689546,EC_11187486,2.35E-08,1.00384711
EMT-Serie2-3-C1,K22,-0.068487395,0.018304728,0.97147708,EC_11187486,7.06E-09,0.824739312
EMT-Serie2-3-C1,K23,-0.068907563,0.073719549,1.152025224,EC_11187486,2.12E-09,1.016646481
EMT-Serie2-3-C1,K24,-0.205462185,0.13019429,0.653165171,EC_11187486,6.35E-10,0.797156197
EMT-Serie2-3-C2,K15,-0.033275713,-0.02577773,1.440144243,EC_11187486,3.23E-05,1.000474762
EMT-Serie2-3-C2,K16,0.007346586,0.022823678,1.200137132,EC_11187486,9.68E-06,1.161869802
EMT-Serie2-3-C2,K17,-0.012100259,-0.010044961,1.203159124,EC_11187486,2.90E-06,0.822816841
EMT-Serie2-3-C2,K18,-0.018582541,-0.018126468,1.298974046,EC_11187486,8.71E-07,1.066239945
EMT-Serie2-3-C2,K19,-0.06741573,-0.020608878,1.157600691,EC_11187486,2.61E-07,0.968336066
EMT-Serie2-3-C2,K20,0.088591184,0.133179273,1.317867845,EC_11187486,7.84E-08,0.881200526
EMT-Serie2-3-C2,K21,-0.095505618,0.032988398,1.158337143,EC_11187486,2.35E-08,1.016846507
EMT-Serie2-3-C2,K22,-0.062229905,-0.020118014,1.18434151,EC_11187486,7.06E-09,0.960531214
EMT-Serie2-3-C2,K23,-0.038893691,-0.037020281,0.67867845,EC_11187486,2.12E-09,0.709950386
EMT-Serie2-3-C2,K24,-0.286516854,-0.000374062,0.931205242,EC_11187486,6.35E-10,0.922595578
EMT-Serie2-3-C3,K15,0.010819809,-0.015407578,1.359372181,EC_11187486,3.23E-05,1.080654311
EMT-Serie2-3-C3,K16,0.040782355,-0.034215046,1.217829437,EC_11187486,9.68E-06,1.073297451
EMT-Serie2-3-C3,K17,-0.060757387,-0.060448821,1.357155743,EC_11187486,2.90E-06,0.766846033
EMT-Serie2-3-C3,K18,-0.038285476,-0.057948558,1.163964846,EC_11187486,8.71E-07,0.993866904
EMT-Serie2-3-C3,K19,-0.056595922,-0.007185335,1.19545888,EC_11187486,2.61E-07,0.959226866
EMT-Serie2-3-C3,K20,-0.043695381,-0.12981213,1.313393985,EC_11187486,7.84E-08,1.076654776
EMT-Serie2-3-C3,K21,0.013316687,-0.037793109,0.698641788,EC_11187486,2.35E-08,0.798699598
EMT-Serie2-3-C3,K22,-0.054515189,-0.077909769,1.011004871,EC_11187486,7.06E-09,0.799277586
EMT-Serie2-3-C3,K23,-0.091968373,-0.000677641,0.510141491,EC_11187486,2.12E-09,0.694997121
EMT-Serie2-3-C3,K24,-0.201414898,0.12223978,0.201902013,EC_11187486,6.35E-10,0.714238415
EMT-Serie2-4-C1,G05,0.092654424,0.046888841,0.436543948,EC_11187540,3.23E-05,0.937250672
EMT-Serie2-4-C1,G06,0.071786311,-0.017651302,1.059692976,EC_11187540,9.68E-06,0.883721013
EMT-Serie2-4-C1,G07,-0.023372287,0.002501623,1.250482271,EC_11187540,2.90E-06,1.102591981
EMT-Serie2-4-C1,G08,0.095158598,0.117054029,0.866730064,EC_11187540,8.71E-07,1.059628605
EMT-Serie2-4-C1,G09,0.024207012,-0.035420905,1.049286782,EC_11187540,2.61E-07,1.059881541
EMT-Serie2-4-C1,G10,0.007512521,0.00825651,1.445129738,EC_11187540,7.84E-08,1.065823739
EMT-Serie2-4-C1,G11,-0.033388982,-0.025827022,1.509957886,EC_11187540,2.35E-08,1.242130328
EMT-Serie2-4-C1,G12,-0.014190317,0.014744283,1.141719875,EC_11187540,7.06E-09,1.08690643
EMT-Serie2-4-C1,G13,0.022537563,0.073122701,1.055535933,EC_11187540,2.12E-09,1.218717782
EMT-Serie2-4-C1,G14,0.170283806,0.208371925,0.860562424,EC_11187540,6.35E-10,1.074355852
EMT-Serie2-4-C2,G05,0.111159547,-0.031239762,-0.01397162,EC_11187540,3.23E-05,0.792950318
EMT-Serie2-4-C2,G06,0.038360942,-0.061038079,0.732886325,EC_11187540,9.68E-06,0.856542426
EMT-Serie2-4-C2,G07,-0.001743679,-0.011488382,1.153531888,EC_11187540,2.90E-06,1.056197598
EMT-Serie2-4-C2,G08,-0.017436792,0.000684985,1.085669733,EC_11187540,8.71E-07,1.053582177
EMT-Serie2-4-C2,G09,0.003923278,0.011743018,1.061999064,EC_11187540,2.61E-07,1.029948276
EMT-Serie2-4-C2,G10,-0.059721011,0.033938006,1.141805707,EC_11187540,7.84E-08,1.081519635
EMT-Serie2-4-C2,G11,-0.091107236,-0.046120307,1.105816311,EC_11187540,2.35E-08,0.98075797
EMT-Serie2-4-C2,G12,0.001743679,-0.002991596,1.025978481,EC_11187540,7.06E-09,0.969263701
