Plate,Well,Class,Nuclei,R/N,G/N,Eccent,CPD_ID,Concentration
EMT-Serie2-2-C2,N13,2,-0.010664479,-0.033522332,1.097006117,1.044094451,EC_11258179,2.12E-09
EMT-Serie2-2-C2,N14,2,0.152994258,0.230952268,0.900845659,0.828518963,EC_11258179,6.35E-10
EMT-Serie2-2-C3,N05,2,-0.037667072,-0.099210436,-0.020978481,-1.743982956,EC_11258179,3.23E-05
EMT-Serie2-2-C3,N06,2,0.925475901,0.905030767,0.759302438,-0.202144596,EC_11258179,9.68E-06
EMT-Serie2-2-C3,N07,2,0.634669907,0.744639958,0.593600561,-0.054457764,EC_11258179,2.90E-06
EMT-Serie2-2-C3,N08,2,0.219927096,0.182166875,0.842212438,0.470102079,EC_11258179,8.71E-07
EMT-Serie2-2-C3,N09,2,0.179829891,0.121340516,0.937755156,0.838195355,EC_11258179,2.61E-07
EMT-Serie2-2-C3,N10,2,0.062373431,-0.034365875,1.010847731,0.879799588,EC_11258179,7.84E-08
EMT-Serie2-2-C3,N11,2,0.0818145,-0.040246138,0.945981188,0.88169601,EC_11258179,2.35E-08
EMT-Serie2-2-C3,N12,2,0.069258809,-0.0237552,0.835292334,0.835783855,EC_11258179,7.06E-09
EMT-Serie2-2-C3,N13,2,0.093965168,0.005163871,1.180923481,1.002388088,EC_11258179,2.12E-09
EMT-Serie2-2-C3,N14,2,0.058323208,0.001115006,0.952727387,1.055839108,EC_11258179,6.35E-10
EMT-Serie2-1-C1,H05,2,-0.12898025,-0.278704374,0.012897048,-3.404476794,EC_11258805,3.23E-05
EMT-Serie2-1-C1,H06,2,0.327690447,0.530463064,1.101506429,0.259059247,EC_11258805,9.68E-06
EMT-Serie2-1-C1,H07,2,0.104796453,0.129098723,1.052147357,0.851973598,EC_11258805,2.90E-06
EMT-Serie2-1-C1,H08,2,0.106005643,0.084600521,1.07077869,0.925752002,EC_11258805,8.71E-07
EMT-Serie2-1-C1,H09,2,0.129383313,0.201536402,1.062674174,1.069525971,EC_11258805,2.61E-07
EMT-Serie2-1-C1,H10,2,-0.000806127,0.033292746,1.076740113,0.930917534,EC_11258805,7.84E-08
EMT-Serie2-1-C1,H11,2,0.091898428,0.137703057,1.382949727,1.012757298,EC_11258805,2.35E-08
EMT-Serie2-1-C1,H12,2,-0.012091898,0.042911099,0.983398569,0.820432548,EC_11258805,7.06E-09
EMT-Serie2-1-C1,H13,2,0.075372834,0.12331935,1.269935488,1.052907568,EC_11258805,2.12E-09
EMT-Serie2-1-C1,H14,2,0.030229746,0.007122409,1.035070522,0.937335316,EC_11258805,6.35E-10
EMT-Serie2-1-C2,H05,2,-0.314274128,-0.31363161,-0.021399799,-4.228659745,EC_11258805,3.23E-05
EMT-Serie2-1-C2,H06,2,0.543390105,0.664450326,1.258899159,0.26173681,EC_11258805,9.68E-06
EMT-Serie2-1-C2,H07,2,0.161394972,0.218500121,1.025485603,0.756677499,EC_11258805,2.90E-06
EMT-Serie2-1-C2,H08,2,0.070965126,-0.054187852,1.105171227,0.800427994,EC_11258805,8.71E-07
EMT-Serie2-1-C2,H09,2,0.048256285,0.03582495,1.244273474,0.918232015,EC_11258805,2.61E-07
EMT-Serie2-1-C2,H10,2,-0.072992701,-0.047298974,1.103777288,1.209822726,EC_11258805,7.84E-08
EMT-Serie2-1-C2,H11,2,0.031224655,-0.000329104,1.248711318,1.016115823,EC_11258805,2.35E-08
EMT-Serie2-1-C2,H12,2,-0.004460665,-0.008696161,1.170985031,1.158648384,EC_11258805,7.06E-09
EMT-Serie2-1-C2,H13,2,0.037712895,0.049341931,1.265950638,0.898311802,EC_11258805,2.12E-09
EMT-Serie2-1-C2,H14,2,-0.0162206,0.024561496,1.164235809,1.367889884,EC_11258805,6.35E-10
EMT-Serie2-1-C3,H05,2,-0.295955146,-0.314110333,0.008112736,-4.069780286,EC_11258805,3.23E-05
EMT-Serie2-1-C3,H06,2,0.46535843,0.653131187,0.913034361,0.089854724,EC_11258805,9.68E-06
EMT-Serie2-1-C3,H07,2,0.213856628,0.218984531,0.912541338,0.497874895,EC_11258805,2.90E-06
EMT-Serie2-1-C3,H08,2,-0.01401682,-0.042368047,1.094526376,1.045719774,EC_11258805,8.71E-07
EMT-Serie2-1-C3,H09,2,0.0969163,0.0110422,1.024595018,0.743882819,EC_11258805,2.61E-07
EMT-Serie2-1-C3,H10,2,0.220264317,0.25724356,0.831788422,0.661592028,EC_11258805,7.84E-08
EMT-Serie2-1-C3,H11,2,-0.011613937,-0.001565873,1.128208009,1.064929763,EC_11258805,2.35E-08
EMT-Serie2-1-C3,H12,2,-0.014817781,-0.013343474,1.297879936,1.179661424,EC_11258805,7.06E-09
EMT-Serie2-1-C3,H13,2,0.108129756,0.068947342,1.239818592,0.982638972,EC_11258805,2.12E-09
EMT-Serie2-1-C3,H14,2,0.074889868,0.193631371,1.180037907,0.91473166,EC_11258805,6.35E-10
EMT-Serie2-1-C1,K15,2,0.116888351,-0.232998653,0.138923035,-0.641256424,EC_11259165,3.23E-05
EMT-Serie2-1-C1,K16,2,0.097138251,0.386233605,1.20034531,0.627220787,EC_11259165,9.68E-06
EMT-Serie2-1-C1,K17,2,0.087061669,0.183311017,1.006780175,0.684250346,EC_11259165,2.90E-06
EMT-Serie2-1-C1,K18,2,0.103990326,0.200928259,1.360179356,1.021966554,EC_11259165,8.71E-07
EMT-Serie2-1-C1,K19,2,0.094719871,0.177735257,0.907846968,0.746810675,EC_11259165,2.61E-07
EMT-Serie2-1-C1,K20,2,0.009270455,-0.048276504,0.959130296,0.988077535,EC_11259165,7.84E-08
EMT-Serie2-1-C1,K21,2,0.090286175,0.065211441,1.073453784,0.698077274,EC_11259165,2.35E-08
EMT-Serie2-1-C1,K22,2,-0.016122531,0.027738561,1.39169189,1.446479351,EC_11259165,7.06E-09
EMT-Serie2-1-C1,K23,2,-0.027408303,0.041822916,1.054513061,0.969058986,EC_11259165,2.12E-09
EMT-Serie2-1-C1,K24,2,-0.207174526,-0.034389019,0.959715119,0.612219874,EC_11259165,6.35E-10
EMT-Serie2-1-C2,K15,2,0.095296026,-0.278284976,0.087189422,-1.010779108,EC_11259165,3.23E-05
EMT-Serie2-1-C2,K16,2,0.053122466,0.375910963,1.056916779,0.402789887,EC_11259165,9.68E-06
EMT-Serie2-1-C2,K17,2,0.00729927,0.166922792,1.131880081,0.9453383,EC_11259165,2.90E-06
EMT-Serie2-1-C2,K18,2,-0.084752636,-0.001022175,1.38446029,1.264510845,EC_11259165,8.71E-07
EMT-Serie2-1-C2,K19,2,0.071370641,-0.005219649,0.964714157,0.875194843,EC_11259165,2.61E-07
EMT-Serie2-1-C2,K20,2,-0.030413625,0.002395767,1.178313875,1.159044675,EC_11259165,7.84E-08
EMT-Serie2-1-C2,K21,2,-0.03568532,0.00282946,1.314678029,0.970753745,EC_11259165,2.35E-08
EMT-Serie2-1-C2,K22,2,-0.025547445,0.028070082,1.136602403,1.250402896,EC_11259165,7.06E-09
EMT-Serie2-1-C2,K23,2,-0.055555556,-0.026276743,0.920225477,1.414625769,EC_11259165,2.12E-09
EMT-Serie2-1-C2,K24,2,-0.250202758,-0.00184912,0.740805696,0.581939711,EC_11259165,6.35E-10
EMT-Serie2-1-C3,K15,2,0.031637966,-0.303951452,0.082415779,-1.279049106,EC_11259165,3.23E-05
EMT-Serie2-1-C3,K16,2,0.156587905,0.436530417,1.033397676,0.408164245,EC_11259165,9.68E-06
EMT-Serie2-1-C3,K17,2,-0.004405286,0.045140481,1.044409579,0.861399928,EC_11259165,2.90E-06
EMT-Serie2-1-C3,K18,2,-0.03444133,0.0265751,1.112715206,0.7784608,EC_11259165,8.71E-07
EMT-Serie2-1-C3,K19,2,0.00680817,0.043749371,1.058170557,0.865602113,EC_11259165,2.61E-07
EMT-Serie2-1-C3,K20,2,-0.042851422,-0.005251267,1.147008438,1.001008524,EC_11259165,7.84E-08
EMT-Serie2-1-C3,K21,2,-0.005206247,-0.001360352,0.900864789,1.133989675,EC_11259165,2.35E-08
EMT-Serie2-1-C3,K22,2,-0.14617541,-0.091452571,0.858729983,1.321070957,EC_11259165,7.06E-09
EMT-Serie2-1-C3,K23,2,-0.115338406,0.007918843,0.941433151,0.983479409,EC_11259165,2.12E-09
EMT-Serie2-1-C3,K24,2,-0.097717261,0.038772132,0.815044338,0.689254412,EC_11259165,6.35E-10
EMT-Serie2-1-C1,F05,2,-0.647722692,-0.257550468,0.004402398,-3.982416321,EC_11259170,3.23E-05
EMT-Serie2-1-C1,F06,2,0.05280129,0.163884181,1.218286174,0.949675198,EC_11259170,9.68E-06
EMT-Serie2-1-C1,F07,2,-0.02700524,0.0613374,1.357572177,1.173854061,EC_11259170,2.90E-06
EMT-Serie2-1-C1,F08,2,0.090286175,0.300058117,1.200511324,1.036445697,EC_11259170,8.71E-07
EMT-Serie2-1-C1,F09,2,0.042724708,0.024140949,1.362477145,1.184393833,EC_11259170,2.61E-07
EMT-Serie2-1-C1,F10,2,0.077791213,0.126431527,1.210823076,1.306618664,EC_11259170,7.84E-08
EMT-Serie2-1-C1,F11,2,0.016928658,0.036924069,1.249330849,1.298139887,EC_11259170,2.35E-08
EMT-Serie2-1-C1,F12,2,0.091898428,0.083903382,1.251526766,0.965432679,EC_11259170,7.06E-09
EMT-Serie2-1-C1,F13,2,0.006449012,-0.040421897,1.193331205,0.983172889,EC_11259170,2.12E-09
EMT-Serie2-1-C1,F14,2,-0.022571544,0.045950461,1.190388224,1.376353343,EC_11259170,6.35E-10
EMT-Serie2-1-C2,F05,2,-0.751419303,-0.353645108,-0.047172865,-3.622810494,EC_11259170,3.23E-05
EMT-Serie2-1-C2,F06,2,0.063260341,0.138583569,0.966499252,0.49015878,EC_11259170,9.68E-06
EMT-Serie2-1-C2,F07,2,0.055150041,0.090976408,1.127132868,0.912948139,EC_11259170,2.90E-06
EMT-Serie2-1-C2,F08,2,0.002838605,0.044535057,1.224544979,1.137301524,EC_11259170,8.71E-07
EMT-Serie2-1-C2,F09,2,-0.04541768,-0.011189545,1.109900661,1.249636734,EC_11259170,2.61E-07
EMT-Serie2-1-C2,F10,2,-0.007704785,0.003088839,1.421428104,1.151885023,EC_11259170,7.84E-08
EMT-Serie2-1-C2,F11,2,-0.015004055,0.091633222,1.116753006,1.093181158,EC_11259170,2.35E-08
EMT-Serie2-1-C2,F12,2,0.386455799,0.187528065,0.635314433,0.370478983,EC_11259170,7.06E-09
EMT-Serie2-1-C2,F13,2,-0.019870235,-0.046971265,1.144887802,1.191461256,EC_11259170,2.12E-09
EMT-Serie2-1-C2,F14,2,-0.053122466,0.034508533,1.13878221,1.034926422,EC_11259170,6.35E-10
EMT-Serie2-1-C3,F05,2,-0.698838606,-0.338888034,-0.001173584,-2.933773562,EC_11259170,3.23E-05
EMT-Serie2-1-C3,F06,2,0.059671606,0.054258895,0.981059152,0.738816184,EC_11259170,9.68E-06
EMT-Serie2-1-C3,F07,2,0.075690829,0.041436912,1.084416269,0.809100732,EC_11259170,2.90E-06
EMT-Serie2-1-C3,F08,2,0.011613937,0.015263067,1.272545382,1.134541962,EC_11259170,8.71E-07
EMT-Serie2-1-C3,F09,2,0.018422107,0.058256065,1.1621892,1.158722536,EC_11259170,2.61E-07
EMT-Serie2-1-C3,F10,2,0.036043252,0.065513606,1.182293958,1.138600072,EC_11259170,7.84E-08
EMT-Serie2-1-C3,F11,2,0.003604325,-0.047443153,0.950438635,1.043318526,EC_11259170,2.35E-08
EMT-Serie2-1-C3,F12,2,0.271525831,0.064392329,0.743381157,0.379013087,EC_11259170,7.06E-09
EMT-Serie2-1-C3,F13,2,-0.047256708,-0.03719088,1.227761354,1.06161604,EC_11259170,2.12E-09
EMT-Serie2-1-C3,F14,2,-0.021625951,-0.030496773,1.203238105,1.129619402,EC_11259170,6.35E-10
EMT-Serie2-2-C1,F15,2,-0.574910108,-0.16951333,0.19694878,-3.14996858,EC_11259174,3.23E-05
EMT-Serie2-2-C1,F16,2,0.06911706,0.328320784,1.017260185,0.614983197,EC_11259174,9.68E-06
EMT-Serie2-2-C1,F17,2,0.000399521,0.148847283,1.108501382,0.85861042,EC_11259174,2.90E-06
EMT-Serie2-2-C1,F18,2,-0.033959249,0.055198128,1.148711738,0.996393541,EC_11259174,8.71E-07
EMT-Serie2-2-C1,F19,2,0.109468638,0.061973428,1.112163227,1.007977924,EC_11259174,2.61E-07
EMT-Serie2-2-C1,F20,2,-0.040351578,0.053636945,1.202131591,1.399825141,EC_11259174,7.84E-08
EMT-Serie2-2-C1,F21,2,0.037554934,0.008467308,1.133669921,1.180896697,EC_11259174,2.35E-08
EMT-Serie2-2-C1,F22,2,-0.060327607,-0.019520598,1.031899171,1.14453157,EC_11259174,7.06E-09
EMT-Serie2-2-C1,F23,2,-0.060727127,-0.01028142,0.934156731,0.872161963,EC_11259174,2.12E-09
EMT-Serie2-2-C1,F24,2,-0.019176988,0.045992383,0.787087088,0.179011502,EC_11259174,6.35E-10
EMT-Serie2-2-C2,F15,2,-0.645611157,-0.146088735,0.091335938,-3.126209478,EC_11259174,3.23E-05
EMT-Serie2-2-C2,F16,2,0.082034454,0.340078692,1.14135877,0.632648257,EC_11259174,9.68E-06
EMT-Serie2-2-C2,F17,2,-0.029122231,0.045148679,1.077760043,1.051463145,EC_11259174,2.90E-06
EMT-Serie2-2-C2,F18,2,0.004101723,0.117938751,1.002440307,1.041151682,EC_11259174,8.71E-07
EMT-Serie2-2-C2,F19,2,0.064807219,-0.029997122,0.876241588,0.759752337,EC_11259174,2.61E-07
EMT-Serie2-2-C2,F20,2,0.125102543,0.227332046,0.88533071,0.578807355,EC_11259174,7.84E-08
EMT-Serie2-2-C2,F21,2,0.079573421,0.047023761,0.971752743,0.885020129,EC_11259174,2.35E-08
EMT-Serie2-2-C2,F22,2,-0.05414274,0.0396911,1.020273076,0.739529628,EC_11259174,7.06E-09
EMT-Serie2-2-C2,F23,2,0.057013946,0.057684623,0.93689436,0.463921652,EC_11259174,2.12E-09
EMT-Serie2-2-C2,F24,2,-0.246103363,-0.008620906,0.92438504,0.704428279,EC_11259174,6.35E-10
EMT-Serie2-2-C3,F15,2,-0.669501823,-0.178177941,0.03187776,-3.669554224,EC_11259174,3.23E-05
EMT-Serie2-2-C3,F16,2,0.068853787,0.244526366,0.844880074,0.914497097,EC_11259174,9.68E-06
EMT-Serie2-2-C3,F17,2,0.174564601,0.29064301,0.775872625,0.933859337,EC_11259174,2.90E-06
EMT-Serie2-2-C3,F18,2,-0.059538275,-0.045260877,0.824251011,1.123103577,EC_11259174,8.71E-07
EMT-Serie2-2-C3,F19,2,0.014985824,-0.044890137,1.126310767,1.141271774,EC_11259174,2.61E-07
EMT-Serie2-2-C3,F20,2,0.09963548,0.166848087,0.889983797,1.115939314,EC_11259174,7.84E-08
EMT-Serie2-2-C3,F21,2,0.04090725,-0.03107382,0.602561587,0.949709683,EC_11259174,2.35E-08
EMT-Serie2-2-C3,F22,2,-0.026326448,-0.076373722,0.832037359,1.155038397,EC_11259174,7.06E-09
EMT-Serie2-2-C3,F23,2,-0.068448765,-0.017721625,0.61328135,0.562371231,EC_11259174,2.12E-09
EMT-Serie2-2-C3,F24,2,-0.106925881,-0.033337282,0.778930727,0.482487357,EC_11259174,6.35E-10
EMT-Serie2-2-C1,P05,2,-0.2776668,0.77922784,0.008583375,-4.4050709,EC_11259640,3.23E-05
EMT-Serie2-2-C1,P06,2,0.861765881,0.958877228,0.481965065,-0.797519193,EC_11259640,9.68E-06
EMT-Serie2-2-C1,P07,2,0.405912905,0.479745327,0.490897281,-0.408240212,EC_11259640,2.90E-06
EMT-Serie2-2-C1,P08,2,0.233719537,0.145560659,0.536198972,0.102073714,EC_11259640,8.71E-07
EMT-Serie2-2-C1,P09,2,-0.084298841,-0.129018519,0.678885031,0.607497063,EC_11259640,2.61E-07
EMT-Serie2-2-C1,P10,2,-0.077906512,-0.124233218,0.75158202,0.56607743,EC_11259640,7.84E-08
EMT-Serie2-2-C1,P11,2,-0.0135837,-0.069341803,0.748303425,0.667877927,EC_11259640,2.35E-08
EMT-Serie2-2-C1,P12,2,-0.018777467,-0.08761956,0.714549553,0.514767356,EC_11259640,7.06E-09
EMT-Serie2-2-C1,P13,2,0.035557331,-0.100023258,0.722961445,0.419442092,EC_11259640,2.12E-09
EMT-Serie2-2-C1,P14,2,-0.097882541,-0.129210396,0.906045289,0.719734433,EC_11259640,6.35E-10
EMT-Serie2-2-C2,P05,2,-0.66611977,0.338520781,-0.026669694,-2.834687007,EC_11259640,3.23E-05
EMT-Serie2-2-C2,P06,2,0.882280558,0.979006626,0.529096182,-0.62294889,EC_11259640,9.68E-06
EMT-Serie2-2-C2,P07,2,0.420836751,0.734678679,0.412134197,-0.334486899,EC_11259640,2.90E-06
EMT-Serie2-2-C2,P08,2,0.031993437,0.117534952,0.601347476,-0.006921393,EC_11259640,8.71E-07
EMT-Serie2-2-C2,P09,2,-0.019688269,-0.034582829,0.576655467,0.24436754,EC_11259640,2.61E-07
EMT-Serie2-2-C2,P10,2,-0.094749795,-0.087451202,0.609802181,0.211997081,EC_11259640,7.84E-08
EMT-Serie2-2-C2,P11,2,-0.191550451,-0.143322221,1.031670596,0.962874026,EC_11259640,2.35E-08
EMT-Serie2-2-C2,P12,2,-0.073010664,-0.028014453,0.634933886,0.610471549,EC_11259640,7.06E-09
EMT-Serie2-2-C2,P13,2,0.148892535,0.035634943,0.694971084,0.20936036,EC_11259640,2.12E-09
EMT-Serie2-2-C2,P14,2,-0.09926169,-0.092193399,0.661723868,0.410174918,EC_11259640,6.35E-10
EMT-Serie2-2-C3,P05,2,-0.524098825,0.454314724,-0.01862978,-3.880525379,EC_11259640,3.23E-05
EMT-Serie2-2-C3,P06,2,0.916970433,0.909585566,0.441778267,-0.819067241,EC_11259640,9.68E-06
EMT-Serie2-2-C3,P07,2,0.441474281,0.564407618,0.504029673,-0.330984267,EC_11259640,2.90E-06
EMT-Serie2-2-C3,P08,2,0.236127987,0.166710105,0.544401869,-0.078291815,EC_11259640,8.71E-07
EMT-Serie2-2-C3,P09,2,-0.206561361,-0.111849028,0.961908256,0.912530436,EC_11259640,2.61E-07
EMT-Serie2-2-C3,P10,2,0.068853787,0.072476777,0.811427983,0.596858026,EC_11259640,7.84E-08
EMT-Serie2-2-C3,P11,2,-0.057513163,-0.098383938,0.819624483,0.715583443,EC_11259640,2.35E-08
EMT-Serie2-2-C3,P12,2,-0.089509923,-0.005942981,0.846133503,0.929715302,EC_11259640,7.06E-09
EMT-Serie2-2-C3,P13,2,-0.076954232,-0.111132637,0.749763916,0.695050571,EC_11259640,2.12E-09
EMT-Serie2-2-C3,P14,2,0.05346294,-0.052073563,0.857040295,0.406419742,EC_11259640,6.35E-10
EMT-Serie2-4-C1,E05,2,-0.089732888,-0.145298997,0.062023297,-1.644939546,EC_11261479,3.23E-05
EMT-Serie2-4-C1,E06,2,0.379799666,0.707975186,1.009864477,-0.133759,EC_11261479,9.68E-06
EMT-Serie2-4-C1,E07,2,0.141068447,0.380467431,1.042389818,0.415813069,EC_11261479,2.90E-06
EMT-Serie2-4-C1,E08,2,0.121035058,0.089005266,0.958393925,0.668115745,EC_11261479,8.71E-07
EMT-Serie2-4-C1,E09,2,0.068864775,0.128322874,0.875459648,0.8614047,EC_11261479,2.61E-07
EMT-Serie2-4-C1,E10,2,0.06427379,-0.047027339,0.937165172,0.918217633,EC_11261479,7.84E-08
EMT-Serie2-4-C1,E11,2,0.030050083,-0.06604054,1.143478437,0.983725037,EC_11261479,2.35E-08
EMT-Serie2-4-C1,E12,2,-0.019616027,0.031874775,1.218707095,1.428800435,EC_11261479,7.06E-09
EMT-Serie2-4-C1,E13,2,0.020033389,0.039907668,1.03246478,0.883928814,EC_11261479,2.12E-09
EMT-Serie2-4-C1,E14,2,0.089732888,0.189097598,1.012593328,0.789838337,EC_11261479,6.35E-10
EMT-Serie2-4-C2,E05,2,-0.183522232,-0.194312246,0.024432454,-2.453734602,EC_11261479,3.23E-05
EMT-Serie2-4-C2,E06,2,0.278552746,0.612394051,0.884310052,0.029752066,EC_11261479,9.68E-06
EMT-Serie2-4-C2,E07,2,0.056669573,0.348307195,0.880088014,0.758833619,EC_11261479,2.90E-06
EMT-Serie2-4-C2,E08,2,0.159982563,0.20043839,0.978489006,0.570902854,EC_11261479,8.71E-07
EMT-Serie2-4-C2,E09,2,-0.031386225,0.128383973,1.072600028,0.934383284,EC_11261479,2.61E-07
EMT-Serie2-4-C2,E10,2,-0.019616391,0.04852222,1.09663813,1.063277717,EC_11261479,7.84E-08
EMT-Serie2-4-C2,E11,2,-0.070183086,-0.060507961,1.167774201,1.279931389,EC_11261479,2.35E-08
EMT-Serie2-4-C2,E12,2,-0.085876199,-0.050915199,1.188137127,1.453266802,EC_11261479,7.06E-09
EMT-Serie2-4-C2,E13,2,-0.047079337,-0.011285865,1.068147018,1.031280212,EC_11261479,2.12E-09
EMT-Serie2-4-C2,E14,2,-0.012641674,0.003843359,1.174204063,1.207048183,EC_11261479,6.35E-10
EMT-Serie2-4-C3,E05,2,-0.156666667,-0.204016806,0.023504196,-2.018315406,EC_11261479,3.23E-05
EMT-Serie2-4-C3,E06,2,0.399583333,0.714891729,0.900651146,0.015117478,EC_11261479,9.68E-06
EMT-Serie2-4-C3,E07,2,0.21625,0.398794059,0.999267044,0.560800275,EC_11261479,2.90E-06
EMT-Serie2-4-C3,E08,2,0.0875,0.10854916,1.208637035,0.849221661,EC_11261479,8.71E-07
EMT-Serie2-4-C3,E09,2,0.099166667,0.165085422,1.079092615,0.770357058,EC_11261479,2.61E-07
EMT-Serie2-4-C3,E10,2,-0.007916667,0.101269732,1.150655774,1.041758068,EC_11261479,7.84E-08
EMT-Serie2-4-C3,E11,2,0.0325,0.059783806,1.072747734,0.855617517,EC_11261479,2.35E-08
EMT-Serie2-4-C3,E12,2,0.04625,0.065745369,1.03008081,1.168988028,EC_11261479,7.06E-09
EMT-Serie2-4-C3,E13,2,-0.02,-0.019312738,1.296099415,1.350529905,EC_11261479,2.12E-09
EMT-Serie2-4-C3,E14,2,-0.019583333,-0.045630893,1.058033087,0.943970188,EC_11261479,6.35E-10
EMT-Serie2-2-C1,C15,2,0.052736716,0.089595023,0.541161624,-0.724925548,EC_11261486,3.23E-05
EMT-Serie2-2-C1,C16,2,0.066719936,0.362681338,1.15095808,0.674872271,EC_11261486,9.68E-06
EMT-Serie2-2-C1,C17,2,-0.111865761,0.022218507,1.02852826,0.78312068,EC_11261486,2.90E-06
EMT-Serie2-2-C1,C18,2,-0.052736716,0.023599442,1.164757836,1.111472364,EC_11261486,8.71E-07
EMT-Serie2-2-C1,C19,2,-0.073511786,0.009820624,0.934402905,1.165405317,EC_11261486,2.61E-07
EMT-Serie2-2-C1,C20,2,-0.0135837,-0.026229032,1.267365019,1.497226852,EC_11261486,7.84E-08
EMT-Serie2-2-C1,C21,2,-0.011586097,0.036000233,0.86960308,0.977787492,EC_11261486,2.35E-08
EMT-Serie2-2-C1,C22,2,-0.093487815,0.021472803,1.010227429,1.186825497,EC_11261486,7.06E-09
EMT-Serie2-2-C1,C23,2,-0.18737515,-0.098662674,0.771857842,1.230212289,EC_11261486,2.12E-09
EMT-Serie2-2-C1,C24,2,-0.185377547,0.013895107,0.881668425,0.318351958,EC_11261486,6.35E-10
EMT-Serie2-2-C2,C15,2,-0.028712059,0.090866031,0.309609909,-0.781764249,EC_11261486,3.23E-05
EMT-Serie2-2-C2,C16,2,0.070959803,0.382824136,1.161713504,0.456035031,EC_11261486,9.68E-06
EMT-Serie2-2-C2,C17,2,-0.029942576,0.14177409,1.149436594,0.851731525,EC_11261486,2.90E-06
EMT-Serie2-2-C2,C18,2,-0.029122231,0.158218085,1.142401475,0.984109047,EC_11261486,8.71E-07
EMT-Serie2-2-C2,C19,2,-0.107465135,0.006455201,1.050765917,1.350001177,EC_11261486,2.61E-07
EMT-Serie2-2-C2,C20,2,-0.054552912,0.023202394,1.073846759,1.095063211,EC_11261486,7.84E-08
EMT-Serie2-2-C2,C21,2,-0.022969647,0.016953984,1.038922421,1.109094333,EC_11261486,2.35E-08
EMT-Serie2-2-C2,C22,2,-0.03240361,0.072055129,1.187661784,1.154813193,EC_11261486,7.06E-09
EMT-Serie2-2-C2,C23,2,-0.17145201,0.069850301,1.003976098,1.126138852,EC_11261486,2.12E-09
EMT-Serie2-2-C2,C24,2,-0.129614438,0.108320223,0.747112618,0.497822351,EC_11261486,6.35E-10
EMT-Serie2-2-C3,C15,2,-0.006480356,0.10917162,0.53661224,-0.458466005,EC_11261486,3.23E-05
EMT-Serie2-2-C3,C16,2,0.106115836,0.31527349,1.163345957,0.815625585,EC_11261486,9.68E-06
EMT-Serie2-2-C3,C17,2,-0.014985824,0.18361917,0.97324817,1.000421427,EC_11261486,2.90E-06
EMT-Serie2-2-C3,C18,2,-0.002835156,0.083166895,1.000249373,1.212656865,EC_11261486,8.71E-07
EMT-Serie2-2-C3,C19,2,-0.078574322,-0.018864506,0.99504535,1.510324967,EC_11261486,2.61E-07
EMT-Serie2-2-C3,C20,2,0.0818145,0.081604493,0.936390167,1.070963664,EC_11261486,7.84E-08
EMT-Serie2-2-C3,C21,2,0.031186715,0.036324104,0.937958592,1.127645627,EC_11261486,2.35E-08
EMT-Serie2-2-C3,C22,2,-0.074524099,-0.02917831,1.109865266,1.241594868,EC_11261486,7.06E-09
EMT-Serie2-2-C3,C23,2,-0.186715269,-0.044540304,1.039328766,1.398412624,EC_11261486,2.12E-09
EMT-Serie2-2-C3,C24,2,-0.200081004,-0.018322334,0.8564628,0.795022476,EC_11261486,6.35E-10
EMT-Serie2-3-C1,F15,2,0.248319328,0.49283016,0.445130035,-1.228644191,EC_11261582,3.23E-05
EMT-Serie2-3-C1,F16,2,0.527310924,0.908024357,1.028226038,0.090055785,EC_11261582,9.68E-06
EMT-Serie2-3-C1,F17,2,0.017226891,0.136609599,0.988264057,0.880184332,EC_11261582,2.90E-06
EMT-Serie2-3-C1,F18,2,-0.026890756,0.005881772,1.044201794,1.148726655,EC_11261582,8.71E-07
EMT-Serie2-3-C1,F19,2,-0.004201681,-0.046243147,1.03596891,0.896774194,EC_11261582,2.61E-07
EMT-Serie2-3-C1,F20,2,-0.029831933,-0.071512454,0.961226557,1.206766917,EC_11261582,7.84E-08
EMT-Serie2-3-C1,F21,2,-0.038235294,-0.070109239,1.039600554,1.056730536,EC_11261582,2.35E-08
EMT-Serie2-3-C1,F22,2,-0.055462185,-0.017858446,1.01811999,0.975454766,EC_11261582,7.06E-09
EMT-Serie2-3-C1,F23,2,0.015966387,-0.045592318,0.881723102,0.856803299,EC_11261582,2.12E-09
EMT-Serie2-3-C1,F24,2,0.01092437,0.125406768,0.692919338,-0.130220713,EC_11261582,6.35E-10
EMT-Serie2-3-C2,F15,2,0.725583405,0.897229134,0.68244138,-0.72271319,EC_11261582,3.23E-05
EMT-Serie2-3-C2,F16,2,0.505617978,0.827177579,0.868741792,0.072857941,EC_11261582,9.68E-06
EMT-Serie2-3-C2,F17,2,0.186689715,0.358948428,0.930149441,0.661536899,EC_11261582,2.90E-06
EMT-Serie2-3-C2,F18,2,-0.017286085,0.088408671,0.929946836,0.533470466,EC_11261582,8.71E-07
EMT-Serie2-3-C2,F19,2,-0.056179775,-0.010806391,1.101384462,1.085199858,EC_11261582,2.61E-07
EMT-Serie2-3-C2,F20,2,0.032411409,0.039827961,0.93126226,0.731068109,EC_11261582,7.84E-08
EMT-Serie2-3-C2,F21,2,-0.03673293,0.000341535,0.956140417,0.813804663,EC_11261582,2.35E-08
EMT-Serie2-3-C2,F22,2,-0.076490925,-0.021886306,1.00084671,0.976052618,EC_11261582,7.06E-09
