Plate,Well,Concentration,CPD_ID,G/N,R/N,Nuclei,Eccent
EMT 1-3,H13,2.12E-09,EC_4753381,1.280980686,0.065842679,0.120150188,0.9566588
EMT 1-3,I13,2.12E-09,EC_3908975,1.4141495,-0.003415555,0.027534418,1.209414955
EMT 1-3,J13,2.12E-09,EC_4756168,1.30621938,0.039247472,0.158948686,0.841164454
EMT 1-3,K13,2.12E-09,EC_3941139,1.144680717,0.077758314,0.137359199,0.691116903
EMT 1-3,L13,2.12E-09,EC_4795178,1.194913537,0.006013236,0.061639549,1.071413476
EMT 1-3,M13,2.12E-09,EC_3960084,1.097926958,-0.028468541,0.055381727,0.901324363
EMT 1-3,N13,2.12E-09,EC_9786646,1.276616359,-0.001756774,0.047559449,0.980856609
EMT 1-3,O13,2.12E-09,EC_3970232,1.072044122,-0.037831863,-0.009073842,1.082807932
EMT 1-3,P13,2.12E-09,EC_11484996,0.782779137,-0.076015499,-0.25281602,1.585925117
EMT 1-3,A14,6.35E-10,EC_1669101,0.512910779,-0.063026675,-0.069461827,0.661829453
EMT 1-3,B14,6.35E-10,EC_2115383,0.804345871,-0.003968342,0.045369212,0.529833398
EMT 1-3,C14,6.35E-10,EC_2153600,1.105673897,-0.041680015,0.01689612,1.119897151
EMT 1-3,D14,6.35E-10,EC_2118873,1.221309621,0.000440973,0.060387985,1.174227748
EMT 1-3,E14,6.35E-10,EC_3028064,1.318785335,-0.018460859,0.088548185,1.209362122
EMT 1-3,F14,6.35E-10,EC_4753261,1.391387484,0.02662829,0.08416771,0.919868973
EMT 1-3,G14,6.35E-10,EC_3839735,1.429633044,0.005760573,0.107634543,1.162921348
EMT 1-3,H14,6.35E-10,EC_4753381,1.242397554,0.036671987,0.108573217,0.980803776
EMT 1-3,I14,6.35E-10,EC_3908975,1.414958984,0.058864438,0.145807259,0.897749287
EMT 1-3,J14,6.35E-10,EC_4756168,1.14000293,0.020706766,0.116708385,0.927529851
EMT 1-3,K14,6.35E-10,EC_3941139,1.213104548,0.071062051,0.132352941,1.199235673
EMT 1-3,L14,6.35E-10,EC_4795178,1.139448347,-0.035477212,0.025031289,1.231411363
EMT 1-3,M14,6.35E-10,EC_3960084,1.061393372,-0.031406828,0.044430538,0.99681237
EMT 1-3,N14,6.35E-10,EC_9786646,1.105270877,0.009792011,0.060700876,0.878958121
EMT 1-3,O14,6.35E-10,EC_3970232,0.810935419,-0.005357848,0.095118899,0.82371174
EMT 1-3,P14,6.35E-10,EC_11484996,0.547804728,-0.025903664,-0.056633292,0.946056849
EMT 1-3,A15,3.23E-05,EC_11494581,-0.025503206,0.226170509,-0.5281602,-0.252421542
EMT 1-3,B15,3.23E-05,EC_11509486,0.474840894,0.309984775,0.462140175,-0.508717551
EMT 1-3,C15,3.23E-05,EC_11497025,1.631632154,0.963301072,0.447747184,0.170652672
EMT 1-3,D15,3.23E-05,EC_11509578,-0.005120833,-0.097108797,-0.491239049,-0.544468317
EMT 1-3,E15,3.23E-05,EC_11497057,0.159970708,-0.115757967,-0.54787234,-0.548730231
EMT 1-3,F15,3.23E-05,EC_11511738,0.361764519,0.466757179,0.55068836,0.107780635
EMT 1-3,G15,3.23E-05,EC_11497981,0.057587107,0.216311075,0.706508135,0.010020781
EMT 1-3,H15,3.23E-05,EC_11512806,0.051564542,0.699394042,0.063829787,-1.170705505
EMT 1-3,I15,3.23E-05,EC_11498013,0.238157612,0.402547316,0.933667084,0.623384171
EMT 1-3,J15,3.23E-05,X-WE52880180,0.60607039,0.322576039,0.666458073,0.158994047
EMT 1-3,K15,3.23E-05,EC_11501541,0.073311774,-0.064967572,0.178660826,-0.41069353
EMT 1-3,L15,3.23E-05,X-WE53705734,0.041721211,0.249489474,0.656445557,0.425944842
EMT 1-3,M15,3.23E-05,EC_11509470,0.111692708,0.146805064,-0.153629537,0.067380508
EMT 1-3,N15,3.23E-05,EC_27082056,0.048321093,-0.10893607,-0.469336671,-0.165439752
EMT 1-3,O15,3.23E-05,EC_11509478,0.125239,0.2570554,0.691176471,-0.063400373
EMT 1-3,P15,3.23E-05,EC_27084143,-0.01956934,-0.032073104,0.793178974,-0.383290479
EMT 1-3,A16,9.68E-06,EC_11494581,0.180926712,0.854418745,0.60669587,-0.908034236
EMT 1-3,B16,9.68E-06,EC_11509486,0.809302672,0.455429229,0.589486859,0.026452045
EMT 1-3,C16,9.68E-06,EC_11497025,1.999086454,0.837916093,0.428035044,0.524285865
EMT 1-3,D16,9.68E-06,EC_11509578,0.422868544,0.968655849,0.500938673,0.169243774
EMT 1-3,E16,9.68E-06,EC_11497057,0.861471365,0.737674555,0.75,0.021010179
EMT 1-3,F16,9.68E-06,EC_11511738,0.564245875,0.288487495,0.539111389,0.072998485
EMT 1-3,G16,9.68E-06,EC_11497981,0.641801381,0.453185974,0.610450563,0.314377796
EMT 1-3,H16,9.68E-06,EC_11512806,0.374106575,0.683158012,0.867021277,-0.258374133
EMT 1-3,I16,9.68E-06,EC_11498013,0.436574667,0.443944935,0.770337922,0.368215279
EMT 1-3,J16,9.68E-06,X-WE52880180,0.939485005,0.335627959,0.4577597,0.538339615
EMT 1-3,K16,9.68E-06,EC_11501541,0.426292491,0.419133724,0.388610763,0.409601634
EMT 1-3,L16,9.68E-06,X-WE53705734,0.309435307,0.288555895,0.601689612,0.158677046
EMT 1-3,M16,9.68E-06,EC_11509470,0.473221925,1.044828808,0.571026283,0.191750907
EMT 1-3,N16,9.68E-06,EC_27082056,0.172130199,0.698344305,0.477158949,0.104364059
EMT 1-3,O16,9.68E-06,EC_11509478,0.272566215,0.164379789,0.679286608,0.033954422
EMT 1-3,P16,9.68E-06,EC_27084143,0.180338717,0.139244722,0.513767209,-0.372653306
EMT 1-3,A17,2.90E-06,EC_11494581,0.476208406,0.578790114,0.598560701,-0.26341094
EMT 1-3,B17,2.90E-06,EC_11509486,0.863097223,0.076781165,0.16864831,0.374062203
EMT 1-3,C17,2.90E-06,EC_11497025,2.036212514,0.534861678,0.089173967,0.954527843
EMT 1-3,D17,2.90E-06,EC_11509578,1.219043065,0.651082395,0.265331665,0.686379486
EMT 1-3,E17,2.90E-06,EC_11497057,0.998126129,0.174253182,0.25563204,0.546564052
EMT 1-3,F17,2.90E-06,EC_11511738,1.016534152,0.190642764,0.350438048,0.426983903
EMT 1-3,G17,2.90E-06,EC_11497981,1.016138021,0.174105214,0.296620776,0.520376176
EMT 1-3,H17,2.90E-06,EC_11512806,1.052230696,0.579707238,0.665206508,0.398066289
EMT 1-3,I17,2.90E-06,EC_11498013,1.083521579,0.290991788,0.469962453,0.498362157
EMT 1-3,J17,2.90E-06,X-WE52880180,1.029096662,0.315441454,0.428347935,0.511359234
EMT 1-3,K17,2.90E-06,EC_11501541,0.781401291,0.373235635,0.22747184,0.623489838
EMT 1-3,L17,2.90E-06,X-WE53705734,0.994075262,0.171027194,0.381414268,0.497129372
EMT 1-3,M17,2.90E-06,EC_11509470,1.092126227,0.623190372,0.285669587,0.53175302
EMT 1-3,N17,2.90E-06,EC_27082056,0.839746179,0.677169484,0.373904881,0.597830298
EMT 1-3,O17,2.90E-06,EC_11509478,0.769768826,0.15349016,0.355131414,0.351097179
EMT 1-3,P17,2.90E-06,EC_27084143,0.616287118,0.051318055,0.15175219,0.103272164
EMT 1-3,A18,8.71E-07,EC_11494581,0.67436677,0.135398943,0.205256571,0.225018492
EMT 1-3,B18,8.71E-07,EC_11509486,0.815013843,-0.040161665,0.017834793,0.529340284
EMT 1-3,C18,8.71E-07,EC_11497025,1.673783907,0.468458814,0.160826033,0.897696453
EMT 1-3,D18,8.71E-07,EC_11509578,1.053439756,0.131120426,0.057571965,0.784738121
EMT 1-3,E18,8.71E-07,EC_11497057,1.14438448,0.020293572,0.090112641,0.814694798
EMT 1-3,F18,8.71E-07,EC_11511738,1.15543136,0.026177405,0.16020025,0.695466873
EMT 1-3,G18,8.71E-07,EC_11497981,1.284015392,0.049506142,0.131727159,0.985682082
EMT 1-3,H18,8.71E-07,EC_11512806,1.089687439,0.010361549,0.168335419,0.754922335
EMT 1-3,I18,8.71E-07,EC_11498013,1.038448792,0.208174215,0.252503129,0.766387235
EMT 1-3,J18,8.71E-07,X-WE52880180,0.885759345,0.063988887,0.173028786,0.602831883
EMT 1-3,K18,8.71E-07,EC_11501541,1.293081618,0.120607697,0.163329161,0.668327991
EMT 1-3,L18,8.71E-07,X-WE53705734,1.066722192,0.068543798,0.234981227,0.657990208
EMT 1-3,M18,8.71E-07,EC_11509470,1.165382853,0.237582215,0.13204005,0.819027156
EMT 1-3,N18,8.71E-07,EC_27082056,1.093865757,0.166066069,0.084793492,0.607252298
EMT 1-3,O18,8.71E-07,EC_11509478,0.909361847,0.042384121,0.164580726,0.617748582
EMT 1-3,P18,8.71E-07,EC_27084143,0.77219039,0.017325831,0.000625782,0.491458561
EMT 1-3,A19,2.61E-07,EC_11494581,0.791707579,0.017933059,-0.056320401,0.565002994
EMT 1-3,B19,2.61E-07,EC_11509486,0.925606651,0.092862247,0.058197747,0.743351766
EMT 1-3,C19,2.61E-07,EC_11497025,1.564506942,0.3277647,0.032540676,0.964566236
EMT 1-3,D19,2.61E-07,EC_11509578,1.160240043,0.183068463,0.176783479,0.619087035
EMT 1-3,E19,2.61E-07,EC_11497057,1.358959879,0.015324071,0.058510638,1.145274911
EMT 1-3,F19,2.61E-07,EC_11511738,1.232349612,0.085047846,0.148310388,0.774734951
EMT 1-3,G19,2.61E-07,EC_11497981,1.074083334,0.068926282,0.137046308,0.800852383
EMT 1-3,H19,2.61E-07,EC_11512806,1.278307665,0.065938998,0.159887359,0.682346518
EMT 1-3,I19,2.61E-07,EC_11498013,1.227337697,0.065638873,0.105444305,0.922633933
EMT 1-3,J19,2.61E-07,X-WE52880180,1.248935433,0.100023354,0.149249061,0.808301927
EMT 1-3,K19,2.61E-07,EC_11501541,1.143619776,0.050618696,0.105757196,0.891972808
EMT 1-3,L19,2.61E-07,X-WE53705734,1.11231167,0.071020173,0.179599499,0.82733965
EMT 1-3,M19,2.61E-07,EC_11509470,1.11804351,0.066081382,0.115769712,0.859550562
EMT 1-3,N19,2.61E-07,EC_27082056,1.099511481,0.218914479,0.203379224,0.53494065
EMT 1-3,O19,2.61E-07,EC_11509478,0.763768307,-0.011060769,0.035982478,0.603994224
EMT 1-3,P19,2.61E-07,EC_27084143,0.804314869,-0.002147076,-0.015957447,0.806153358
EMT 1-3,A20,7.84E-08,EC_11494581,0.762455908,-0.010074686,-0.150187735,0.528900004
EMT 1-3,B20,7.84E-08,EC_11509486,1.013344438,0.011495042,0.025031289,0.993378183
EMT 1-3,C20,7.84E-08,EC_11497025,1.257109504,0.224565193,0.023779725,0.698654503
EMT 1-3,D20,7.84E-08,EC_11509578,1.17511389,0.018128489,0.031602003,0.859075059
EMT 1-3,E20,7.84E-08,EC_11497057,1.199594769,-0.017885737,0.117021277,1.003997746
EMT 1-3,F20,7.84E-08,EC_11511738,1.113279607,0.028659364,0.12922403,0.889401571
EMT 1-3,G20,7.84E-08,EC_11497981,1.042909568,0.050599153,0.130788486,0.922545877
EMT 1-3,H20,7.84E-08,EC_11512806,0.94064584,-0.017891739,0.050062578,1.090556867
EMT 1-3,I20,7.84E-08,EC_11498013,1.20141697,0.068205984,0.154881101,0.731164806
EMT 1-3,J20,7.84E-08,X-WE52880180,1.084637634,-0.039000114,0.037546934,1.019601282
EMT 1-3,K20,7.84E-08,EC_11501541,1.117716271,0.05787333,0.114205257,1.001532176
EMT 1-3,L20,7.84E-08,X-WE53705734,1.217789225,-0.001492107,0.081664581,0.952291219
EMT 1-3,M20,7.84E-08,EC_11509470,1.150278216,0.032397657,0.095118899,1.037159663
EMT 1-3,N20,7.84E-08,EC_27082056,0.846738747,0.034707917,0.097934919,0.799232151
EMT 1-3,O20,7.84E-08,EC_11509478,0.92999509,0.020367556,0.035043805,0.829611497
EMT 1-3,P20,7.84E-08,EC_27084143,0.761133176,0.029393622,-0.002503129,0.524990314
EMT 1-3,A21,2.35E-08,EC_11494581,0.540960278,-0.047482466,-0.11232791,0.559244127
EMT 1-3,B21,2.35E-08,EC_11509486,0.921597119,0.009557495,0.000312891,0.890792857
EMT 1-3,C21,2.35E-08,EC_11497025,1.081675265,0.014264562,-0.020963705,1.022841746
EMT 1-3,D21,2.35E-08,EC_11509578,0.87538072,-0.039497902,0.02252816,1.01102462
EMT 1-3,E21,2.35E-08,EC_11497057,1.068224044,-0.033192638,0.015331665,1.133422563
EMT 1-3,F21,2.35E-08,EC_11511738,1.126293362,0.028692866,0.108260325,1.061533585
EMT 1-3,G21,2.35E-08,EC_11497981,0.924542265,0.063140164,0.109824781,0.744320383
EMT 1-3,H21,2.35E-08,EC_11512806,1.098371314,0.06067356,0.175219024,0.832499736
EMT 1-3,I21,2.35E-08,EC_11498013,1.034404814,-0.058745087,0.029724656,1.169190941
EMT 1-3,J21,2.35E-08,X-WE52880180,0.907105624,-0.017916866,0.001251564,1.112112994
EMT 1-3,K21,2.35E-08,EC_11501541,0.992432181,0.000848584,0.032540676,1.123789229
EMT 1-3,L21,2.35E-08,X-WE53705734,1.004236876,-0.0231562,0.029724656,0.980750942
EMT 1-3,M21,2.35E-08,EC_11509470,0.840814009,0.000751846,-0.026908636,1.106019513
EMT 1-3,N21,2.35E-08,EC_27082056,0.700342612,-0.039101319,-0.001877347,0.952696277
EMT 1-3,O21,2.35E-08,EC_11509478,0.877516382,-0.016068798,-0.074155194,1.231129583
EMT 1-3,P21,2.35E-08,EC_27084143,0.650747046,-0.022825924,-0.097309136,0.803687788
EMT 1-3,A22,7.06E-09,EC_11494581,0.618846467,-0.016659415,-0.064768461,0.646824698
EMT 1-3,B22,7.06E-09,EC_11509486,0.648752614,-0.059885978,-0.083541927,0.815416857
EMT 1-3,C22,7.06E-09,EC_11497025,0.77236951,0.072323969,0.072590738,0.638019091
EMT 1-3,D22,7.06E-09,EC_11509578,0.689512742,0.022957001,0.142365457,0.434380614
EMT 1-3,E22,7.06E-09,EC_11497057,1.11602841,0.161516742,0.162390488,0.698619281
EMT 1-3,F22,7.06E-09,EC_11511738,0.852360359,0.068564737,0.199937422,0.496019865
EMT 1-3,G22,7.06E-09,EC_11497981,1.187552395,-0.00500412,0.094493116,0.883607481
EMT 1-3,H22,7.06E-09,EC_11512806,1.207644834,0.009886934,0.072277847,1.032880138
EMT 1-3,I22,7.06E-09,EC_11498013,1.19824448,0.010791495,0.087296621,0.959881653
EMT 1-3,J22,7.06E-09,X-WE52880180,0.879262801,-0.023573163,0.01689612,0.859568173
EMT 1-3,K22,7.06E-09,EC_11501541,0.735357123,0.066307522,0.168961202,0.305378465
EMT 1-3,L22,7.06E-09,X-WE53705734,0.958953968,0.006445973,0.023779725,1.089852418
EMT 1-3,M22,7.06E-09,EC_11509470,0.996803397,0.015966197,0.066332916,0.836215702
EMT 1-3,N22,7.06E-09,EC_27082056,0.998498148,0.02624441,0.033166458,0.849318446
EMT 1-3,O22,7.06E-09,EC_11509478,0.841544268,-0.032814621,-0.051627034,0.863477863
EMT 1-3,P22,7.06E-09,EC_27084143,0.783168378,-0.033257548,-0.078222778,0.82617731
EMT 1-3,A23,2.12E-09,EC_11494581,0.417470832,-0.034777434,-0.263454318,0.957645028
EMT 1-3,B23,2.12E-09,EC_11509486,0.818875257,-0.002833732,-0.072590738,0.748071572
EMT 1-3,C23,2.12E-09,EC_11497025,0.761698093,-0.040621204,-0.124843554,0.680356451
EMT 1-3,D23,2.12E-09,EC_11509578,0.918741533,-0.029589331,-0.051627034,0.905234053
EMT 1-3,E23,2.12E-09,EC_11497057,0.890533582,-0.039372966,-0.03942428,1.043376422
EMT 1-3,F23,2.12E-09,EC_11511738,0.750975007,0.083340627,0.066645807,0.752844211
EMT 1-3,G23,2.12E-09,EC_11497981,0.815523646,-0.004055587,-0.01689612,0.709133176
EMT 1-3,H23,2.12E-09,EC_11512806,1.002528347,0.008869303,-0.009073842,0.982512064
EMT 1-3,I23,2.12E-09,EC_11498013,0.944693262,0.02927078,0.023466834,0.561604029
EMT 1-3,J23,2.12E-09,X-WE52880180,0.958409719,0.046305281,0.014705882,0.925258004
EMT 1-3,K23,2.12E-09,EC_11501541,0.979793889,-0.057512902,-0.119211514,1.320893945
EMT 1-3,L23,2.12E-09,X-WE53705734,0.889541532,-0.050093967,-0.080413016,1.225388327
EMT 1-3,M23,2.12E-09,EC_11509470,0.607417234,-0.00824658,-0.085732165,0.713412701
EMT 1-3,N23,2.12E-09,EC_27082056,0.810336056,-0.004540533,-0.093241552,1.244690219
EMT 1-3,O23,2.12E-09,EC_11509478,0.619476831,-0.055768411,-0.137359199,1.184336586
EMT 1-3,P23,2.12E-09,EC_27084143,0.660722651,-0.027013845,-0.180225282,0.949297313
EMT 1-3,A24,6.35E-10,EC_11494581,0.460418291,0.034455254,-0.396745932,0.838170547
EMT 1-3,B24,6.35E-10,EC_11509486,0.409031525,-0.040988054,-0.314142678,0.970184213
EMT 1-3,C24,6.35E-10,EC_11497025,0.540698487,0.037940884,-0.166145181,0.552992145
EMT 1-3,D24,6.35E-10,EC_11509578,0.672644463,-0.025564314,-0.21339174,0.903684266
EMT 1-3,E24,6.35E-10,EC_11497057,0.491595501,0.012052017,-0.048185232,0.525395372
EMT 1-3,F24,6.35E-10,EC_11511738,0.710538672,0.020472251,-0.044117647,0.58930647
EMT 1-3,G24,6.35E-10,EC_11497981,0.766875349,-0.046005296,-0.10951189,0.829135994
EMT 1-3,H24,6.35E-10,EC_11512806,0.653203056,-0.024118971,-0.088861076,0.693441584
EMT 1-3,I24,6.35E-10,EC_11498013,0.658325199,0.018600312,-0.047559449,0.678014159
EMT 1-3,J24,6.35E-10,X-WE52880180,0.644588074,-0.067540545,-0.187734668,1.117167412
EMT 1-3,K24,6.35E-10,EC_11501541,0.604695988,-0.028638286,-0.073842303,0.406537283
EMT 1-3,L24,6.35E-10,X-WE53705734,0.599019263,-0.069819536,-0.191176471,0.733824099
EMT 1-3,M24,6.35E-10,EC_11509470,0.68380846,-0.045248703,-0.132665832,0.680955232
EMT 1-3,N24,6.35E-10,EC_27082056,0.537591445,-0.009503752,-0.145494368,0.5339192
EMT 1-3,O24,6.35E-10,EC_11509478,0.474355203,-0.049010867,-0.217146433,0.695537318
EMT 1-3,P24,6.35E-10,EC_27084143,0.456119412,-0.019569784,-0.330100125,0.553538093
EMT 2-1,A01,0,DMSO,0.052391428,0.860518955,-0.024295432,0
EMT 2-1,B01,0,DMSO,0.047967468,1.117045221,0.7696793,-0.345604445
EMT 2-1,C01,0,DMSO,0.003383612,1.079497746,0.885973437,-0.359709651
EMT 2-1,D01,0,DMSO,0.001061287,1.069957159,0.957240039,-0.355300654
EMT 2-1,E01,0,DMSO,-0.001986302,0.930634838,1.012309686,-0.259593154
EMT 2-1,F01,0,DMSO,0.018000887,1.015327572,1,-0.097714849
EMT 2-1,G01,0,DMSO,-0.002750138,0.937065297,1.050858439,-0.132449144
EMT 2-1,H01,0,DMSO,-0.004519055,0.985949369,1.016844833,-0.042046778
EMT 2-1,I01,0,DMSO,0.007352499,1.030313387,1.053449951,0.080688234
EMT 2-1,J01,0,DMSO,0.000832781,1.030108905,1.039196631,0.125136661
EMT 2-1,K01,0,DMSO,-0.00464878,1.069194999,1.004859086,0.01842459
EMT 2-1,L01,0,DMSO,-0.001942584,1.025282843,1.023971493,0.001899812
EMT 2-1,M01,0,DMSO,0.007866478,1.090388201,0.992549401,0.067156555
EMT 2-1,N01,0,DMSO,0,1.084901505,0.952057013,-0.054736087
EMT 2-1,O01,0,DMSO,0.016996567,1.094668024,0.833819242,-0.353042387
EMT 2-1,P01,0,DMSO,0.120906578,1.062695902,0.394557823,-0.320225827
EMT 2-1,A02,0,DMSO,0.038163204,1.052351686,0.849368319,-0.633121247
EMT 2-1,B02,0,DMSO,-0.002378339,0.997503317,1.002591513,-0.134241419
EMT 2-1,C02,0,DMSO,0.014111716,0.97798029,1.001619695,-7.17E-05
EMT 2-1,D02,0,DMSO,-0.009554312,0.870255445,1.011013929,-0.13782597
EMT 2-1,E02,0,DMSO,-0.003260622,0.888467214,1.020732102,0.047746214
EMT 2-1,F02,0,DMSO,-0.005437525,0.873608664,1.069646906,0.104077426
EMT 2-1,G02,0,DMSO,-0.001013946,0.920046101,1.009718173,0.174388386
EMT 2-1,H02,0,DMSO,-0.007717212,0.787723357,1.036281179,0.10683753
EMT 2-1,I02,0,DMSO,-0.00117913,0.837165107,0.997084548,0.218585895
EMT 2-1,J02,0,DMSO,0.018166737,1,0.997732426,0.142790573
EMT 2-1,K02,0,DMSO,-0.008451436,0.799145751,1.036281179,0.162738597
EMT 2-1,L02,0,DMSO,0.00225913,0.95877042,0.964690638,0.250811005
EMT 2-1,M02,0,DMSO,-0.001272826,0.890749405,0.998704244,0.085168922
EMT 2-1,N02,0,DMSO,0.011718221,1.007138281,0.944930353,0.112554888
EMT 2-1,O02,0,DMSO,-0.005435047,0.910895889,0.946873988,-0.026328524
EMT 2-1,P02,0,DMSO,-0.003643063,1.04046313,0.894719793,-0.167523972
EMT 2-1,A03,0,DMSO,0.597068202,0.007651631,-0.309037901,0.903163366
EMT 2-1,B03,0,DMSO,0.90961446,0.052217271,-0.085519922,0.723684918
EMT 2-1,C03,0,DMSO,0.978642731,0,-0.08260447,1.189640649
EMT 2-1,D03,0,DMSO,1.031238422,-0.00478588,-0.042112083,0.936947755
EMT 2-1,E03,0,DMSO,1.096037813,-0.008130234,-0.030450275,0.893431311
EMT 2-1,F03,0,DMSO,1.013207701,0.133848495,0.110787172,0.773546017
EMT 2-1,G03,0,DMSO,1.183852983,-0.021366798,0.025591189,1.254162559
EMT 2-1,H03,0,DMSO,0.822336241,-0.039308307,0.015225138,0.731015324
EMT 2-1,I03,0,DMSO,0.89735357,0.216083154,0.07191448,1
EMT 2-1,J03,0,DMSO,1.117039234,0.016811854,0.076449627,0.944869612
EMT 2-1,K03,0,DMSO,1.016667693,-0.012002808,-0.000971817,0.916246976
EMT 2-1,L03,0,DMSO,1.116680209,-0.04664292,0.018464529,1.09283986
EMT 2-1,M03,0,DMSO,0.971087303,-0.029097648,-0.005506965,0.989067121
EMT 2-1,N03,0,DMSO,1.017407986,0.016505846,0.100097182,0.92669594
EMT 2-1,O03,0,DMSO,0.771005083,0.078536824,0.052478134,0.542898109
EMT 2-1,P03,0,DMSO,0.738206646,-0.009658987,-0.129899579,0.814947576
EMT 2-1,A04,0,DMSO,0.664981268,-0.013178509,-0.240362812,1.020360247
EMT 2-1,B04,0,DMSO,0.858578783,-0.011623301,-0.102688695,1.013137378
EMT 2-1,C04,0,DMSO,0.876310845,-0.034499691,-0.099773243,1.01328076
EMT 2-1,D04,0,DMSO,1.175897225,0.017874302,-0.001619695,1.016327628
EMT 2-1,E04,0,DMSO,0.943372417,-0.06312989,-0.01425332,1.169477552
EMT 2-1,F04,0,DMSO,0.912410413,0.057153439,-0.003887269,0.880670311
EMT 2-1,G04,0,DMSO,1.085502154,0.024360529,0.022675737,1.079236491
EMT 2-1,H04,0,DMSO,1.095148192,0.01460545,0,1.068518684
EMT 2-1,I04,0,DMSO,1.258212628,-0.050419832,-0.018788468,1.203261941
EMT 2-1,J04,0,DMSO,1.166543491,0.004515764,0.005506965,1.00462407
EMT 2-1,K04,0,DMSO,1.296822199,0.002844159,0.019436346,1.126570481
EMT 2-1,L04,0,DMSO,0.99306413,0.105957433,0.120505345,0.840989336
EMT 2-1,M04,0,DMSO,1,0.027254736,0.073534176,0.838139618
EMT 2-1,N04,0,DMSO,1.146120324,-0.011501041,0.029802397,1.041975087
EMT 2-1,O04,0,DMSO,0.961822531,-0.025129267,0.004859086,1.016901156
EMT 2-1,P04,0,DMSO,0.641676363,-0.049269299,-0.088111435,0.718469397
EMT 2-1,A05,3.23E-05,EC_6772302,0.098221548,0.344054578,0.319403952,-1.158222063
EMT 2-1,B05,3.23E-05,EC_11392057,0.018317655,0.624309337,-0.597343699,-1.938937181
EMT 2-1,C05,3.23E-05,X-XEW670281,0.162822046,0.267769916,0.580498866,-0.928990053
EMT 2-1,D05,3.23E-05,EC_11188057,0.135449982,0.076141667,-0.610625202,1.189102966
EMT 2-1,E05,3.23E-05,EC_16097031,1.228391246,0.545542292,0.473922902,0.248731965
EMT 2-1,F05,3.23E-05,EC_11188498,0.266418782,0.965892972,0.416261743,-0.688538399
EMT 2-1,G05,3.23E-05,EC_16997113,-0.01444329,-0.119710494,0.116942015,-0.860991128
EMT 2-1,H05,3.23E-05,EC_11189194,0.031248939,0.478332056,0.85617104,-0.007868089
EMT 2-1,I05,3.23E-05,EC_10645834,0.162773117,0.644620264,0.645610625,-0.572255578
EMT 2-1,J05,3.23E-05,EC_11190448,0.450455408,0.832512069,0.718820862,-0.534779102
EMT 2-1,K05,3.23E-05,EC_11241847,0.06234661,0.304686785,0.825396825,-0.398369029
EMT 2-1,L05,3.23E-05,EC_11190511,0.007652587,0.357348769,0.051506317,-1.24857066
EMT 2-1,M05,3.23E-05,EC_11386795,0.122661038,0.73873776,0.562034338,-0.221202617
EMT 2-1,N05,3.23E-05,EC_11190878,-0.012499817,0.071750309,0.075153871,-2.164029035
EMT 2-1,O05,3.23E-05,EC_11391704,0.932989264,0.991729203,0.800129576,0.094757595
EMT 2-1,P05,3.23E-05,EC_11191242,0.835620195,0.430696326,0.30936184,0.09140604
EMT 2-1,A06,9.68E-06,EC_6772302,0.765603809,0.596383957,0.463232912,0.04693969
EMT 2-1,B06,9.68E-06,EC_11392057,0.219503324,0.273419626,-0.605766116,-1.796971055
EMT 2-1,C06,9.68E-06,X-XEW670281,1.163305905,0.749675403,0.706511176,0.101675777
EMT 2-1,D06,9.68E-06,EC_11188057,-0.015846033,-0.146706553,-0.613216715,-0.272802222
EMT 2-1,E06,9.68E-06,EC_16097031,1.367359649,0.345098437,0.184321348,0.692140873
EMT 2-1,F06,9.68E-06,EC_11188498,1.000756178,0.7228425,0.660511824,0.081763599
EMT 2-1,G06,9.68E-06,EC_16997113,0.250842464,0.242764482,0.810171688,-0.183564836
EMT 2-1,H06,9.68E-06,EC_11189194,0.088811895,0.405569347,0.851311953,-0.05794426
EMT 2-1,I06,9.68E-06,EC_10645834,0.996006235,0.910200936,0.827016521,0.225790841
EMT 2-1,J06,9.68E-06,EC_11190448,0.756339037,0.640226046,0.681567865,-0.019499955
EMT 2-1,K06,9.68E-06,EC_11241847,1.029316204,0.727945971,0.84904438,0.291190967
EMT 2-1,L06,9.68E-06,EC_11190511,-0.001487352,0.479843507,0.983155167,-0.60514383
EMT 2-1,M06,9.68E-06,EC_11386795,1.087173371,0.857547531,0.666666667,0.448498969
EMT 2-1,N06,9.68E-06,EC_11190878,0.093620299,0.445597774,0.837382572,-0.85507662
EMT 2-1,O06,9.68E-06,EC_11391704,1.113487103,0.343855816,0.285390347,0.383600681
EMT 2-1,P06,9.68E-06,EC_11191242,0.70188785,0.151289524,0.0936184,0.305851779
EMT 2-1,A07,2.90E-06,EC_6772302,0.706882439,0.075342329,-0.002915452,0.195071243
EMT 2-1,B07,2.90E-06,EC_11392057,0.979198744,0.801915553,-0.606413994,-1.918182633
EMT 2-1,C07,2.90E-06,X-XEW670281,0.932858998,0.221735723,0.259799158,0.50879111
EMT 2-1,D07,2.90E-06,EC_11188057,1.357793041,-0.11679927,-0.571104632,1.046796308
EMT 2-1,E07,2.90E-06,EC_16097031,1.307809024,0.07429418,0.0505345,1.010072587
EMT 2-1,F07,2.90E-06,EC_11188498,1.153732942,0.312045278,0.288629738,0.483573797
EMT 2-1,G07,2.90E-06,EC_16997113,1.027962709,0.36782311,0.566569485,0.504471727
EMT 2-1,H07,2.90E-06,EC_11189194,0.980841366,0.703595452,0.790087464,0.312519043
