Plate,Well,Concentration,Compound Name,Plate Name,Class,G,R,Nuclei,Eccent,LDA_1
EMT-Serie2-2-C1,B04,0,DMSO,EMT-Serie2-2-C1,0,0.931300548,0.005067302,-0.042748702,0.811617169,-0.215468115
EMT-Serie2-2-C1,C04,0,DMSO,EMT-Serie2-2-C1,0,1.139024215,-0.030709073,-0.088294047,1.262752384,-0.289361749
EMT-Serie2-2-C1,D04,0,DMSO,EMT-Serie2-2-C1,0,1.284211183,-0.055640027,-0.0834998,1.38250321,-0.344996844
EMT-Serie2-2-C1,E04,0,DMSO,EMT-Serie2-2-C1,0,1.145198158,-0.032162689,0.012385138,1.008469714,-0.276508433
EMT-Serie2-2-C1,F04,0,DMSO,EMT-Serie2-2-C1,0,1.083274098,-0.023938134,0.0135837,1.09936887,-0.254528906
EMT-Serie2-2-C1,G04,0,DMSO,EMT-Serie2-2-C1,0,1.107880351,0.044700119,0,1.161307068,-0.196352287
EMT-Serie2-2-C1,H04,0,DMSO,EMT-Serie2-2-C1,0,0.962181452,0.049351688,0.063523771,1.052293653,-0.145600902
EMT-Serie2-2-C1,I04,0,DMSO,EMT-Serie2-2-C1,0,1.010081962,0.013934355,0.127447064,0.951613344,-0.175739257
EMT-Serie2-2-C1,J04,0,DMSO,EMT-Serie2-2-C1,0,1.050138459,0.002411548,0.040751099,1.049916669,-0.208726977
EMT-Serie2-2-C1,K04,0,DMSO,EMT-Serie2-2-C1,0,0.949170574,-0.000908509,0.069916101,0.981148056,-0.188305779
EMT-Serie2-2-C1,L04,0,DMSO,EMT-Serie2-2-C1,0,1.121962648,-0.008199843,0.05553336,0.923745253,-0.249707001
EMT-Serie2-2-C1,M04,0,DMSO,EMT-Serie2-2-C1,0,1.065401274,0.076250836,0.06232521,1.125461053,-0.138056881
EMT-Serie2-2-C1,N04,0,DMSO,EMT-Serie2-2-C1,0,0.78764098,0.213553508,0.160607271,0.784869266,0.066080596
EMT-Serie2-2-C1,O04,0,DMSO,EMT-Serie2-2-C1,0,1.079698973,-0.064604471,-0.011985617,1,-0.299999628
EMT-Serie2-2-C1,P04,0,DMSO,EMT-Serie2-2-C1,0,0.827386962,0.025853999,0.095884938,0.295292478,-0.169971804
EMT-Serie2-2-C1,A05,3.23E-05,EC_11190427,EMT-Serie2-2-C1,2,0.552245069,0.552308341,0.399520575,-0.466517308,0.478986272
EMT-Serie2-2-C1,B05,3.23E-05,EC_11190219,EMT-Serie2-2-C1,2,1.302858896,0.472410385,0.038753496,-0.117045982,0.128714213
EMT-Serie2-2-C1,C05,3.23E-05,EC_11177597,EMT-Serie2-2-C1,2,1.2137997,0.115767363,-0.049540551,1.07267561,-0.16781774
EMT-Serie2-2-C1,D05,3.23E-05,EC_11265545,EMT-Serie2-2-C1,2,-0.044541216,-0.370313254,-0.290850979,-3.338597306,-0.546903001
EMT-Serie2-2-C1,E05,3.23E-05,EC_11187920,EMT-Serie2-2-C1,2,1.773155573,0.690858214,0.046344387,-0.680801071,0.199297883
EMT-Serie2-2-C1,F05,3.23E-05,EC_11255449,EMT-Serie2-2-C1,2,1.243852563,0.189654621,0.070715142,0.917543237,-0.065172965
EMT-Serie2-2-C1,G05,3.23E-05,EC_11192350,EMT-Serie2-2-C1,2,1.01372982,0.001129459,-0.10427487,0.252397475,-0.252681015
EMT-Serie2-2-C1,H05,3.23E-05,EC_11177295,EMT-Serie2-2-C1,2,1.158886016,0.524928046,-0.288853376,-0.376492446,0.098161343
EMT-Serie2-2-C1,I05,3.23E-05,EC_11193182,EMT-Serie2-2-C1,2,0.461426284,0.002042329,-0.182181382,-0.400672113,-0.173291391
EMT-Serie2-2-C1,J05,3.23E-05,EC_11281258,EMT-Serie2-2-C1,2,0.169319616,-0.287035207,-0.642429085,-3.265102046,-0.631837079
EMT-Serie2-2-C1,K05,3.23E-05,EC_11262380,EMT-Serie2-2-C1,2,-0.046344855,-0.386793761,-0.172992409,-2.033605639,-0.477722488
EMT-Serie2-2-C1,L05,3.23E-05,EC_11191311,EMT-Serie2-2-C1,2,0.931641835,0.008784196,0.122253296,-0.155842737,-0.172903974
EMT-Serie2-2-C1,M05,3.23E-05,EC_11261900,EMT-Serie2-2-C1,2,-0.037606754,-0.100853272,-0.005593288,-4.003934319,-0.256112647
EMT-Serie2-2-C1,N05,3.23E-05,EC_11258179,EMT-Serie2-2-C1,2,-0.025863394,-0.147649504,-0.049940072,-1.699844267,-0.198799079
EMT-Serie2-2-C1,O05,3.23E-05,EC_11257708,EMT-Serie2-2-C1,2,0.05620554,-0.14989534,-0.115860967,-2.322067703,-0.268510235
EMT-Serie2-2-C1,P05,3.23E-05,EC_11259640,EMT-Serie2-2-C1,2,0.008583375,0.77922784,-0.2776668,-4.4050709,0.401114464
EMT-Serie2-2-C1,A06,9.68E-06,EC_11190427,EMT-Serie2-2-C1,2,0.690874845,0.42379568,0.146624051,0.151744488,0.267811915
EMT-Serie2-2-C1,B06,9.68E-06,EC_11190219,EMT-Serie2-2-C1,2,0.980831963,0.161825159,-0.002397123,0.465861588,-0.075295663
EMT-Serie2-2-C1,C06,9.68E-06,EC_11177597,EMT-Serie2-2-C1,2,1.253380632,-0.045345524,-0.051138634,1.26797082,-0.323379283
EMT-Serie2-2-C1,D06,9.68E-06,EC_11265545,EMT-Serie2-2-C1,2,0.081493529,0.582922929,0.584498602,-1.333132975,0.613906199
EMT-Serie2-2-C1,E06,9.68E-06,EC_11187920,EMT-Serie2-2-C1,2,1.405888492,0.474471611,0.21534159,0.674243873,0.185943618
EMT-Serie2-2-C1,F06,9.68E-06,EC_11255449,EMT-Serie2-2-C1,2,1.226763022,0.21053871,0.054334798,0.800251359,-0.074516698
EMT-Serie2-2-C1,G06,9.68E-06,EC_11192350,EMT-Serie2-2-C1,2,1.178823348,0.12233625,0.035956852,0.844348515,-0.139854583
EMT-Serie2-2-C1,H06,9.68E-06,EC_11177295,EMT-Serie2-2-C1,2,1.319008499,0.224615519,-0.11825809,0.998169449,-0.097111003
EMT-Serie2-2-C1,I06,9.68E-06,EC_11193182,EMT-Serie2-2-C1,2,0.789750248,0.185622293,0.028365961,0.085817327,-0.015445657
EMT-Serie2-2-C1,J06,9.68E-06,EC_11281258,EMT-Serie2-2-C1,2,0.983097887,0.282015873,0.088294047,0.937515368,0.088523435
EMT-Serie2-2-C1,K06,9.68E-06,EC_11262380,EMT-Serie2-2-C1,2,0.540557378,0.916949153,0.934478626,-0.261058441,0.962783904
EMT-Serie2-2-C1,L06,9.68E-06,EC_11191311,EMT-Serie2-2-C1,2,1.102307857,0.225272553,0.101478226,0.429988252,-0.032171311
EMT-Serie2-2-C1,M06,9.68E-06,EC_11261900,EMT-Serie2-2-C1,2,0.118081205,0.40837137,0.740711147,-0.421518538,0.528087813
EMT-Serie2-2-C1,N06,9.68E-06,EC_11258179,EMT-Serie2-2-C1,2,0.649696576,0.919965404,0.912504994,-0.255211606,0.938239356
EMT-Serie2-2-C1,O06,9.68E-06,EC_11257708,EMT-Serie2-2-C1,2,0.984395898,0.701767596,0.624051139,-0.24373651,0.57725251
EMT-Serie2-2-C1,P06,9.68E-06,EC_11259640,EMT-Serie2-2-C1,2,0.481965065,0.958877228,0.861765881,-0.797519193,0.957353223
EMT-Serie2-2-C1,A07,2.90E-06,EC_11190427,EMT-Serie2-2-C1,2,0.850994531,-0.093067709,-0.142229325,1.0145078,-0.296549807
EMT-Serie2-2-C1,B07,2.90E-06,EC_11190219,EMT-Serie2-2-C1,2,1.158634247,-0.002846178,-0.08310028,1.08322177,-0.273445069
EMT-Serie2-2-C1,C07,2.90E-06,EC_11177597,EMT-Serie2-2-C1,2,0.999896495,-0.02742681,-0.091090691,1.400316931,-0.239613839
EMT-Serie2-2-C1,D07,2.90E-06,EC_11265545,EMT-Serie2-2-C1,2,0.688824324,0.859255168,0.69436676,-0.109068058,0.80756214
EMT-Serie2-2-C1,E07,2.90E-06,EC_11187920,EMT-Serie2-2-C1,2,1.331854329,0.11121028,0.037554934,0.997732302,-0.191223039
EMT-Serie2-2-C1,F07,2.90E-06,EC_11255449,EMT-Serie2-2-C1,2,0.948776135,0.006313051,0.056332401,0.956066774,-0.18535901
EMT-Serie2-2-C1,G07,2.90E-06,EC_11192350,EMT-Serie2-2-C1,2,1.105029763,0.139863942,0.0970835,1.150815551,-0.075672843
EMT-Serie2-2-C1,H07,2.90E-06,EC_11177295,EMT-Serie2-2-C1,2,1.261750563,0.203796843,-0.033559728,1.183601541,-0.084561527
EMT-Serie2-2-C1,I07,2.90E-06,EC_11193182,EMT-Serie2-2-C1,2,1.184023783,0.043563392,-0.025569317,1.107046256,-0.209549143
EMT-Serie2-2-C1,J07,2.90E-06,EC_11281258,EMT-Serie2-2-C1,2,1.017872823,0.336177574,0.137435078,0.7923554,0.123709233
EMT-Serie2-2-C1,K07,2.90E-06,EC_11262380,EMT-Serie2-2-C1,2,0.585092571,0.726085124,0.546943668,-0.089533073,0.665671269
EMT-Serie2-2-C1,L07,2.90E-06,EC_11191311,EMT-Serie2-2-C1,2,1.187495402,0.015757188,0.058729525,0.743695527,-0.243938413
EMT-Serie2-2-C1,M07,2.90E-06,EC_11261900,EMT-Serie2-2-C1,2,0.514171955,0.797963485,0.657610867,-0.272232999,0.773576851
EMT-Serie2-2-C1,N07,2.90E-06,EC_11258179,EMT-Serie2-2-C1,2,0.619598954,0.647586999,0.512185378,0.020354635,0.577952665
EMT-Serie2-2-C1,O07,2.90E-06,EC_11257708,EMT-Serie2-2-C1,2,0.887968252,0.299761607,0.231721934,0.508619983,0.141924661
EMT-Serie2-2-C1,P07,2.90E-06,EC_11259640,EMT-Serie2-2-C1,2,0.490897281,0.479745327,0.405912905,-0.408240212,0.398848933
EMT-Serie2-2-C1,A08,8.71E-07,EC_11190427,EMT-Serie2-2-C1,2,0.657876281,0.094384685,-0.06232521,0.514466818,-0.073522004
EMT-Serie2-2-C1,B08,8.71E-07,EC_11190219,EMT-Serie2-2-C1,2,1.118258842,-0.057077652,-0.019976029,1.156908281,-0.291733141
EMT-Serie2-2-C1,C08,8.71E-07,EC_11177597,EMT-Serie2-2-C1,2,1.194385488,-0.004474227,-0.058729525,1.249883883,-0.27336309
EMT-Serie2-2-C1,D08,8.71E-07,EC_11265545,EMT-Serie2-2-C1,2,0.666218238,0.544412303,0.457850579,0.268763149,0.473238994
EMT-Serie2-2-C1,E08,8.71E-07,EC_11187920,EMT-Serie2-2-C1,2,1.122362682,0.122910428,0.12504994,1.123630502,-0.091740487
EMT-Serie2-2-C1,F08,8.71E-07,EC_11255449,EMT-Serie2-2-C1,2,1.387836633,0.069719743,0.028365961,1.316821945,-0.22944985
EMT-Serie2-2-C1,G08,8.71E-07,EC_11192350,EMT-Serie2-2-C1,2,0.987341599,0.050303806,0.086296444,0.958744297,-0.142533983
EMT-Serie2-2-C1,H08,8.71E-07,EC_11177295,EMT-Serie2-2-C1,2,1.367468496,0.003945111,0.02117459,1.373814923,-0.279940758
EMT-Serie2-2-C1,I08,8.71E-07,EC_11193182,EMT-Serie2-2-C1,2,1.105494138,0.019725557,0.007590891,1.116089724,-0.212281841
EMT-Serie2-2-C1,J08,8.71E-07,EC_11281258,EMT-Serie2-2-C1,2,0.999837749,0.127698637,0.080703156,1.057457447,-0.074079371
EMT-Serie2-2-C1,K08,8.71E-07,EC_11262380,EMT-Serie2-2-C1,2,0.887691306,0.35895863,0.237714742,0.409141827,0.189970851
EMT-Serie2-2-C1,L08,8.71E-07,EC_11191311,EMT-Serie2-2-C1,2,1.095255519,-0.028461784,0.001198562,1.173465206,-0.258671374
EMT-Serie2-2-C1,M08,8.71E-07,EC_11261900,EMT-Serie2-2-C1,2,0.575279163,0.295784516,0.461046744,0.360072129,0.251484061
EMT-Serie2-2-C1,N08,8.71E-07,EC_11258179,EMT-Serie2-2-C1,2,0.820706683,0.241984766,0.281662006,0.458894566,0.102704012
EMT-Serie2-2-C1,O08,8.71E-07,EC_11257708,EMT-Serie2-2-C1,2,0.967821085,-0.006637207,0.15301638,0.569793175,-0.198487884
EMT-Serie2-2-C1,P08,8.71E-07,EC_11259640,EMT-Serie2-2-C1,2,0.536198972,0.145560659,0.233719537,0.102073714,0.053091114
EMT-Serie2-2-C1,A09,2.61E-07,EC_11190427,EMT-Serie2-2-C1,2,0.695538172,-0.104990261,-0.174990012,1.089041283,-0.272451673
EMT-Serie2-2-C1,B09,2.61E-07,EC_11190219,EMT-Serie2-2-C1,2,1.058695818,0.030238102,0.096683979,1.107155542,-0.17572184
EMT-Serie2-2-C1,C09,2.61E-07,EC_11177597,EMT-Serie2-2-C1,2,1.017061567,0.052664477,0.001997603,1.070599164,-0.171764317
EMT-Serie2-2-C1,D09,2.61E-07,EC_11265545,EMT-Serie2-2-C1,2,1.062111488,0.077252377,0.204554535,0.759951914,-0.114251444
EMT-Serie2-2-C1,E09,2.61E-07,EC_11187920,EMT-Serie2-2-C1,2,1.042977021,0.086453761,0.038353975,0.974809431,-0.145376267
EMT-Serie2-2-C1,F09,2.61E-07,EC_11255449,EMT-Serie2-2-C1,2,1.251391655,0.066366253,0.061126648,1.131471818,-0.195658319
EMT-Serie2-2-C1,G09,2.61E-07,EC_11192350,EMT-Serie2-2-C1,2,0.953503804,0.244155014,0.153815421,1.070353269,0.068873497
EMT-Serie2-2-C1,H09,2.61E-07,EC_11177295,EMT-Serie2-2-C1,2,1.063098984,0.00648167,0.05553336,0.981721811,-0.214236074
EMT-Serie2-2-C1,I09,2.61E-07,EC_11193182,EMT-Serie2-2-C1,2,1.217201383,0.018863564,-0.050339592,1.194011093,-0.25484174
EMT-Serie2-2-C1,J09,2.61E-07,EC_11281258,EMT-Serie2-2-C1,2,1.143956096,0.042204262,0.058729525,1.308898664,-0.175646591
EMT-Serie2-2-C1,K09,2.61E-07,EC_11262380,EMT-Serie2-2-C1,2,0.915539789,0.114886473,0.141829804,0.567224939,-0.078155195
EMT-Serie2-2-C1,L09,2.61E-07,EC_11191311,EMT-Serie2-2-C1,2,1.162447153,0.011945809,0.019976029,1.137537226,-0.23540349
EMT-Serie2-2-C1,M09,2.61E-07,EC_11261900,EMT-Serie2-2-C1,2,1.033367826,-0.009771201,0.023571714,0.956367312,-0.231513974
EMT-Serie2-2-C1,N09,2.61E-07,EC_11258179,EMT-Serie2-2-C1,2,1.032254446,-0.075839463,0.052736716,0.962104861,-0.287902732
EMT-Serie2-2-C1,O09,2.61E-07,EC_11257708,EMT-Serie2-2-C1,2,0.768559664,-0.074480333,0.064722333,0.922816316,-0.213163704
EMT-Serie2-2-C1,P09,2.61E-07,EC_11259640,EMT-Serie2-2-C1,2,0.678885031,-0.129018519,-0.084298841,0.607497063,-0.304570037
EMT-Serie2-2-C1,A10,7.84E-08,EC_11190427,EMT-Serie2-2-C1,2,0.604828488,-0.032434515,-0.087894527,0.904019016,-0.16843306
EMT-Serie2-2-C1,B10,7.84E-08,EC_11190219,EMT-Serie2-2-C1,2,1.12949055,-0.04654621,-0.012784658,1.055162427,-0.285744756
EMT-Serie2-2-C1,C10,7.84E-08,EC_11177597,EMT-Serie2-2-C1,2,1.210428788,0.004105009,0.057530963,1.057539411,-0.244898764
EMT-Serie2-2-C1,D10,7.84E-08,EC_11265545,EMT-Serie2-2-C1,2,1.009094467,0.047546298,0.098681582,0.80751892,-0.162194445
EMT-Serie2-2-C1,E10,7.84E-08,EC_11187920,EMT-Serie2-2-C1,2,1.088343053,-0.006199669,0.029165002,0.75659135,-0.250261939
EMT-Serie2-2-C1,F10,7.84E-08,EC_11255449,EMT-Serie2-2-C1,2,1.115296356,0.093223246,0.0135837,1.11305702,-0.155834878
EMT-Serie2-2-C1,G10,7.84E-08,EC_11192350,EMT-Serie2-2-C1,2,0.999488069,0.020283746,0.084298841,0.947569739,-0.184023775
EMT-Serie2-2-C1,H10,7.84E-08,EC_11177295,EMT-Serie2-2-C1,2,1.318141293,-0.053682007,-0.059129045,1.359170514,-0.343741949
EMT-Serie2-2-C1,I10,7.84E-08,EC_11193182,EMT-Serie2-2-C1,2,1.339706734,-0.047794866,-0.02756692,1.647687222,-0.326025721
EMT-Serie2-2-C1,J10,7.84E-08,EC_11281258,EMT-Serie2-2-C1,2,1.103303745,0.052327238,0.07630843,0.963662195,-0.172270883
EMT-Serie2-2-C1,K10,7.84E-08,EC_11262380,EMT-Serie2-2-C1,2,1.13214252,0.05288688,0.065521374,1.063987323,-0.177510605
EMT-Serie2-2-C1,L10,7.84E-08,EC_11191311,EMT-Serie2-2-C1,2,1.145170183,-0.033959357,0.047942469,1.140761181,-0.272503955
EMT-Serie2-2-C1,M10,7.84E-08,EC_11261900,EMT-Serie2-2-C1,2,1.222007379,-0.060461668,0.032760687,1.174995219,-0.309486488
EMT-Serie2-2-C1,N10,7.84E-08,EC_11258179,EMT-Serie2-2-C1,2,0.997678127,-0.07390034,-0.028365961,1.104997131,-0.294805465
EMT-Serie2-2-C1,O10,7.84E-08,EC_11257708,EMT-Serie2-2-C1,2,0.943374285,-0.048505684,0.007590891,0.812218245,-0.257280014
EMT-Serie2-2-C1,P10,7.84E-08,EC_11259640,EMT-Serie2-2-C1,2,0.75158202,-0.124233218,-0.077906512,0.56607743,-0.308565476
EMT-Serie2-2-C1,A11,2.35E-08,EC_11190427,EMT-Serie2-2-C1,2,0.887940278,-0.038405966,-0.119456652,0.960246988,-0.252617552
EMT-Serie2-2-C1,B11,2.35E-08,EC_11190219,EMT-Serie2-2-C1,2,1.0421266,0.051997267,0.105073911,0.898418076,-0.151322649
EMT-Serie2-2-C1,C11,2.35E-08,EC_11177597,EMT-Serie2-2-C1,2,1.029409453,0.098431549,0.019976029,1.343023415,-0.110142509
EMT-Serie2-2-C1,D11,2.35E-08,EC_11265545,EMT-Serie2-2-C1,2,1.253061725,0.007127075,0.04194966,1.152837354,-0.259550532
EMT-Serie2-2-C1,E11,2.35E-08,EC_11187920,EMT-Serie2-2-C1,2,1.142988183,0.015635084,-0.013184179,1.018961231,-0.250112027
EMT-Serie2-2-C1,F11,2.35E-08,EC_11255449,EMT-Serie2-2-C1,2,1.416180262,0.033690438,0.053535757,1.298926259,-0.255521149
EMT-Serie2-2-C1,G11,2.35E-08,EC_11192350,EMT-Serie2-2-C1,2,1.183937062,0.005843533,0.093088294,1.276167318,-0.22113414
EMT-Serie2-2-C1,H11,2.35E-08,EC_11177295,EMT-Serie2-2-C1,2,1.138744471,0.062871762,0.071114662,1.248271905,-0.171827623
EMT-Serie2-2-C1,I11,2.35E-08,EC_11193182,EMT-Serie2-2-C1,2,1.245150573,0.027891967,-0.003595685,1.219857381,-0.236329815
EMT-Serie2-2-C1,J11,2.35E-08,EC_11281258,EMT-Serie2-2-C1,2,1.083444741,-0.052052505,0.07670795,1.100926204,-0.264787996
EMT-Serie2-2-C1,K11,2.35E-08,EC_11262380,EMT-Serie2-2-C1,2,0.947327063,0.088333285,0.112265282,1.147700882,-0.09442787
EMT-Serie2-2-C1,L11,2.35E-08,EC_11191311,EMT-Serie2-2-C1,2,1.128665307,0.086632555,0.188573712,0.751099697,-0.147805568
EMT-Serie2-2-C1,M11,2.35E-08,EC_11261900,EMT-Serie2-2-C1,2,0.967756744,0.006856703,0.065121854,0.92798011,-0.195102107
EMT-Serie2-2-C1,N11,2.35E-08,EC_11258179,EMT-Serie2-2-C1,2,0.978414978,0.106362473,0.122253296,0.879320237,-0.089031668
EMT-Serie2-2-C1,O11,2.35E-08,EC_11257708,EMT-Serie2-2-C1,2,0.945796865,-0.109221734,-0.021973632,1.025982897,-0.313632414
EMT-Serie2-2-C1,P11,2.35E-08,EC_11259640,EMT-Serie2-2-C1,2,0.748303425,-0.069341803,-0.0135837,0.667877927,-0.243312819
EMT-Serie2-2-C1,A12,7.06E-09,EC_11190427,EMT-Serie2-2-C1,2,0.862808106,-0.100838736,-0.080303636,0.888035846,-0.303474215
EMT-Serie2-2-C1,B12,7.06E-09,EC_11190219,EMT-Serie2-2-C1,2,1.179477948,0.0177123,-0.003595685,1.098467255,-0.250776008
EMT-Serie2-2-C1,C12,7.06E-09,EC_11177597,EMT-Serie2-2-C1,2,1.014459951,0.178477774,0.143028366,1.120925658,-0.015669089
EMT-Serie2-2-C1,D12,7.06E-09,EC_11265545,EMT-Serie2-2-C1,2,1.079640227,0.000825653,-0.018377946,1.111171826,-0.245757326
EMT-Serie2-2-C1,E12,7.06E-09,EC_11187920,EMT-Serie2-2-C1,2,1.099865695,0.115299299,0.073911306,1.053140625,-0.105085407
EMT-Serie2-2-C1,F12,7.06E-09,EC_11255449,EMT-Serie2-2-C1,2,1.097493469,0.091976044,0.077506992,0.902325073,-0.136684233
EMT-Serie2-2-C1,G12,7.06E-09,EC_11192350,EMT-Serie2-2-C1,2,1.32701756,0.08600314,0.025169796,1.20748067,-0.19779269
EMT-Serie2-2-C1,H12,7.06E-09,EC_11177295,EMT-Serie2-2-C1,2,1.279894738,-0.075694101,-0.009188973,1.377476025,-0.343095318
EMT-Serie2-2-C1,I12,7.06E-09,EC_11193182,EMT-Serie2-2-C1,2,1.137264627,0.018043725,0.033559728,1.141089041,-0.221093782
EMT-Serie2-2-C1,J12,7.06E-09,EC_11281258,EMT-Serie2-2-C1,2,1.043947732,0.186029305,0.190171794,0.8902489,-0.00724992
EMT-Serie2-2-C1,K12,7.06E-09,EC_11262380,EMT-Serie2-2-C1,2,1.062810848,-0.000979737,0.141030763,0.782328352,-0.210116431
EMT-Serie2-2-C1,L12,7.06E-09,EC_11191311,EMT-Serie2-2-C1,2,0.960835885,-0.013427043,0.105073911,0.732739543,-0.211719202
EMT-Serie2-2-C1,M12,7.06E-09,EC_11261900,EMT-Serie2-2-C1,2,0.966523074,0.082492659,0.089492609,0.946340264,-0.119183997
EMT-Serie2-2-C1,N12,7.06E-09,EC_11258179,EMT-Serie2-2-C1,2,0.961023314,-0.04008053,-0.014782261,1.095489194,-0.244838103
EMT-Serie2-2-C1,O12,7.06E-09,EC_11257708,EMT-Serie2-2-C1,2,0.863420745,0.095810681,0.105473432,0.853938417,-0.080205348
EMT-Serie2-2-C1,P12,7.06E-09,EC_11259640,EMT-Serie2-2-C1,2,0.714549553,-0.08761956,-0.018777467,0.514767356,-0.26737091
EMT-Serie2-2-C1,A13,2.12E-09,EC_11190427,EMT-Serie2-2-C1,2,0.835057533,-0.128831003,-0.07670795,0.758230649,-0.316358801
EMT-Serie2-2-C1,B13,2.12E-09,EC_11190219,EMT-Serie2-2-C1,2,1.115701985,0.020587551,0.014382741,1.115734543,-0.221725874
EMT-Serie2-2-C1,C13,2.12E-09,EC_11177597,EMT-Serie2-2-C1,2,1.25372192,-0.009262436,-0.030763084,1.559219693,-0.269982806
EMT-Serie2-2-C1,D13,2.12E-09,EC_11265545,EMT-Serie2-2-C1,2,1.081542484,0.029998256,0.035157811,0.946968662,-0.205243056
EMT-Serie2-2-C1,E13,2.12E-09,EC_11187920,EMT-Serie2-2-C1,2,1.188558428,0.01411751,-0.02796644,1.276003388,-0.256521944
EMT-Serie2-2-C1,F13,2.12E-09,EC_11255449,EMT-Serie2-2-C1,2,1.408157214,0.00933657,-0.014382741,1.479358487,-0.283638526
EMT-Serie2-2-C1,G13,2.12E-09,EC_11192350,EMT-Serie2-2-C1,2,1.107099867,-0.014335553,0.006392329,1.28395399,-0.241345145
EMT-Serie2-2-C1,H13,2.12E-09,EC_11177295,EMT-Serie2-2-C1,2,1.367647532,0.039198186,0.040751099,1.224611349,-0.254629868
EMT-Serie2-2-C1,I13,2.12E-09,EC_11193182,EMT-Serie2-2-C1,2,1.170512163,0.005141437,0.035557331,1.112128084,-0.246815543
EMT-Serie2-2-C1,J13,2.12E-09,EC_11281258,EMT-Serie2-2-C1,2,1.101546955,-0.042128674,0.07670795,1.145105325,-0.253548402
EMT-Serie2-2-C1,K13,2.12E-09,EC_11262380,EMT-Serie2-2-C1,2,1.10076647,0.01238044,-0.015980823,1.161744215,-0.237811933
EMT-Serie2-2-C1,L13,2.12E-09,EC_11191311,EMT-Serie2-2-C1,2,1.028033114,-0.012011222,0.000799041,1.012267424,-0.234778409
EMT-Serie2-2-C1,M13,2.12E-09,EC_11261900,EMT-Serie2-2-C1,2,1.04941672,0.065386516,0.037155414,1.179312041,-0.143898682
EMT-Serie2-2-C1,N13,2.12E-09,EC_11258179,EMT-Serie2-2-C1,2,1.048353694,-0.057526819,0.043947263,0.969454386,-0.278188604
EMT-Serie2-2-C1,O13,2.12E-09,EC_11257708,EMT-Serie2-2-C1,2,1.221987797,-0.026743611,-0.057530963,1.254036775,-0.305371109
EMT-Serie2-2-C1,P13,2.12E-09,EC_11259640,EMT-Serie2-2-C1,2,0.722961445,-0.100023258,0.035557331,0.419442092,-0.270963372
EMT-Serie2-2-C1,A14,6.35E-10,EC_11190427,EMT-Serie2-2-C1,2,0.7282486,-0.011999593,-0.080703156,0.732876151,-0.183994058
EMT-Serie2-2-C1,B14,6.35E-10,EC_11190219,EMT-Serie2-2-C1,2,1.055417222,-0.025430997,0.026368358,0.960902708,-0.24403199
EMT-Serie2-2-C1,C14,6.35E-10,EC_11177597,EMT-Serie2-2-C1,2,1.18282648,-0.003689275,0.02756692,1.286604191,-0.247190962
EMT-Serie2-2-C1,D14,6.35E-10,EC_11265545,EMT-Serie2-2-C1,2,1.148015177,-0.019133936,-0.067518977,1.062020163,-0.287153133
EMT-Serie2-2-C1,E14,6.35E-10,EC_11187920,EMT-Serie2-2-C1,2,1.233485262,0.0013068,0.014382741,1.315811043,-0.251242939
EMT-Serie2-2-C1,F14,6.35E-10,EC_11255449,EMT-Serie2-2-C1,2,1.12608607,0.003011891,-0.000799041,1.206633699,-0.238355617
EMT-Serie2-2-C1,G14,6.35E-10,EC_11192350,EMT-Serie2-2-C1,2,1.150577629,0.110101172,0.088294047,1.144777465,-0.121009493
EMT-Serie2-2-C1,H14,6.35E-10,EC_11177295,EMT-Serie2-2-C1,2,1.198802641,0.011877489,0.020375549,1.380372121,-0.233770293
EMT-Serie2-2-C1,I14,6.35E-10,EC_11193182,EMT-Serie2-2-C1,2,1.136528901,0.047985289,0.064322813,1.211988743,-0.180589711
EMT-Serie2-2-C1,J14,6.35E-10,EC_11281258,EMT-Serie2-2-C1,2,1.131748082,0.026413641,0.022373152,1.163602087,-0.215209992
EMT-Serie2-2-C1,K14,6.35E-10,EC_11262380,EMT-Serie2-2-C1,2,1.184046162,0.007522458,0.071514183,1.459522964,-0.220544638
EMT-Serie2-2-C1,L14,6.35E-10,EC_11191311,EMT-Serie2-2-C1,2,0.959764467,0.09233218,0.189772273,0.778940466,-0.087678519
EMT-Serie2-2-C1,M14,6.35E-10,EC_11261900,EMT-Serie2-2-C1,2,1.152795996,0.070821583,0.116660008,0.907324936,-0.168564435
EMT-Serie2-2-C1,N14,6.35E-10,EC_11258179,EMT-Serie2-2-C1,2,1.052032324,-0.082954909,0.051538154,0.925138657,-0.304478282
EMT-Serie2-2-C1,O14,6.35E-10,EC_11257708,EMT-Serie2-2-C1,2,1.040408974,-0.009483385,-0.027167399,1.028086664,-0.251672897
EMT-Serie2-2-C1,P14,6.35E-10,EC_11259640,EMT-Serie2-2-C1,2,0.906045289,-0.129210396,-0.097882541,0.719734433,-0.355265591
EMT-Serie2-2-C1,A15,3.23E-05,EC_11261587,EMT-Serie2-2-C1,2,0.106848097,0.015245516,0.133439872,-2.24900959,-0.055046696
EMT-Serie2-2-C1,B15,3.23E-05,EC_11187466,EMT-Serie2-2-C1,2,-0.032140059,-0.160025584,0.075908909,-1.30966367,-0.129898748
EMT-Serie2-2-C1,C15,3.23E-05,EC_11261486,EMT-Serie2-2-C1,2,0.541161624,0.089595023,0.052736716,-0.724925548,-0.076590046
