Plate,Well,Class,G,Surface_nucleus,R,Nuclei,Eccentricity
4084_EMT-Serie2-1-C3_29112017_1247,I09,2,1.047267869,1.035483271,0.00812716,-0.019623548,1.142129908
4084_EMT-Serie2-1-C3_29112017_1247,J09,2,1.103591147,0.851423984,0.178042547,0.166199439,0.791043343
4084_EMT-Serie2-1-C3_29112017_1247,K09,2,1.051043556,1.177416353,0.080881531,0.086503805,0.740401009
4084_EMT-Serie2-1-C3_29112017_1247,L09,2,1.139875196,0.83066918,-0.003359636,0.019223068,1.147724817
4084_EMT-Serie2-1-C3_29112017_1247,M09,2,0.950516645,0.903660012,0.109085418,0.133360032,0.783695522
4084_EMT-Serie2-1-C3_29112017_1247,N09,2,1.240542526,1.090278747,-0.085973414,-0.029235082,0.922391644
4084_EMT-Serie2-1-C3_29112017_1247,O09,2,0.968480807,1.062357485,-0.056641259,-0.023628354,0.608164245
4084_EMT-Serie2-1-C3_29112017_1247,P09,2,1.024545092,1.289799432,-0.04248409,-0.225070084,1.069300036
4084_EMT-Serie2-1-C3_29112017_1247,A10,2,0.825519532,0.500942343,0.004848614,-0.125350421,0.88044183
4084_EMT-Serie2-1-C3_29112017_1247,B10,2,0.95898854,0.667387966,0.060656604,-0.003604325,0.993180454
4084_EMT-Serie2-1-C3_29112017_1247,C10,2,1.204395774,1.172762809,0.148283971,0.048057669,0.913458999
4084_EMT-Serie2-1-C3_29112017_1247,D10,2,1.000118575,1.039206105,0.068485969,0.049659592,0.94157762
4084_EMT-Serie2-1-C3_29112017_1247,E10,2,1.281722488,0.588661641,-0.012229188,0.040448538,1.192748229
4084_EMT-Serie2-1-C3_29112017_1247,F10,2,1.182293958,1.085392526,0.065513606,0.036043252,1.138600072
4084_EMT-Serie2-1-C3_29112017_1247,G10,2,1.340245651,1.130880916,0.029478956,0.044853825,1.05861448
4084_EMT-Serie2-1-C3_29112017_1247,H10,2,0.831788422,0.991856299,0.25724356,0.220264317,0.661592028
4084_EMT-Serie2-1-C3_29112017_1247,I10,2,1.199902394,0.922169482,0.054990101,0.074088907,0.860487453
4084_EMT-Serie2-1-C3_29112017_1247,J10,2,0.858286886,0.940783657,0.134955876,0.174609531,0.627302197
4084_EMT-Serie2-1-C3_29112017_1247,K10,2,1.054828606,0.645458141,-0.048013578,-0.053664397,1.220794813
4084_EMT-Serie2-1-C3_29112017_1247,L10,2,1.181488894,1.058169296,0.020452817,-0.00680817,1.05726978
4084_EMT-Serie2-1-C3_29112017_1247,M10,2,1.090750688,1.083763786,0.215645867,0.127352823,0.968279505
4084_EMT-Serie2-1-C3_29112017_1247,N10,2,1.076705753,0.858718414,0.016476618,0.054465358,0.954208188
4084_EMT-Serie2-1-C3_29112017_1247,O10,2,0.824636457,1.121341151,0.016760433,-0.000800961,0.793492616
4084_EMT-Serie2-1-C3_29112017_1247,P10,2,0.792496304,1.337847271,-0.014062098,-0.13896676,0.74678833
4084_EMT-Serie2-1-C3_29112017_1247,A11,2,0.741234319,0.553794965,-0.063233304,-0.116940328,0.816064353
4084_EMT-Serie2-1-C3_29112017_1247,B11,2,0.946054469,1.159267532,0.009034527,-0.010812976,0.739824709
4084_EMT-Serie2-1-C3_29112017_1247,C11,2,1.046016587,1.040253153,0.092035579,-0.015618742,1.044231
4084_EMT-Serie2-1-C3_29112017_1247,D11,2,1.120909385,0.720403462,0.235396837,0.204645575,1.168111418
4084_EMT-Serie2-1-C3_29112017_1247,E11,2,0.899685276,0.955209642,0.058623765,0.0969163,0.760163285
4084_EMT-Serie2-1-C3_29112017_1247,F11,2,0.950438635,0.776141282,-0.047443153,0.003604325,1.043318526
4084_EMT-Serie2-1-C3_29112017_1247,G11,2,1.000118575,0.997673228,-0.047631897,0.024028835,1.025141073
4084_EMT-Serie2-1-C3_29112017_1247,H11,2,1.128208009,1.188119503,-0.001565873,-0.011613937,1.064929763
4084_EMT-Serie2-1-C3_29112017_1247,I11,2,1.142153091,0.437340034,-0.032805038,-0.064477373,1.305462841
4084_EMT-Serie2-1-C3_29112017_1247,J11,2,1.153374061,0.937060822,0.095342087,0.087304766,0.845215512
4084_EMT-Serie2-1-C3_29112017_1247,K11,2,1.10779121,1.000581693,0.217000626,0.182218662,0.982062673
4084_EMT-Serie2-1-C3_29112017_1247,L11,2,1.064202297,0.924379915,0.057577986,0.11774129,0.866130388
4084_EMT-Serie2-1-C3_29112017_1247,M11,2,1.231590089,0.961375588,0.059201181,0.059671606,1.043510626
4084_EMT-Serie2-1-C3_29112017_1247,N11,2,0.95558418,2.034948113,0.117232152,0.06928314,0.698667307
4084_EMT-Serie2-1-C3_29112017_1247,O11,2,0.805477181,0.675252455,0.05521939,0.086904285,0.566454556
4084_EMT-Serie2-1-C3_29112017_1247,P11,2,0.792415173,1.107147843,-0.033815865,-0.153784541,0.482747028
4084_EMT-Serie2-1-C3_29112017_1247,A12,2,0.768007379,0.755025827,-0.054302236,-0.132559071,0.871989435
4084_EMT-Serie2-1-C3_29112017_1247,B12,2,1.266482438,0.664560938,0.03797102,-0.02803364,0.851746908
4084_EMT-Serie2-1-C3_29112017_1247,C12,2,1.21364777,1.363325422,-0.027883723,-0.032438927,0.867523112
4084_EMT-Serie2-1-C3_29112017_1247,D12,2,1.084765754,1.189399228,0.059032011,0.056067281,0.889278425
4084_EMT-Serie2-1-C3_29112017_1247,E12,2,1.115255215,0.63384755,0.20098678,0.165398478,1.027254172
4084_EMT-Serie2-1-C3_29112017_1247,F12,2,0.743381157,0.125354833,0.064392329,0.271525831,0.379013087
4084_EMT-Serie2-1-C3_29112017_1247,G12,2,1.110565249,0.916817907,0.041737504,0.04845815,1.19584584
4084_EMT-Serie2-1-C3_29112017_1247,H12,2,1.297879936,1.042230909,-0.013343474,-0.014817781,1.179661424
4084_EMT-Serie2-1-C3_29112017_1247,I12,2,1.114637375,0.469088836,0.276907848,0.199439327,1.055829031
4084_EMT-Serie2-1-C3_29112017_1247,J12,2,1.083626807,2.49285681,-0.035181809,0.022827393,1.023268099
4084_EMT-Serie2-1-C3_29112017_1247,K12,2,1.035226232,0.720345293,0.075563155,0.09010813,1.067355025
4084_EMT-Serie2-1-C3_29112017_1247,L12,2,1.160944159,1.096212015,0.068562864,0.04885863,0.884812102
4084_EMT-Serie2-1-C3_29112017_1247,M12,2,1.130136418,1.318535064,-0.005252665,0.002402883,0.996614239
4084_EMT-Serie2-1-C3_29112017_1247,N12,2,1.057281243,0.984410629,-0.055662588,-0.016019223,0.817240965
4084_EMT-Serie2-1-C3_29112017_1247,O12,2,0.913499301,1.048978547,-0.014285794,-0.016820184,0.681138192
4084_EMT-Serie2-1-C3_29112017_1247,P12,2,0.878294912,1.026641538,0.027548179,-0.105726872,0.664161364
4084_EMT-Serie2-1-C3_29112017_1247,A13,2,0.969813219,0.925310624,-0.05773737,-0.163796556,0.818225477
4084_EMT-Serie2-1-C3_29112017_1247,B13,2,0.941564208,0.920191726,-0.041111155,-0.044853825,0.722511706
4084_EMT-Serie2-1-C3_29112017_1247,C13,2,1.34264212,0.800839965,-0.024580011,-0.037244694,1.583071197
4084_EMT-Serie2-1-C3_29112017_1247,D13,2,0.882173573,0.874063474,0.115575402,0.136964357,0.895353584
4084_EMT-Serie2-1-C3_29112017_1247,E13,2,1.09130612,1.269556517,0.063380104,0.092911494,0.859238804
4084_EMT-Serie2-1-C3_29112017_1247,F13,2,1.227761354,1.247917539,-0.03719088,-0.047256708,1.06161604
4084_EMT-Serie2-1-C3_29112017_1247,G13,2,1.082125893,0.537391223,0.071964443,0.066880256,0.88411574
4084_EMT-Serie2-1-C3_29112017_1247,H13,2,1.239818592,0.929266136,0.068947342,0.108129756,0.982638972
4084_EMT-Serie2-1-C3_29112017_1247,I13,2,1.095440654,0.782493369,-0.044370128,-0.037244694,1.190274943
4084_EMT-Serie2-1-C3_29112017_1247,J13,2,1.012353676,0.99173996,0.050876889,0.063676412,0.962636571
4084_EMT-Serie2-1-C3_29112017_1247,K13,2,1.167169364,0.97277677,0.000300592,-0.02763316,1.299627806
4084_EMT-Serie2-1-C3_29112017_1247,L13,2,1.100664209,0.890304342,0.073064749,0.092911494,0.964509545
4084_EMT-Serie2-1-C3_29112017_1247,M13,2,1.052778501,0.822653451,0.234801246,0.163796556,0.923039981
4084_EMT-Serie2-1-C3_29112017_1247,N13,2,1.139341607,1.084810833,-0.006499771,0.041249499,0.832104694
4084_EMT-Serie2-1-C3_29112017_1247,O13,2,0.996358489,0.995579134,0.002533359,0.002002403,0.986336895
4084_EMT-Serie2-1-C3_29112017_1247,P13,2,0.968256138,1.004304528,0.040410706,-0.027232679,0.917132909
4084_EMT-Serie2-1-C3_29112017_1247,A14,2,0.936490433,0.72766299,-0.015421052,-0.18021626,0.814335454
4084_EMT-Serie2-1-C3_29112017_1247,B14,2,1.082182061,0.882451487,0.084241167,0.02763316,0.700564293
4084_EMT-Serie2-1-C3_29112017_1247,C14,2,0.908668917,1.092489181,0.122101737,0.060072087,0.801584824
4084_EMT-Serie2-1-C3_29112017_1247,D14,2,1.222350575,1.084345479,0.118336651,0.022026432,1.025525273
4084_EMT-Serie2-1-C3_29112017_1247,E14,2,1.167571896,1.122969892,0.061015916,0.036443732,1.070092448
4084_EMT-Serie2-1-C3_29112017_1247,F14,2,1.203238105,1.051072642,-0.030496773,-0.021625951,1.129619402
4084_EMT-Serie2-1-C3_29112017_1247,G14,2,1.150731079,0.773209549,0.203492176,0.1113336,1.034409893
4084_EMT-Serie2-1-C3_29112017_1247,H14,2,1.180037907,1.126460049,0.193631371,0.074889868,0.91473166
4084_EMT-Serie2-1-C3_29112017_1247,I14,2,1.211532137,0.702894504,0.071331104,-0.008810573,1.041733702
4084_EMT-Serie2-1-C3_29112017_1247,J14,2,1.005136184,0.750349016,0.207304797,0.190628755,0.89386481
4084_EMT-Serie2-1-C3_29112017_1247,K14,2,1.163215813,0.964167714,0.066801257,0.032438927,1.061880178
4084_EMT-Serie2-1-C3_29112017_1247,L14,2,1.156647364,1.184163991,0.010274643,0.021225471,0.930075639
4084_EMT-Serie2-1-C3_29112017_1247,M14,2,1.104976606,1.049327563,0.136033812,0.07649179,0.896602233
4084_EMT-Serie2-1-C3_29112017_1247,N14,2,1.021724247,1.12890316,0.067107441,0.046856227,0.734157762
4084_EMT-Serie2-1-C3_29112017_1247,O14,2,0.879043809,1.410558891,-0.01408307,-0.022426912,0.742898307
4084_EMT-Serie2-1-C3_29112017_1247,P14,2,0.599474399,0.896679697,0.028929502,0.067280737,0.424948973
4084_EMT-Serie2-1-C3_29112017_1247,A15,2,1.821773799,0.526664805,-0.234393001,-0.094513416,0.062456477
4084_EMT-Serie2-1-C3_29112017_1247,B15,2,0.397743449,-0.181732514,0.885337557,0.828594313,-0.560427422
4084_EMT-Serie2-1-C3_29112017_1247,C15,2,0.298364846,-0.247812834,-0.133676614,-0.112134561,-0.741241446
4084_EMT-Serie2-1-C3_29112017_1247,D15,2,0.183631363,-0.076550793,-0.02588304,0.376451742,-1.006363309
4084_EMT-Serie2-1-C3_29112017_1247,E15,2,0.770575471,1.648238634,-0.031339828,-0.182619143,-0.138552047
4084_EMT-Serie2-1-C3_29112017_1247,F15,2,0.115878983,-1.425217553,0.305004082,0.21545855,-0.492952335
4084_EMT-Serie2-1-C3_29112017_1247,G15,2,0.001353631,0.786402345,-0.207704654,-0.546255507,-1.224636811
4084_EMT-Serie2-1-C3_29112017_1247,H15,2,1.005008247,-0.229175392,0.776587683,0.446135362,-0.471341097
4084_EMT-Serie2-1-C3_29112017_1247,I15,2,-0.031243412,-2.112790265,-0.245453097,0.154185022,-1.154304238
4084_EMT-Serie2-1-C3_29112017_1247,J15,2,0.483885301,-0.122748848,0.906346818,0.378053664,-0.983287309
4084_EMT-Serie2-1-C3_29112017_1247,K15,2,0.082415779,0.299548606,-0.303951452,0.031637966,-1.279049106
4084_EMT-Serie2-1-C3_29112017_1247,L15,2,0.49772117,0.107368886,-0.176808024,0.126551862,-0.011790131
4084_EMT-Serie2-1-C3_29112017_1247,M15,2,0.687685079,0.318953883,0.725804467,0.520224269,-0.21361508
4084_EMT-Serie2-1-C3_29112017_1247,N15,2,0.961659605,0.876727628,0.155130471,0.066079295,0.482218754
4084_EMT-Serie2-1-C3_29112017_1247,O15,2,0.973289348,0.690876728,-0.009137987,0.026031237,0.791427542
4084_EMT-Serie2-1-C3_29112017_1247,P15,2,0.280344517,0.787914747,-0.001985303,-0.179415298,-0.151062553
4084_EMT-Serie2-1-C3_29112017_1247,A16,2,0.729542168,1.767834706,-0.303077779,-0.717260713,0.40009605
4084_EMT-Serie2-1-C3_29112017_1247,B16,2,0.611469229,-0.021848388,0.760659121,0.502202643,-0.023892424
4084_EMT-Serie2-1-C3_29112017_1247,C16,2,1.312183864,0.011785099,0.454865111,0.309571486,0.472373634
4084_EMT-Serie2-1-C3_29112017_1247,D16,2,0.765320712,0.151577551,0.6411956,0.494993993,-0.19092328
4084_EMT-Serie2-1-C3_29112017_1247,E16,2,1.255592231,0.838673275,0.036654009,-0.05526632,1.031168207
4084_EMT-Serie2-1-C3_29112017_1247,F16,2,0.561998356,0.308099493,0.710598723,0.578293953,-0.320782807
4084_EMT-Serie2-1-C3_29112017_1247,G16,2,0.491605179,0.774244963,0.087856656,0.025230276,0.194765278
4084_EMT-Serie2-1-C3_29112017_1247,H16,2,1.070945488,0.529410396,0.247277898,0.002803364,0.549261616
4084_EMT-Serie2-1-C3_29112017_1247,I16,2,0.421392985,-0.213609288,-0.060980963,0.31237485,-0.371329091
4084_EMT-Serie2-1-C3_29112017_1247,J16,2,0.651525846,-0.062124808,0.864553391,0.584301161,0.12844279
4084_EMT-Serie2-1-C3_29112017_1247,K16,2,1.033397676,0.73592303,0.436530417,0.156587905,0.408164245
4084_EMT-Serie2-1-C3_29112017_1247,L16,2,1.141513408,0.743310531,0.075578534,0.030036043,1.01380718
4084_EMT-Serie2-1-C3_29112017_1247,M16,2,0.888411259,0.376471683,0.561727549,0.392470965,0.406747509
4084_EMT-Serie2-1-C3_29112017_1247,N16,2,0.85924797,0.873493415,0.00510167,0.070484581,0.736534998
4084_EMT-Serie2-1-C3_29112017_1247,O16,2,0.81916327,1.117036623,-0.018709385,-0.038446135,0.698571257
4084_EMT-Serie2-1-C3_29112017_1247,P16,2,0.691760326,0.585799711,0.134911137,-0.0556668,0.210109257
4084_EMT-Serie2-1-C3_29112017_1247,A17,2,1.743504725,0.478861278,-0.258084798,0.066880256,-0.001080562
4084_EMT-Serie2-1-C3_29112017_1247,B17,2,0.878351079,0.425496766,0.225717785,0.221866239,0.451578821
4084_EMT-Serie2-1-C3_29112017_1247,C17,2,1.150163166,0.571210852,0.222643361,0.182619143,0.731972626
4084_EMT-Serie2-1-C3_29112017_1247,D17,2,1.060994522,0.950556098,0.15588964,0.118542251,0.755552888
4084_EMT-Serie2-1-C3_29112017_1247,E17,2,1.208424215,0.863162548,-0.009892961,-0.024028835,1.255012607
4084_EMT-Serie2-1-C3_29112017_1247,F17,2,0.541740698,0.254688445,0.487011643,0.394873849,-0.118093409
4084_EMT-Serie2-1-C3_29112017_1247,G17,2,0.637911527,0.596723905,0.102740837,0.004004806,0.762156321
4084_EMT-Serie2-1-C3_29112017_1247,H17,2,0.837689104,0.976266927,0.131847898,0.07649179,0.379949574
4084_EMT-Serie2-1-C3_29112017_1247,I17,2,0.817056998,0.459967891,0.25756792,0.207048458,0.260535478
4084_EMT-Serie2-1-C3_29112017_1247,J17,2,0.709215861,0.488529015,0.411227588,0.376051262,0.299651819
4084_EMT-Serie2-1-C3_29112017_1247,K17,2,1.044409579,1.022104332,0.045140481,-0.004405286,0.861399928
4084_EMT-Serie2-1-C3_29112017_1247,L17,2,0.919175315,0.851156406,0.135617178,0.136964357,0.741721695
4084_EMT-Serie2-1-C3_29112017_1247,M17,2,0.94444122,0.980338778,0.214073003,0.176211454,0.587105295
4084_EMT-Serie2-1-C3_29112017_1247,N17,2,0.954030219,1.110288985,0.132552541,0.136964357,0.883971665
4084_EMT-Serie2-1-C3_29112017_1247,O17,2,1.057137704,1.383917353,0.00360011,-0.074489387,0.991163405
4084_EMT-Serie2-1-C3_29112017_1247,P17,2,0.754505394,1.281306715,0.13586604,0.020424509,0.241013327
4084_EMT-Serie2-1-C3_29112017_1247,A18,2,1.891920465,0.487528503,-0.180223584,0.050060072,0.621010926
4084_EMT-Serie2-1-C3_29112017_1247,B18,2,0.885911816,1.043394295,0.143018723,0.133360032,0.605354784
4084_EMT-Serie2-1-C3_29112017_1247,C18,2,1.074867835,1.101679929,0.111779559,0.13175811,0.547436667
4084_EMT-Serie2-1-C3_29112017_1247,D18,2,1.026507826,1.020591931,0.170192211,0.047256708,0.811093769
4084_EMT-Serie2-1-C3_29112017_1247,E18,2,1.130030324,0.554225418,-0.045629816,-0.032438927,1.634457918
4084_EMT-Serie2-1-C3_29112017_1247,F18,2,0.975557881,1.077946857,0.030857483,0.054064878,0.732837075
4084_EMT-Serie2-1-C3_29112017_1247,G18,2,0.853060211,0.747917539,-0.020307414,0.010012014,0.820986913
4084_EMT-Serie2-1-C3_29112017_1247,H18,2,0.855347466,0.864000186,0.122326831,0.047657189,0.757978149
4084_EMT-Serie2-1-C3_29112017_1247,I18,2,1.152799907,0.976615943,0.12804786,0.026431718,0.797934926
4084_EMT-Serie2-1-C3_29112017_1247,J18,2,0.954679263,1.045488389,0.131775197,0.162995595,0.713218874
4084_EMT-Serie2-1-C3_29112017_1247,K18,2,1.112715206,0.871224813,0.0265751,-0.03444133,0.7784608
4084_EMT-Serie2-1-C3_29112017_1247,L18,2,1.064161732,1.179859463,0.208419084,0.13215859,0.751951015
4084_EMT-Serie2-1-C3_29112017_1247,M18,2,1.041376547,1.324002978,0.097072936,0.130556668,0.828766959
4084_EMT-Serie2-1-C3_29112017_1247,N18,2,1.270841641,0.710747359,0.011098124,0.00680817,1.148781366
4084_EMT-Serie2-1-C3_29112017_1247,O18,2,0.851471925,0.78554144,0.123410359,0.066079295,0.852779445
4084_EMT-Serie2-1-C3_29112017_1247,P18,2,0.911112193,1.052701382,-0.079746273,-0.077292751,0.779637411
4084_EMT-Serie2-1-C3_29112017_1247,A19,2,1.577792589,0.534622365,-0.093525954,-0.060072087,0.755240725
4084_EMT-Serie2-1-C3_29112017_1247,B19,2,1.047227303,0.635557727,0.05694185,0.031237485,0.830735983
4084_EMT-Serie2-1-C3_29112017_1247,C19,2,1.046447202,0.868269812,-0.056814623,-0.108930717,1.479505343
4084_EMT-Serie2-1-C3_29112017_1247,D19,2,1.194323113,1.818209316,0.05524875,-0.046055266,0.978124625
4084_EMT-Serie2-1-C3_29112017_1247,E19,2,1.263349553,1.14623761,-0.045432684,-0.045654786,1.113170849
4084_EMT-Serie2-1-C3_29112017_1247,F19,2,1.169138338,0.949974406,0.068880233,0.043251902,0.845911874
4084_EMT-Serie2-1-C3_29112017_1247,G19,2,1.175678703,1.050607287,-0.005839867,-0.088105727,1.170824829
4084_EMT-Serie2-1-C3_29112017_1247,H19,2,1.201281612,1.132625995,0.018700997,-0.035642771,0.998751351
4084_EMT-Serie2-1-C3_29112017_1247,I19,2,1.263564861,0.772267206,0.028456944,0.014417301,0.921239044
4084_EMT-Serie2-1-C3_29112017_1247,J19,2,1.048338167,0.827016148,0.195355229,0.227873448,0.770032417
4084_EMT-Serie2-1-C3_29112017_1247,K19,2,1.058170557,1.328772861,0.043749371,0.00680817,0.865602113
4084_EMT-Serie2-1-C3_29112017_1247,L19,2,0.907058789,0.832076877,0.097805541,0.106127353,0.758002161
4084_EMT-Serie2-1-C3_29112017_1247,M19,2,1.13293854,1.022918703,0.031313264,0.034040849,0.877656381
4084_EMT-Serie2-1-C3_29112017_1247,N19,2,1.016981235,0.946484248,0.062408424,0.062074489,1.07174931
4084_EMT-Serie2-1-C3_29112017_1247,O19,2,0.903607623,0.639257294,0.057534645,0.005606728,1.098955457
4084_EMT-Serie2-1-C3_29112017_1247,P19,2,0.917381083,1.242449625,0.015994273,-0.001601922,0.433929643
4084_EMT-Serie2-1-C3_29112017_1247,A20,2,0.927940528,0.375971427,-0.065913463,0.096515819,0.30671149
4084_EMT-Serie2-1-C3_29112017_1247,B20,2,0.852096006,0.903892689,0.052925107,-0.00720865,0.701548805
4084_EMT-Serie2-1-C3_29112017_1247,C20,2,1.251900794,1.338196286,0.039309003,-0.029235082,1.033617481
4084_EMT-Serie2-1-C3_29112017_1247,D20,2,1.234042726,1.400437433,0.099184068,0.014817781,0.7113459
4084_EMT-Serie2-1-C3_29112017_1247,E20,2,1.034393085,1.044906696,0.115316754,0.104525431,0.607011646
4084_EMT-Serie2-1-C3_29112017_1247,F20,2,0.895525779,0.850376937,0.012430514,-0.010012014,1.052491295
4084_EMT-Serie2-1-C3_29112017_1247,G20,2,1.078549911,1.002210433,-0.028800877,-0.018021626,1.07996158
4084_EMT-Serie2-1-C3_29112017_1247,H20,2,0.832883683,1.052119689,0.128295324,0.084100921,0.811045744
4084_EMT-Serie2-1-C3_29112017_1247,I20,2,0.95899166,0.801793941,-0.00615444,0.024429315,0.903637892
4084_EMT-Serie2-1-C3_29112017_1247,J20,2,0.919403104,0.518009214,0.046861543,0.085302363,0.630976108
4084_EMT-Serie2-1-C3_29112017_1247,K20,2,1.147008438,1.067476383,-0.005251267,-0.042851422,1.001008524
4084_EMT-Serie2-1-C3_29112017_1247,L20,2,0.983065572,1.216273442,-0.014196316,0.036043252,1.024780886
4084_EMT-Serie2-1-C3_29112017_1247,M20,2,0.908016753,0.86232491,-0.009571398,0.04164998,1.03032777
4084_EMT-Serie2-1-C3_29112017_1247,N20,2,0.847474689,0.916119875,0.139404633,0.102523028,0.695593709
4084_EMT-Serie2-1-C3_29112017_1247,O20,2,0.970768062,1.130997254,0.156864116,0.109331197,0.774570777
4084_EMT-Serie2-1-C3_29112017_1247,P20,2,0.958966697,1.030364372,-0.062318946,-0.075290348,0.711369912
4084_EMT-Serie2-1-C3_29112017_1247,A21,2,0.899757045,0.981967518,0.107174215,-0.058069684,0.529859527
4084_EMT-Serie2-1-C3_29112017_1247,B21,2,0.996037088,0.882195542,0.007895075,-0.001201442,0.799495738
4084_EMT-Serie2-1-C3_29112017_1247,C21,2,0.971548163,1.127739774,0.11077712,-0.043251902,0.908488414
4084_EMT-Serie2-1-C3_29112017_1247,D21,2,1.133415962,0.903962492,-0.030547105,-0.059271125,1.100972506
4084_EMT-Serie2-1-C3_29112017_1247,E21,2,0.920623182,0.869491368,0.028366068,0.018822587,0.977476288
4084_EMT-Serie2-1-C3_29112017_1247,F21,2,0.946410194,0.420342966,-0.063252877,0.029235082,1.011718093
4084_EMT-Serie2-1-C3_29112017_1247,G21,2,0.961434936,0.674403183,0.03710979,0.001601922,1.166982831
4084_EMT-Serie2-1-C3_29112017_1247,H21,2,0.94072482,0.924147238,0.123682989,0.153784541,0.850378197
4084_EMT-Serie2-1-C3_29112017_1247,I21,2,0.907536211,0.737644842,-0.091983849,-0.074889868,1.322439669
4084_EMT-Serie2-1-C3_29112017_1247,J21,2,1.051745647,1.659523477,0.044712662,0.058470164,0.813158843
4084_EMT-Serie2-1-C3_29112017_1247,K21,2,0.900864789,0.841488669,-0.001360352,-0.005206247,1.133989675
4084_EMT-Serie2-1-C3_29112017_1247,L21,2,1.137144844,0.953929918,0.062499301,0.047657189,0.925897467
4084_EMT-Serie2-1-C3_29112017_1247,M21,2,1.057693136,1.187421471,0.081621126,0.003604325,0.874030496
4084_EMT-Serie2-1-C3_29112017_1247,N21,2,0.929279181,1.065847643,0.026812778,0.044453344,1.071989435
4084_EMT-Serie2-1-C3_29112017_1247,O21,2,0.866690132,1.236051003,0.07601614,0.035242291,0.589050306
4084_EMT-Serie2-1-C3_29112017_1247,P21,2,0.933725755,1.183465959,0.067013768,0.018822587,0.772049466
4084_EMT-Serie2-1-C3_29112017_1247,A22,2,0.734069873,0.77559449,0.209326451,-0.010012014,0.210637532
4084_EMT-Serie2-1-C3_29112017_1247,B22,2,0.946625502,1.051421658,0.069171038,0.002402883,0.582446872
4084_EMT-Serie2-1-C3_29112017_1247,C22,2,0.869854221,1.029084648,0.159507924,-0.048057669,0.886613039
4084_EMT-Serie2-1-C3_29112017_1247,D22,2,0.86798822,0.819675183,-0.052459539,-0.104525431,1.010301357
4084_EMT-Serie2-1-C3_29112017_1247,E22,2,0.75044575,0.631834892,-0.027082611,-0.045254305,0.77702005
4084_EMT-Serie2-1-C3_29112017_1247,F22,2,0.776822518,0.867641584,-0.002649401,-0.005206247,0.747028455
4084_EMT-Serie2-1-C3_29112017_1247,G22,2,0.88501002,1.031760436,0.054250506,0.072086504,0.771713291
4084_EMT-Serie2-1-C3_29112017_1247,H22,2,1.032564528,0.868118572,-0.026052211,-0.026832199,0.674366671
4084_EMT-Serie2-1-C3_29112017_1247,I22,2,1.017152857,0.859649123,0.097312011,0.052462956,1.09859527
4084_EMT-Serie2-1-C3_29112017_1247,J22,2,0.944194708,0.761261576,-0.015853065,-0.044453344,0.983911634
4084_EMT-Serie2-1-C3_29112017_1247,K22,2,0.858729983,0.770836242,-0.091452571,-0.14617541,1.321070957
4084_EMT-Serie2-1-C3_29112017_1247,L22,2,0.836465906,1.003722835,-0.009028935,0.054064878,0.815728179
4084_EMT-Serie2-1-C3_29112017_1247,M22,2,0.874222786,1.223951789,0.125391468,0.09050861,0.53336535
4084_EMT-Serie2-1-C3_29112017_1247,N22,2,0.899597905,1.285145889,0.213736061,0.162595114,0.686156802
4084_EMT-Serie2-1-C3_29112017_1247,O22,2,0.872194523,1.15531202,0.018744338,-0.068482179,0.833545444
4084_EMT-Serie2-1-C3_29112017_1247,P22,2,0.810426141,1.048047838,0.189462235,0.125750901,0.398631288
4084_EMT-Serie2-1-C3_29112017_1247,A23,2,0.734338228,0.876867234,0.013277763,-0.19423308,0.363669108
4084_EMT-Serie2-1-C3_29112017_1247,B23,2,0.872369266,1.384266369,-0.015233707,-0.145374449,0.406315284
4084_EMT-Serie2-1-C3_29112017_1247,C23,2,0.973797974,1.94513472,0.063004015,-0.16659992,0.687669588
4084_EMT-Serie2-1-C3_29112017_1247,D23,2,1.049286769,1.135069105,-0.055752066,-0.098918702,0.981342298
4084_EMT-Serie2-1-C3_29112017_1247,E23,2,0.880563445,1.264437619,0.142750288,0.035642771,0.440485052
4084_EMT-Serie2-1-C3_29112017_1247,F23,2,0.640401608,0.365675462,0.136197389,0.140568682,0.709448913
4084_EMT-Serie2-1-C3_29112017_1247,G23,2,0.970808628,1.138442924,-0.009597962,-0.161794153,1.181030136
4084_EMT-Serie2-1-C3_29112017_1247,H23,2,1.185651512,1.05863465,-0.044873444,-0.068482179,1.158746548
4084_EMT-Serie2-1-C3_29112017_1247,I23,2,1.224079278,1.194052771,-0.029130829,-0.191429716,1.303421779
4084_EMT-Serie2-1-C3_29112017_1247,J23,2,0.955537374,1.44197031,0.003793048,-0.025230276,0.834025693
4084_EMT-Serie2-1-C3_29112017_1247,K23,2,0.941433151,1.175205919,0.007918843,-0.115338406,0.983479409
4084_EMT-Serie2-1-C3_29112017_1247,L23,2,0.874759495,0.929498813,-0.132608465,-0.018422107,0.928394765
4084_EMT-Serie2-1-C3_29112017_1247,M23,2,0.896340204,1.013378938,0.041885702,-0.003604325,1.0669228
4084_EMT-Serie2-1-C3_29112017_1247,N23,2,0.752190055,1.078993904,0.063525507,-0.022026432,0.736799136
4084_EMT-Serie2-1-C3_29112017_1247,O23,2,0.955877498,1.249662618,0.066535618,-0.095714858,0.829607396
4084_EMT-Serie2-1-C3_29112017_1247,P23,2,0.813190818,1.66999395,0.064293064,-0.074889868,0.146620243
4084_EMT-Serie2-1-C3_29112017_1247,A24,2,0.651366705,1.288519708,0.112979129,-0.270324389,-0.061183816
