Plate_Sanofi,Well,COMPOUND_MASK,BATCH_MASK,plaque Cpds,plaque cellules,Concentration,PlateSanofi_Well
EMT-Serie2-2-C2,L20,EC_11191538,EB_11191540,2200116202b,EMT-Serie2-2,7.838999999999999e-08,EMT-Serie2-2-C2_L20
EMT-Serie2-2-C2,L21,EC_11191538,EB_11191540,2200116202b,EMT-Serie2-2,2.3519999999999998e-08,EMT-Serie2-2-C2_L21
EMT-Serie2-2-C2,L22,EC_11191538,EB_11191540,2200116202b,EMT-Serie2-2,7.055e-09,EMT-Serie2-2-C2_L22
EMT-Serie2-2-C2,L23,EC_11191538,EB_11191540,2200116202b,EMT-Serie2-2,2.116e-09,EMT-Serie2-2-C2_L23
EMT-Serie2-2-C2,L24,EC_11191538,EB_11191540,2200116202b,EMT-Serie2-2,6.348999999999999e-10,EMT-Serie2-2-C2_L24
EMT-Serie2-2-C2,M05,EC_11261900,EB_11261902,2200116202b,EMT-Serie2-2,3.229999999999999e-05,EMT-Serie2-2-C2_M05
EMT-Serie2-2-C2,M06,EC_11261900,EB_11261902,2200116202b,EMT-Serie2-2,9.677e-06,EMT-Serie2-2-C2_M06
EMT-Serie2-2-C2,M07,EC_11261900,EB_11261902,2200116202b,EMT-Serie2-2,2.903e-06,EMT-Serie2-2-C2_M07
EMT-Serie2-2-C2,M08,EC_11261900,EB_11261902,2200116202b,EMT-Serie2-2,8.709999999999999e-07,EMT-Serie2-2-C2_M08
EMT-Serie2-2-C2,M09,EC_11261900,EB_11261902,2200116202b,EMT-Serie2-2,2.613e-07,EMT-Serie2-2-C2_M09
EMT-Serie2-2-C2,M10,EC_11261900,EB_11261902,2200116202b,EMT-Serie2-2,7.838999999999999e-08,EMT-Serie2-2-C2_M10
EMT-Serie2-2-C2,M11,EC_11261900,EB_11261902,2200116202b,EMT-Serie2-2,2.3519999999999998e-08,EMT-Serie2-2-C2_M11
EMT-Serie2-2-C2,M12,EC_11261900,EB_11261902,2200116202b,EMT-Serie2-2,7.055e-09,EMT-Serie2-2-C2_M12
EMT-Serie2-2-C2,M13,EC_11261900,EB_11261902,2200116202b,EMT-Serie2-2,2.116e-09,EMT-Serie2-2-C2_M13
EMT-Serie2-2-C2,M14,EC_11261900,EB_11261902,2200116202b,EMT-Serie2-2,6.348999999999999e-10,EMT-Serie2-2-C2_M14
EMT-Serie2-2-C2,M15,EC_11189176,EB_11189180,2200116202b,EMT-Serie2-2,3.229999999999999e-05,EMT-Serie2-2-C2_M15
EMT-Serie2-2-C2,M16,EC_11189176,EB_11189180,2200116202b,EMT-Serie2-2,9.677e-06,EMT-Serie2-2-C2_M16
EMT-Serie2-2-C2,M17,EC_11189176,EB_11189180,2200116202b,EMT-Serie2-2,2.903e-06,EMT-Serie2-2-C2_M17
EMT-Serie2-2-C2,M18,EC_11189176,EB_11189180,2200116202b,EMT-Serie2-2,8.709999999999999e-07,EMT-Serie2-2-C2_M18
EMT-Serie2-2-C2,M19,EC_11189176,EB_11189180,2200116202b,EMT-Serie2-2,2.613e-07,EMT-Serie2-2-C2_M19
EMT-Serie2-2-C2,M20,EC_11189176,EB_11189180,2200116202b,EMT-Serie2-2,7.838999999999999e-08,EMT-Serie2-2-C2_M20
EMT-Serie2-2-C2,M21,EC_11189176,EB_11189180,2200116202b,EMT-Serie2-2,2.3519999999999998e-08,EMT-Serie2-2-C2_M21
EMT-Serie2-2-C2,M22,EC_11189176,EB_11189180,2200116202b,EMT-Serie2-2,7.055e-09,EMT-Serie2-2-C2_M22
EMT-Serie2-2-C2,M23,EC_11189176,EB_11189180,2200116202b,EMT-Serie2-2,2.116e-09,EMT-Serie2-2-C2_M23
EMT-Serie2-2-C2,M24,EC_11189176,EB_11189180,2200116202b,EMT-Serie2-2,6.348999999999999e-10,EMT-Serie2-2-C2_M24
EMT-Serie2-2-C2,N05,EC_11258179,EB_11258181,2200116202b,EMT-Serie2-2,3.229999999999999e-05,EMT-Serie2-2-C2_N05
EMT-Serie2-2-C2,N06,EC_11258179,EB_11258181,2200116202b,EMT-Serie2-2,9.677e-06,EMT-Serie2-2-C2_N06
EMT-Serie2-2-C2,N07,EC_11258179,EB_11258181,2200116202b,EMT-Serie2-2,2.903e-06,EMT-Serie2-2-C2_N07
EMT-Serie2-2-C2,N08,EC_11258179,EB_11258181,2200116202b,EMT-Serie2-2,8.709999999999999e-07,EMT-Serie2-2-C2_N08
EMT-Serie2-2-C2,N09,EC_11258179,EB_11258181,2200116202b,EMT-Serie2-2,2.613e-07,EMT-Serie2-2-C2_N09
EMT-Serie2-2-C2,N10,EC_11258179,EB_11258181,2200116202b,EMT-Serie2-2,7.838999999999999e-08,EMT-Serie2-2-C2_N10
EMT-Serie2-2-C2,N11,EC_11258179,EB_11258181,2200116202b,EMT-Serie2-2,2.3519999999999998e-08,EMT-Serie2-2-C2_N11
EMT-Serie2-2-C2,N12,EC_11258179,EB_11258181,2200116202b,EMT-Serie2-2,7.055e-09,EMT-Serie2-2-C2_N12
EMT-Serie2-2-C2,N13,EC_11258179,EB_11258181,2200116202b,EMT-Serie2-2,2.116e-09,EMT-Serie2-2-C2_N13
EMT-Serie2-2-C2,N14,EC_11258179,EB_11258181,2200116202b,EMT-Serie2-2,6.348999999999999e-10,EMT-Serie2-2-C2_N14
EMT-Serie2-2-C2,N15,EC_11189828,EB_11189830,2200116202b,EMT-Serie2-2,3.229999999999999e-05,EMT-Serie2-2-C2_N15
EMT-Serie2-2-C2,N16,EC_11189828,EB_11189830,2200116202b,EMT-Serie2-2,9.677e-06,EMT-Serie2-2-C2_N16
EMT-Serie2-2-C2,N17,EC_11189828,EB_11189830,2200116202b,EMT-Serie2-2,2.903e-06,EMT-Serie2-2-C2_N17
EMT-Serie2-2-C2,N18,EC_11189828,EB_11189830,2200116202b,EMT-Serie2-2,8.709999999999999e-07,EMT-Serie2-2-C2_N18
EMT-Serie2-2-C2,N19,EC_11189828,EB_11189830,2200116202b,EMT-Serie2-2,2.613e-07,EMT-Serie2-2-C2_N19
EMT-Serie2-2-C2,N20,EC_11189828,EB_11189830,2200116202b,EMT-Serie2-2,7.838999999999999e-08,EMT-Serie2-2-C2_N20
EMT-Serie2-2-C2,N21,EC_11189828,EB_11189830,2200116202b,EMT-Serie2-2,2.3519999999999998e-08,EMT-Serie2-2-C2_N21
EMT-Serie2-2-C2,N22,EC_11189828,EB_11189830,2200116202b,EMT-Serie2-2,7.055e-09,EMT-Serie2-2-C2_N22
EMT-Serie2-2-C2,N23,EC_11189828,EB_11189830,2200116202b,EMT-Serie2-2,2.116e-09,EMT-Serie2-2-C2_N23
EMT-Serie2-2-C2,N24,EC_11189828,EB_11189830,2200116202b,EMT-Serie2-2,6.348999999999999e-10,EMT-Serie2-2-C2_N24
EMT-Serie2-2-C2,O05,EC_11257708,EB_11257710,2200116202b,EMT-Serie2-2,3.229999999999999e-05,EMT-Serie2-2-C2_O05
EMT-Serie2-2-C2,O06,EC_11257708,EB_11257710,2200116202b,EMT-Serie2-2,9.677e-06,EMT-Serie2-2-C2_O06
EMT-Serie2-2-C2,O07,EC_11257708,EB_11257710,2200116202b,EMT-Serie2-2,2.903e-06,EMT-Serie2-2-C2_O07
EMT-Serie2-2-C2,O08,EC_11257708,EB_11257710,2200116202b,EMT-Serie2-2,8.709999999999999e-07,EMT-Serie2-2-C2_O08
EMT-Serie2-2-C2,O09,EC_11257708,EB_11257710,2200116202b,EMT-Serie2-2,2.613e-07,EMT-Serie2-2-C2_O09
EMT-Serie2-2-C2,O10,EC_11257708,EB_11257710,2200116202b,EMT-Serie2-2,7.838999999999999e-08,EMT-Serie2-2-C2_O10
EMT-Serie2-2-C2,O11,EC_11257708,EB_11257710,2200116202b,EMT-Serie2-2,2.3519999999999998e-08,EMT-Serie2-2-C2_O11
EMT-Serie2-2-C2,O12,EC_11257708,EB_11257710,2200116202b,EMT-Serie2-2,7.055e-09,EMT-Serie2-2-C2_O12
EMT-Serie2-2-C2,O13,EC_11257708,EB_11257710,2200116202b,EMT-Serie2-2,2.116e-09,EMT-Serie2-2-C2_O13
EMT-Serie2-2-C2,O14,EC_11257708,EB_11257710,2200116202b,EMT-Serie2-2,6.348999999999999e-10,EMT-Serie2-2-C2_O14
EMT-Serie2-2-C2,O15,EC_11191889,EB_11191891,2200116202b,EMT-Serie2-2,3.229999999999999e-05,EMT-Serie2-2-C2_O15
EMT-Serie2-2-C2,O16,EC_11191889,EB_11191891,2200116202b,EMT-Serie2-2,9.677e-06,EMT-Serie2-2-C2_O16
EMT-Serie2-2-C2,O17,EC_11191889,EB_11191891,2200116202b,EMT-Serie2-2,2.903e-06,EMT-Serie2-2-C2_O17
EMT-Serie2-2-C2,O18,EC_11191889,EB_11191891,2200116202b,EMT-Serie2-2,8.709999999999999e-07,EMT-Serie2-2-C2_O18
EMT-Serie2-2-C2,O19,EC_11191889,EB_11191891,2200116202b,EMT-Serie2-2,2.613e-07,EMT-Serie2-2-C2_O19
EMT-Serie2-2-C2,O20,EC_11191889,EB_11191891,2200116202b,EMT-Serie2-2,7.838999999999999e-08,EMT-Serie2-2-C2_O20
EMT-Serie2-2-C2,O21,EC_11191889,EB_11191891,2200116202b,EMT-Serie2-2,2.3519999999999998e-08,EMT-Serie2-2-C2_O21
EMT-Serie2-2-C2,O22,EC_11191889,EB_11191891,2200116202b,EMT-Serie2-2,7.055e-09,EMT-Serie2-2-C2_O22
EMT-Serie2-2-C2,O23,EC_11191889,EB_11191891,2200116202b,EMT-Serie2-2,2.116e-09,EMT-Serie2-2-C2_O23
EMT-Serie2-2-C2,O24,EC_11191889,EB_11191891,2200116202b,EMT-Serie2-2,6.348999999999999e-10,EMT-Serie2-2-C2_O24
EMT-Serie2-2-C2,P05,EC_11259640,EB_11259642,2200116202b,EMT-Serie2-2,3.229999999999999e-05,EMT-Serie2-2-C2_P05
EMT-Serie2-2-C2,P06,EC_11259640,EB_11259642,2200116202b,EMT-Serie2-2,9.677e-06,EMT-Serie2-2-C2_P06
EMT-Serie2-2-C2,P07,EC_11259640,EB_11259642,2200116202b,EMT-Serie2-2,2.903e-06,EMT-Serie2-2-C2_P07
EMT-Serie2-2-C2,P08,EC_11259640,EB_11259642,2200116202b,EMT-Serie2-2,8.709999999999999e-07,EMT-Serie2-2-C2_P08
EMT-Serie2-2-C2,P09,EC_11259640,EB_11259642,2200116202b,EMT-Serie2-2,2.613e-07,EMT-Serie2-2-C2_P09
EMT-Serie2-2-C2,P10,EC_11259640,EB_11259642,2200116202b,EMT-Serie2-2,7.838999999999999e-08,EMT-Serie2-2-C2_P10
EMT-Serie2-2-C2,P11,EC_11259640,EB_11259642,2200116202b,EMT-Serie2-2,2.3519999999999998e-08,EMT-Serie2-2-C2_P11
EMT-Serie2-2-C2,P12,EC_11259640,EB_11259642,2200116202b,EMT-Serie2-2,7.055e-09,EMT-Serie2-2-C2_P12
EMT-Serie2-2-C2,P13,EC_11259640,EB_11259642,2200116202b,EMT-Serie2-2,2.116e-09,EMT-Serie2-2-C2_P13
EMT-Serie2-2-C2,P14,EC_11259640,EB_11259642,2200116202b,EMT-Serie2-2,6.348999999999999e-10,EMT-Serie2-2-C2_P14
EMT-Serie2-2-C2,P15,EC_11188314,EB_11188316,2200116202b,EMT-Serie2-2,3.229999999999999e-05,EMT-Serie2-2-C2_P15
EMT-Serie2-2-C2,P16,EC_11188314,EB_11188316,2200116202b,EMT-Serie2-2,9.677e-06,EMT-Serie2-2-C2_P16
EMT-Serie2-2-C2,P17,EC_11188314,EB_11188316,2200116202b,EMT-Serie2-2,2.903e-06,EMT-Serie2-2-C2_P17
EMT-Serie2-2-C2,P18,EC_11188314,EB_11188316,2200116202b,EMT-Serie2-2,8.709999999999999e-07,EMT-Serie2-2-C2_P18
EMT-Serie2-2-C2,P19,EC_11188314,EB_11188316,2200116202b,EMT-Serie2-2,2.613e-07,EMT-Serie2-2-C2_P19
EMT-Serie2-2-C2,P20,EC_11188314,EB_11188316,2200116202b,EMT-Serie2-2,7.838999999999999e-08,EMT-Serie2-2-C2_P20
EMT-Serie2-2-C2,P21,EC_11188314,EB_11188316,2200116202b,EMT-Serie2-2,2.3519999999999998e-08,EMT-Serie2-2-C2_P21
EMT-Serie2-2-C2,P22,EC_11188314,EB_11188316,2200116202b,EMT-Serie2-2,7.055e-09,EMT-Serie2-2-C2_P22
EMT-Serie2-2-C2,P23,EC_11188314,EB_11188316,2200116202b,EMT-Serie2-2,2.116e-09,EMT-Serie2-2-C2_P23
EMT-Serie2-2-C2,P24,EC_11188314,EB_11188316,2200116202b,EMT-Serie2-2,6.348999999999999e-10,EMT-Serie2-2-C2_P24
EMT-Serie2-3-C2,A05,EC_24723328,EB_24723332,2200116202c,EMT-Serie2-3,3.229999999999999e-05,EMT-Serie2-3-C2_A05
EMT-Serie2-3-C2,A06,EC_24723328,EB_24723332,2200116202c,EMT-Serie2-3,9.677e-06,EMT-Serie2-3-C2_A06
EMT-Serie2-3-C2,A07,EC_24723328,EB_24723332,2200116202c,EMT-Serie2-3,2.903e-06,EMT-Serie2-3-C2_A07
EMT-Serie2-3-C2,A08,EC_24723328,EB_24723332,2200116202c,EMT-Serie2-3,8.709999999999999e-07,EMT-Serie2-3-C2_A08
EMT-Serie2-3-C2,A09,EC_24723328,EB_24723332,2200116202c,EMT-Serie2-3,2.613e-07,EMT-Serie2-3-C2_A09
EMT-Serie2-3-C2,A10,EC_24723328,EB_24723332,2200116202c,EMT-Serie2-3,7.838999999999999e-08,EMT-Serie2-3-C2_A10
EMT-Serie2-3-C2,A11,EC_24723328,EB_24723332,2200116202c,EMT-Serie2-3,2.3519999999999998e-08,EMT-Serie2-3-C2_A11
EMT-Serie2-3-C2,A12,EC_24723328,EB_24723332,2200116202c,EMT-Serie2-3,7.055e-09,EMT-Serie2-3-C2_A12
EMT-Serie2-3-C2,A13,EC_24723328,EB_24723332,2200116202c,EMT-Serie2-3,2.116e-09,EMT-Serie2-3-C2_A13
EMT-Serie2-3-C2,A14,EC_24723328,EB_24723332,2200116202c,EMT-Serie2-3,6.348999999999999e-10,EMT-Serie2-3-C2_A14
EMT-Serie2-3-C2,A15,EC_11189184,EB_11189186,2200116202c,EMT-Serie2-3,3.229999999999999e-05,EMT-Serie2-3-C2_A15
EMT-Serie2-3-C2,A16,EC_11189184,EB_11189186,2200116202c,EMT-Serie2-3,9.677e-06,EMT-Serie2-3-C2_A16
EMT-Serie2-3-C2,A17,EC_11189184,EB_11189186,2200116202c,EMT-Serie2-3,2.903e-06,EMT-Serie2-3-C2_A17
EMT-Serie2-3-C2,A18,EC_11189184,EB_11189186,2200116202c,EMT-Serie2-3,8.709999999999999e-07,EMT-Serie2-3-C2_A18
EMT-Serie2-3-C2,A19,EC_11189184,EB_11189186,2200116202c,EMT-Serie2-3,2.613e-07,EMT-Serie2-3-C2_A19
EMT-Serie2-3-C2,A20,EC_11189184,EB_11189186,2200116202c,EMT-Serie2-3,7.838999999999999e-08,EMT-Serie2-3-C2_A20
EMT-Serie2-3-C2,A21,EC_11189184,EB_11189186,2200116202c,EMT-Serie2-3,2.3519999999999998e-08,EMT-Serie2-3-C2_A21
EMT-Serie2-3-C2,A22,EC_11189184,EB_11189186,2200116202c,EMT-Serie2-3,7.055e-09,EMT-Serie2-3-C2_A22
EMT-Serie2-3-C2,A23,EC_11189184,EB_11189186,2200116202c,EMT-Serie2-3,2.116e-09,EMT-Serie2-3-C2_A23
EMT-Serie2-3-C2,A24,EC_11189184,EB_11189186,2200116202c,EMT-Serie2-3,6.348999999999999e-10,EMT-Serie2-3-C2_A24
EMT-Serie2-3-C2,B05,EC_2072738,EB_2072744,2200116202c,EMT-Serie2-3,3.229999999999999e-05,EMT-Serie2-3-C2_B05
EMT-Serie2-3-C2,B06,EC_2072738,EB_2072744,2200116202c,EMT-Serie2-3,9.677e-06,EMT-Serie2-3-C2_B06
EMT-Serie2-3-C2,B07,EC_2072738,EB_2072744,2200116202c,EMT-Serie2-3,2.903e-06,EMT-Serie2-3-C2_B07
EMT-Serie2-3-C2,B08,EC_2072738,EB_2072744,2200116202c,EMT-Serie2-3,8.709999999999999e-07,EMT-Serie2-3-C2_B08
EMT-Serie2-3-C2,B09,EC_2072738,EB_2072744,2200116202c,EMT-Serie2-3,2.613e-07,EMT-Serie2-3-C2_B09
EMT-Serie2-3-C2,B10,EC_2072738,EB_2072744,2200116202c,EMT-Serie2-3,7.838999999999999e-08,EMT-Serie2-3-C2_B10
EMT-Serie2-3-C2,B11,EC_2072738,EB_2072744,2200116202c,EMT-Serie2-3,2.3519999999999998e-08,EMT-Serie2-3-C2_B11
EMT-Serie2-3-C2,B12,EC_2072738,EB_2072744,2200116202c,EMT-Serie2-3,7.055e-09,EMT-Serie2-3-C2_B12
EMT-Serie2-3-C2,B13,EC_2072738,EB_2072744,2200116202c,EMT-Serie2-3,2.116e-09,EMT-Serie2-3-C2_B13
EMT-Serie2-3-C2,B14,EC_2072738,EB_2072744,2200116202c,EMT-Serie2-3,6.348999999999999e-10,EMT-Serie2-3-C2_B14
EMT-Serie2-3-C2,B15,EC_11191211,EB_11191213,2200116202c,EMT-Serie2-3,3.229999999999999e-05,EMT-Serie2-3-C2_B15
EMT-Serie2-3-C2,B16,EC_11191211,EB_11191213,2200116202c,EMT-Serie2-3,9.677e-06,EMT-Serie2-3-C2_B16
EMT-Serie2-3-C2,B17,EC_11191211,EB_11191213,2200116202c,EMT-Serie2-3,2.903e-06,EMT-Serie2-3-C2_B17
EMT-Serie2-3-C2,B18,EC_11191211,EB_11191213,2200116202c,EMT-Serie2-3,8.709999999999999e-07,EMT-Serie2-3-C2_B18
EMT-Serie2-3-C2,B19,EC_11191211,EB_11191213,2200116202c,EMT-Serie2-3,2.613e-07,EMT-Serie2-3-C2_B19
EMT-Serie2-3-C2,B20,EC_11191211,EB_11191213,2200116202c,EMT-Serie2-3,7.838999999999999e-08,EMT-Serie2-3-C2_B20
EMT-Serie2-3-C2,B21,EC_11191211,EB_11191213,2200116202c,EMT-Serie2-3,2.3519999999999998e-08,EMT-Serie2-3-C2_B21
EMT-Serie2-3-C2,B22,EC_11191211,EB_11191213,2200116202c,EMT-Serie2-3,7.055e-09,EMT-Serie2-3-C2_B22
EMT-Serie2-3-C2,B23,EC_11191211,EB_11191213,2200116202c,EMT-Serie2-3,2.116e-09,EMT-Serie2-3-C2_B23
EMT-Serie2-3-C2,B24,EC_11191211,EB_11191213,2200116202c,EMT-Serie2-3,6.348999999999999e-10,EMT-Serie2-3-C2_B24
EMT-Serie2-3-C2,C05,EC_24223796,EB_24223804,2200116202c,EMT-Serie2-3,3.229999999999999e-05,EMT-Serie2-3-C2_C05
EMT-Serie2-3-C2,C06,EC_24223796,EB_24223804,2200116202c,EMT-Serie2-3,9.677e-06,EMT-Serie2-3-C2_C06
EMT-Serie2-3-C2,C07,EC_24223796,EB_24223804,2200116202c,EMT-Serie2-3,2.903e-06,EMT-Serie2-3-C2_C07
EMT-Serie2-3-C2,C08,EC_24223796,EB_24223804,2200116202c,EMT-Serie2-3,8.709999999999999e-07,EMT-Serie2-3-C2_C08
EMT-Serie2-3-C2,C09,EC_24223796,EB_24223804,2200116202c,EMT-Serie2-3,2.613e-07,EMT-Serie2-3-C2_C09
EMT-Serie2-3-C2,C10,EC_24223796,EB_24223804,2200116202c,EMT-Serie2-3,7.838999999999999e-08,EMT-Serie2-3-C2_C10
EMT-Serie2-3-C2,C11,EC_24223796,EB_24223804,2200116202c,EMT-Serie2-3,2.3519999999999998e-08,EMT-Serie2-3-C2_C11
EMT-Serie2-3-C2,C12,EC_24223796,EB_24223804,2200116202c,EMT-Serie2-3,7.055e-09,EMT-Serie2-3-C2_C12
EMT-Serie2-3-C2,C13,EC_24223796,EB_24223804,2200116202c,EMT-Serie2-3,2.116e-09,EMT-Serie2-3-C2_C13
EMT-Serie2-3-C2,C14,EC_24223796,EB_24223804,2200116202c,EMT-Serie2-3,6.348999999999999e-10,EMT-Serie2-3-C2_C14
EMT-Serie2-3-C2,C15,X-XA25731,X-XA25731-5,2200116202c,EMT-Serie2-3,3.229999999999999e-05,EMT-Serie2-3-C2_C15
EMT-Serie2-3-C2,C16,X-XA25731,X-XA25731-5,2200116202c,EMT-Serie2-3,9.677e-06,EMT-Serie2-3-C2_C16
EMT-Serie2-3-C2,C17,X-XA25731,X-XA25731-5,2200116202c,EMT-Serie2-3,2.903e-06,EMT-Serie2-3-C2_C17
EMT-Serie2-3-C2,C18,X-XA25731,X-XA25731-5,2200116202c,EMT-Serie2-3,8.709999999999999e-07,EMT-Serie2-3-C2_C18
EMT-Serie2-3-C2,C19,X-XA25731,X-XA25731-5,2200116202c,EMT-Serie2-3,2.613e-07,EMT-Serie2-3-C2_C19
EMT-Serie2-3-C2,C20,X-XA25731,X-XA25731-5,2200116202c,EMT-Serie2-3,7.838999999999999e-08,EMT-Serie2-3-C2_C20
EMT-Serie2-3-C2,C21,X-XA25731,X-XA25731-5,2200116202c,EMT-Serie2-3,2.3519999999999998e-08,EMT-Serie2-3-C2_C21
EMT-Serie2-3-C2,C22,X-XA25731,X-XA25731-5,2200116202c,EMT-Serie2-3,7.055e-09,EMT-Serie2-3-C2_C22
EMT-Serie2-3-C2,C23,X-XA25731,X-XA25731-5,2200116202c,EMT-Serie2-3,2.116e-09,EMT-Serie2-3-C2_C23
EMT-Serie2-3-C2,C24,X-XA25731,X-XA25731-5,2200116202c,EMT-Serie2-3,6.348999999999999e-10,EMT-Serie2-3-C2_C24
EMT-Serie2-3-C2,D05,EC_2072246,EB_2072253,2200116202c,EMT-Serie2-3,3.229999999999999e-05,EMT-Serie2-3-C2_D05
EMT-Serie2-3-C2,D06,EC_2072246,EB_2072253,2200116202c,EMT-Serie2-3,9.677e-06,EMT-Serie2-3-C2_D06
EMT-Serie2-3-C2,D07,EC_2072246,EB_2072253,2200116202c,EMT-Serie2-3,2.903e-06,EMT-Serie2-3-C2_D07
EMT-Serie2-3-C2,D08,EC_2072246,EB_2072253,2200116202c,EMT-Serie2-3,8.709999999999999e-07,EMT-Serie2-3-C2_D08
EMT-Serie2-3-C2,D09,EC_2072246,EB_2072253,2200116202c,EMT-Serie2-3,2.613e-07,EMT-Serie2-3-C2_D09
EMT-Serie2-3-C2,D10,EC_2072246,EB_2072253,2200116202c,EMT-Serie2-3,7.838999999999999e-08,EMT-Serie2-3-C2_D10
EMT-Serie2-3-C2,D11,EC_2072246,EB_2072253,2200116202c,EMT-Serie2-3,2.3519999999999998e-08,EMT-Serie2-3-C2_D11
EMT-Serie2-3-C2,D12,EC_2072246,EB_2072253,2200116202c,EMT-Serie2-3,7.055e-09,EMT-Serie2-3-C2_D12
EMT-Serie2-3-C2,D13,EC_2072246,EB_2072253,2200116202c,EMT-Serie2-3,2.116e-09,EMT-Serie2-3-C2_D13
EMT-Serie2-3-C2,D14,EC_2072246,EB_2072253,2200116202c,EMT-Serie2-3,6.348999999999999e-10,EMT-Serie2-3-C2_D14
EMT-Serie2-3-C2,D15,EC_11188057,EB_11188059,2200116202c,EMT-Serie2-3,3.229999999999999e-05,EMT-Serie2-3-C2_D15
EMT-Serie2-3-C2,D16,EC_11188057,EB_11188059,2200116202c,EMT-Serie2-3,9.677e-06,EMT-Serie2-3-C2_D16
EMT-Serie2-3-C2,D17,EC_11188057,EB_11188059,2200116202c,EMT-Serie2-3,2.903e-06,EMT-Serie2-3-C2_D17
EMT-Serie2-3-C2,D18,EC_11188057,EB_11188059,2200116202c,EMT-Serie2-3,8.709999999999999e-07,EMT-Serie2-3-C2_D18
EMT-Serie2-3-C2,D19,EC_11188057,EB_11188059,2200116202c,EMT-Serie2-3,2.613e-07,EMT-Serie2-3-C2_D19
EMT-Serie2-3-C2,D20,EC_11188057,EB_11188059,2200116202c,EMT-Serie2-3,7.838999999999999e-08,EMT-Serie2-3-C2_D20
EMT-Serie2-3-C2,D21,EC_11188057,EB_11188059,2200116202c,EMT-Serie2-3,2.3519999999999998e-08,EMT-Serie2-3-C2_D21
EMT-Serie2-3-C2,D22,EC_11188057,EB_11188059,2200116202c,EMT-Serie2-3,7.055e-09,EMT-Serie2-3-C2_D22
EMT-Serie2-3-C2,D23,EC_11188057,EB_11188059,2200116202c,EMT-Serie2-3,2.116e-09,EMT-Serie2-3-C2_D23
EMT-Serie2-3-C2,D24,EC_11188057,EB_11188059,2200116202c,EMT-Serie2-3,6.348999999999999e-10,EMT-Serie2-3-C2_D24
EMT-Serie2-3-C2,E05,EC_11193590,EB_11193592,2200116202c,EMT-Serie2-3,3.229999999999999e-05,EMT-Serie2-3-C2_E05
EMT-Serie2-3-C2,E06,EC_11193590,EB_11193592,2200116202c,EMT-Serie2-3,9.677e-06,EMT-Serie2-3-C2_E06
EMT-Serie2-3-C2,E07,EC_11193590,EB_11193592,2200116202c,EMT-Serie2-3,2.903e-06,EMT-Serie2-3-C2_E07
EMT-Serie2-3-C2,E08,EC_11193590,EB_11193592,2200116202c,EMT-Serie2-3,8.709999999999999e-07,EMT-Serie2-3-C2_E08
EMT-Serie2-3-C2,E09,EC_11193590,EB_11193592,2200116202c,EMT-Serie2-3,2.613e-07,EMT-Serie2-3-C2_E09
EMT-Serie2-3-C2,E10,EC_11193590,EB_11193592,2200116202c,EMT-Serie2-3,7.838999999999999e-08,EMT-Serie2-3-C2_E10
EMT-Serie2-3-C2,E11,EC_11193590,EB_11193592,2200116202c,EMT-Serie2-3,2.3519999999999998e-08,EMT-Serie2-3-C2_E11
EMT-Serie2-3-C2,E12,EC_11193590,EB_11193592,2200116202c,EMT-Serie2-3,7.055e-09,EMT-Serie2-3-C2_E12
EMT-Serie2-3-C2,E13,EC_11193590,EB_11193592,2200116202c,EMT-Serie2-3,2.116e-09,EMT-Serie2-3-C2_E13
EMT-Serie2-3-C2,E14,EC_11193590,EB_11193592,2200116202c,EMT-Serie2-3,6.348999999999999e-10,EMT-Serie2-3-C2_E14
EMT-Serie2-3-C2,E15,EC_11176778,EB_11176780,2200116202c,EMT-Serie2-3,3.229999999999999e-05,EMT-Serie2-3-C2_E15
EMT-Serie2-3-C2,E16,EC_11176778,EB_11176780,2200116202c,EMT-Serie2-3,9.677e-06,EMT-Serie2-3-C2_E16
EMT-Serie2-3-C2,E17,EC_11176778,EB_11176780,2200116202c,EMT-Serie2-3,2.903e-06,EMT-Serie2-3-C2_E17
EMT-Serie2-3-C2,E18,EC_11176778,EB_11176780,2200116202c,EMT-Serie2-3,8.709999999999999e-07,EMT-Serie2-3-C2_E18
EMT-Serie2-3-C2,E19,EC_11176778,EB_11176780,2200116202c,EMT-Serie2-3,2.613e-07,EMT-Serie2-3-C2_E19
EMT-Serie2-3-C2,E20,EC_11176778,EB_11176780,2200116202c,EMT-Serie2-3,7.838999999999999e-08,EMT-Serie2-3-C2_E20
EMT-Serie2-3-C2,E21,EC_11176778,EB_11176780,2200116202c,EMT-Serie2-3,2.3519999999999998e-08,EMT-Serie2-3-C2_E21
EMT-Serie2-3-C2,E22,EC_11176778,EB_11176780,2200116202c,EMT-Serie2-3,7.055e-09,EMT-Serie2-3-C2_E22
EMT-Serie2-3-C2,E23,EC_11176778,EB_11176780,2200116202c,EMT-Serie2-3,2.116e-09,EMT-Serie2-3-C2_E23
EMT-Serie2-3-C2,E24,EC_11176778,EB_11176780,2200116202c,EMT-Serie2-3,6.348999999999999e-10,EMT-Serie2-3-C2_E24
EMT-Serie2-3-C2,F05,EC_2075960,EB_2075968,2200116202c,EMT-Serie2-3,3.229999999999999e-05,EMT-Serie2-3-C2_F05
EMT-Serie2-3-C2,F06,EC_2075960,EB_2075968,2200116202c,EMT-Serie2-3,9.677e-06,EMT-Serie2-3-C2_F06
